ID,AreaName_Lang_enUS
909,"Eastern Plaguelands, Blackwood Lake"
910,"Silithus, Cenarion Hold"
911,"Duskwood, Ravenhill"
912,"Eversong Woods, Sunstrider Isle"
913,"Silithus, Scarab Wall (AQ Only)"
914,"Eversong Woods, Farstrider Lodge GY"
915,"Ghostlands, Tranquillien"
916,"Ghostlands, Sanctum"
917,"Ghostlands, Amani Pass"
918,"Azuremyst Isle, Ammen Vale"
919,"Hellfire Peninsula, Thrallmar"
920,"Hellfire Peninsula, Honor Hold"
921,"Eversong Woods, Silvermoon City"
922,"Eversong Woods, Fairbreeze GY"
923,"Azuremyst, Azure Watch GY"
924,"Azuremyst, Stillpine GY"
925,"Bloodmyst, Blood Watch GY"
926,"Bloodmyst, Wilderness GY"
927,"Eastern Plaguelands, Graveyard CG Tower"
928,"Zangarmarsh, Zabra'jin GY"
929,"Nagrand Arena, Team 1 Start"
930,"Nagrand, SE Graveyard"
931,Programmer Isle
932,Programmer Isle
933,"Hellfire Peninsula, Temple"
934,"Hellfire Peninsula, Falcon Watch"
935,"Hellfire Peninsula, Corpse Location 004"
936,"Nagrand Arena, Team 2 Start"
937,Reuse
938,"Alterac Valley, Alliance Exit"
939,"Blade's Edge Arena, Team 1"
940,"Blade's Edge Arena, Team 2"
941,"Hellfire Peninsula, Test Corpse Location"
942,"Hellfire Peninsula, Corpse Location 001"
943,"Hellfire Peninsula, Corpse Location 002"
944,"Hellfire Peninsula, Corpse Location 003"
945,"Hellfire Peninsula, Corpse Location 005"
946,"Hellfire Peninsula, Corpse Location 006"
947,"Hellfire Peninsula, Corpse Location 007"
948,"Hellfire Peninsula, Corpse Location 008"
949,"Hellfire Peninsula, Corpse Location 009"
950,"Hellfire Peninsula, Corpse Location 010"
951,"Hellfire Peninsula, Corpse Location 011"
952,"Hellfire Peninsula, Corpse Location 012"
953,"Hellfire Peninsula, Corpse Location 013"
954,"Hellfire Peninsula, Corpse Location 014"
955,"Hellfire Peninsula, Corpse Location 015"
956,"Hellfire Peninsula, Corpse Location 016"
957,"Hellfire Peninsula, Corpse Location 017"
958,"Hellfire Peninsula, Corpse Location 018"
959,"Hellfire Peninsula, Corpse Location 019"
960,"Hellfire Peninsula, Corpse Location 020"
961,"Hellfire Peninsula, Corpse Location 021"
962,"Hellfire Peninsula, Corpse Location 022"
963,"Hellfire Peninsula, Corpse Location 023"
964,"Hellfire Peninsula, Corpse Location 024"
965,"Hellfire Peninsula, Corpse Location 025"
966,"Hellfire Peninsula, Corpse Location 026"
967,"Hellfire Peninsula, Corpse Location 027"
968,"Hellfire Peninsula, Corpse Location 028"
969,"Zangarmarsh, PvP GY"
970,"Zangarmarsh, Telredor GY"
971,Blades Edge - PvP - Arena Graveyard
972,"Zangarmarsh, Corpse Location 006"
973,"Zangarmarsh, Cenarion GY"
974,"Zangarmarsh, Corpse Location 001"
975,"Zangarmarsh, Corpse Location 002"
976,"Zangarmarsh, Corpse Location 003"
977,"Zangarmarsh, Corpse Location 004"
978,"Zangarmarsh, Corpse Location 008"
979,"Zangarmarsh, Corpse Location 005"
980,"Zangarmarsh, Corpse Location 007"
981,"Zangarmarsh, Corpse Location 009"
982,"Zangarmarsh, Corpse Location 011"
983,"Zangarmarsh, Corpse Location 010"
984,"Zangarmarsh, Corpse Location 012"
985,"Zangarmarsh, Corpse Location 013"
986,"Zangarmarsh, Corpse Location 014"
987,"Zangarmarsh, Corpse Location 016"
988,"Zangarmarsh, Corpse Location 015"
989,"Zangarmarsh, Corpse Location 017"
990,"Zangarmarsh, Corpse Location 018"
991,"Zangarmarsh, Corpse Location 019"
992,"Nagrand, Northwind Cleft"
993,"Nagrand, Halaa GY"
994,"Terokkar Forest, Shattrath GY"
995,"Terokkar Forest, Wilderness GY"
996,Test - Programmer
997,Test - Programmer 001
998,Nagrand - PvP - Arena Graveyard
999,"Nagrand, Corpse Location 001"
1000,"Nagrand, Corpse Location 002"
1001,"Nagrand, Corpse Location 003"
1002,"Nagrand, Corpse Location 004"
1003,"Nagrand, Corpse Location 005"
1004,"Nagrand, Corpse Location 006"
1005,"Nagrand, Corpse Location 007"
1006,"Nagrand, Corpse Location 008"
1007,"Nagrand, Corpse Location 009"
1008,"Nagrand, Corpse Location 010"
1009,"Nagrand, Corpse Location 011"
1010,"Nagrand, Corpse Location 012"
1011,"Nagrand, Corpse Location 013"
1012,"Nagrand, Corpse Location 014"
1013,"Terokkar Forest, Corpse Location 001"
1014,"Terokkar Forest, Corpse Location 002"
1015,"Terokkar Forest, Corpse Location 003"
1016,"Terokkar Forest, Corpse Location 004"
1017,"Terokkar Forest, Corpse Location 005"
1018,"Terokkar Forest, Corpse Location 006"
1019,"Terokkar Forest, Corpse Location 007"
1020,"Terokkar Forest, Corpse Location 008"
1021,"Terokkar Forest, Corpse Location 009"
1022,"Terokkar Forest, Corpse Location 010"
1023,"Terokkar Forest, Corpse Location 011"
1024,"Shadowmoon, Corpse Location 001"
1025,"Shadowmoon, Corpse Location 002"
1026,"Shadowmoon, Corpse Location 003"
1027,"Shadowmoon, Corpse Location 004"
1028,"Terokkar Forest, Corpse Location 016"
1029,"Terokkar Forest, Corpse Location 017"
1030,"Terokkar Forest, Corpse Location 018"
1031,"Terokkar Forest, Corpse Location 019"
1032,"Terokkar Forest, Corpse Location 020"
1033,"Terokkar Forest, Corpse Location 021"
1034,"Terokkar Forest, Corpse Location 022"
1035,"Terokkar Forest, Corpse Location 023"
1036,Reuse
1037,"Nagrand, Portal Plateau"
1038,"Nagrand, Elemental Plateau"
1039,"Nagrand, SW Graveyard"
1040,"Hellfire Peninsula, Throne of Kil'Jaedan"
1041,"Hellfire Peninsula, Dark Portal"
1042,"Terokkar Forest, Bone Wastes GY"
1043,"Zangarmarsh, Harborage GY"
1044,"Zangarmarsh, Sporeggar GY"
1045,"Netherstorm, Stormspire GY"
1046,"Netherstorm, Area 52 GY"
1047,"Shadowmoon Valley, Shadowmoon Village GY"
1048,"Shadowmoon Valley, Wildhammer GY"
1049,"Blade's Edge, Sylvanaar GY"
1050,"Blade's Edge, Thunderlord GY"
1051,"Terokkar Forest, Skettis GY"
1052,"Shadowmoon, Corpse Location 005"
1053,"Shadowmoon, Corpse Location 006"
1054,"Shadowmoon, Corpse Location 007"
1055,"Shadowmoon, Corpse Location 008"
1056,"Shadowmoon, Corpse Location 009"
1057,"Shadowmoon, Corpse Location 010"
1058,"Shadowmoon, Corpse Location 011"
1059,"Shadowmoon, Corpse Location 012"
1060,"Shadowmoon, Corpse Location 013"
1061,"Shadowmoon, Corpse Location 014"
1062,"Shadowmoon, Corpse Location 015"
1063,"Shadowmoon, Corpse Location 016"
1064,"Shadowmoon, Corpse Location 017"
1065,"Shadowmoon, Corpse Location 018"
1066,"Shadowmoon, Corpse Location 019"
1067,"Shadowmoon, Corpse Location 020"
1068,"Shadowmoon, Corpse Location 021"
1069,"Shadowmoon, Corpse Location 022"
1070,"Shadowmoon, Corpse Location 023"
1071,"Shadowmoon, Corpse Location 024"
1072,"Blade's Edge, Corpse Location 000"
1073,"Blade's Edge, Corpse Location 001"
1074,"Blade's Edge, Corpse Location 002"
1075,"Blade's Edge, Corpse Location 003"
1076,"Blade's Edge, Corpse Location 004"
1077,"Blade's Edge, Corpse Location 005"
1078,"Blade's Edge, Corpse Location 006"
1079,"Blade's Edge, Corpse Location 007"
1080,"Blade's Edge, Corpse Location 008"
1081,"Blade's Edge, Corpse Location 009"
1082,"Blade's Edge, Corpse Location 010"
1083,"Blade's Edge, Corpse Location 011"
1084,"Blade's Edge, Corpse Location 012"
1085,"Blade's Edge, Corpse Location 013"
1086,"Blade's Edge, Corpse Location 014"
1087,"Blade's Edge, Corpse Location 015"
1088,"Blade's Edge, Corpse Location 016"
1089,"Blade's Edge, Corpse Location 017"
1090,"Blade's Edge, Corpse Location 018"
1091,"Blade's Edge, Corpse Location 019"
1092,"Blade's Edge, Corpse Location 020"
1093,"Blade's Edge, Corpse Location 021"
1094,"Blade's Edge, Corpse Location 022"
1095,"Blade's Edge, Corpse Location 023"
1096,"Blade's Edge, Corpse Location 024"
1097,"Blade's Edge, Corpse Location 025"
1098,"Blade's Edge, Corpse Location 026"
1099,"Blade's Edge, Corpse Location 027"
1100,"Blade's Edge, Corpse Location 028"
1101,"Blade's Edge, Corpse Location 029"
1102,"Blade's Edge, Corpse Location 030"
1103,Netherstorm BG - Graveyard (Alliance Start)
1104,Netherstorm BG - Graveyard (Horde Start)
1105,Netherstorm BG - Graveyard (Felreaver)
1106,Netherstorm BG - Graveyard (BE Tower)
1107,Netherstorm BG - Graveyard (Draenei Tower)
1108,Netherstorm BG - Graveyard (Human Tower)
1109,Netherstorm BG - Corpse Catcher 000
1110,Netherstorm BG - Corpse Catcher 001
1111,Netherstorm BG - Corpse Catcher 002
1112,Netherstorm BG - Corpse Catcher 003
1113,Netherstorm BG - Corpse Catcher 004
1114,Netherstorm BG - Corpse Catcher 005
1115,Netherstorm BG - Corpse Catcher 006
1116,Netherstorm BG - Corpse Catcher 007
1117,Netherstorm BG - Corpse Catcher 008
1118,Netherstorm BG - Corpse Catcher 009
1119,Netherstorm BG - Corpse Catcher 010
1120,Netherstorm BG - Corpse Catcher 011
1121,Netherstorm BG - Corpse Catcher 012
1122,Netherstorm BG - Corpse Catcher 013
1123,Netherstorm BG - Corpse Catcher 014
1124,Netherstorm BG - Corpse Catcher 015
1125,Netherstorm BG - Corpse Catcher 016
1126,Netherstorm BG - Corpse Catcher 017
1127,Netherstorm BG - Corpse Catcher 018
1128,Netherstorm BG - Corpse Catcher 019
1129,Netherstorm BG - Corpse Catcher 020
1130,Netherstorm BG - Corpse Catcher 021
1131,Netherstorm BG - Corpse Catcher 022
1132,Netherstorm BG - Corpse Catcher 023
1133,Netherstorm BG - Corpse Catcher 024
1134,Netherstorm - Corpse Catcher 000
1135,Netherstorm - Corpse Catcher 001
1136,Netherstorm - Corpse Catcher 002
1137,Netherstorm - Corpse Catcher 003
1138,Netherstorm - Corpse Catcher 004
1139,Netherstorm - Corpse Catcher 005
1140,Netherstorm - Corpse Catcher 006
1141,Netherstorm - Corpse Catcher 007
1142,Netherstorm - Corpse Catcher 008
1143,Netherstorm - Corpse Catcher 009
1144,Netherstorm - Corpse Catcher 010
1145,Netherstorm - Corpse Catcher 011
1146,Netherstorm - Corpse Catcher 012
1147,Netherstorm - Corpse Catcher 013
1148,Netherstorm - Corpse Catcher 014
1149,Netherstorm - Corpse Catcher 015
1150,Netherstorm - Corpse Catcher 016
1151,Netherstorm - Corpse Catcher 017
1152,Netherstorm - Corpse Catcher 018
1153,Netherstorm - Corpse Catcher 019
1154,Netherstorm - Corpse Catcher 020
1155,Netherstorm - Corpse Catcher 021
1156,Netherstorm - Corpse Catcher 022
1157,Netherstorm - Corpse Catcher 023
1158,Netherstorm - Corpse Catcher 024
1159,Netherstorm - Corpse Catcher 025
1160,Netherstorm - Corpse Catcher 026
1161,Netherstorm - Corpse Catcher 027
1162,Netherstorm - Corpse Catcher 028
1163,Netherstorm - Corpse Catcher 029
1164,Netherstorm - Corpse Catcher 030
1165,Netherstorm - Corpse Catcher 031
1166,Netherstorm - Corpse Catcher 032
1167,Netherstorm - Corpse Catcher 033
1168,Netherstorm - Corpse Catcher 034
1169,Netherstorm - Corpse Catcher 035
1170,Netherstorm - Corpse Catcher 036
1171,Netherstorm - Corpse Catcher 037
1172,Netherstorm - Corpse Catcher 038
1173,Netherstorm - Corpse Catcher 039
1174,Netherstorm - Corpse Catcher 040
1175,Netherstorm - Corpse Catcher 041
1176,Netherstorm - Corpse Catcher 042
1177,Netherstorm - Corpse Catcher 043
1178,Netherstorm - Corpse Catcher 044
1179,Netherstorm - Corpse Catcher 045
1180,Netherstorm - Corpse Catcher 046
1181,Netherstorm - Corpse Catcher 047
1182,Netherstorm - Corpse Catcher 048
1183,Netherstorm - Corpse Catcher 049
1184,Netherstorm - Corpse Catcher 050
1185,Netherstorm - Corpse Catcher 051
1186,Netherstorm - Corpse Catcher 052
1187,Netherstorm - Corpse Catcher 053
1188,Netherstorm - Corpse Catcher 054
1189,Netherstorm - Corpse Catcher 055
1190,Netherstorm - Corpse Catcher 056
1191,Netherstorm - Corpse Catcher 057
1192,Netherstorm - Corpse Catcher 058
1193,Netherstorm - Corpse Catcher 059
1194,Netherstorm - Corpse Catcher 060
1195,Netherstorm - Corpse Catcher 061
1196,Netherstorm - Corpse Catcher 062
1197,Netherstorm - Corpse Catcher 063
1198,Netherstorm - Corpse Catcher 064
1199,Netherstorm - Corpse Catcher 065
1200,Netherstorm - Corpse Catcher 066
1201,Netherstorm - Corpse Catcher 067
1202,Netherstorm - Corpse Catcher 068
1203,Netherstorm - Corpse Catcher 069
1204,Netherstorm - Corpse Catcher 070
1205,Netherstorm - Corpse Catcher 071
1206,Netherstorm - Corpse Catcher 072
1207,Netherstorm - Corpse Catcher 073
1208,Netherstorm - Corpse Catcher 074
1209,Netherstorm - Corpse Catcher 075
1210,Netherstorm - Corpse Catcher 076
1211,Netherstorm - Corpse Catcher 077
1212,Netherstorm - Corpse Catcher 078
1213,Netherstorm - Corpse Catcher 079
1214,Netherstorm - Corpse Catcher 080
1215,Netherstorm - Corpse Catcher 081
1216,Netherstorm - Corpse Catcher 082
1217,Netherstorm - Corpse Catcher 083
1218,Netherstorm - Corpse Catcher 084
1219,Netherstorm - Corpse Catcher 085
1220,Netherstorm - Corpse Catcher 086
1221,Netherstorm - Corpse Catcher 087
1222,Netherstorm - Corpse Catcher 088
1223,Netherstorm - Corpse Catcher 089
1224,Netherstorm - Corpse Catcher 090
1225,Netherstorm - Corpse Catcher 091
1226,Netherstorm - Corpse Catcher 092
1227,Netherstorm - Corpse Catcher 093
1228,Netherstorm - Corpse Catcher 094
1229,Netherstorm - Corpse Catcher 095
1230,Netherstorm - Corpse Catcher 096
1231,Netherstorm - Corpse Catcher 097
1232,Netherstorm - Corpse Catcher 098
1233,Netherstorm - Corpse Catcher 099
1234,Netherstorm - Corpse Catcher 100
1235,Netherstorm - Corpse Catcher 101
1236,Netherstorm - Corpse Catcher 102
1237,Netherstorm - Corpse Catcher 103
1238,Netherstorm - Corpse Catcher 104
1239,Netherstorm - Corpse Catcher 105
1240,"Hellfire Peninsula, Force Camps (Alliance)"
1241,"Blade's Edge, Evergrove GY"
1242,"Blade's Edge, North Ridge GY"
1243,"Blade's Edge, West Ridge GY"
1244,"Blade's Edge, East Ridge GY"
1245,Icecrown BG - Horde Zone In
1246,"Alterac Valley, Alliance Exit"
1247,"Netherstorm, Cosmowrench GY"
1248,"Hellfire Peninsula, Spinebreaker GY"
1249,"Tanaris, CoT"
1250,"Shadowmoon Valley, Altar GY"
1251,"Shadowmoon Valley, Sanctum GY"
1252,"Netherstorm, Kirin'Var GY"
1253,"Blade's Edge, Toshley GY"
1254,"Blade's Edge, Raven Wood GY"
1255,"Blade's Edge, NE Ridge GY"
1256,"Silverpine Forest, South GY"
1257,"Terokkar Forest, Ogre GY"
1258,"Lordaeron, PVP - Team 1 Start"
1259,"Lordaeron, PVP - Team 2 Start"
1260,"Lordaeron, PVP - Graveyard"
1261,"Black Temple, Alliance GY"
1262,"Black Temple, Horde GY"
1263,"Blade's Edge, Corpse Location 031"
1264,"Dustwallow Marsh, Tabetha's"
1265,"Dustwallow Marsh, Mudsprocket"
1266,"Howling Fjord, Northwest GY"
1267,"Howling Fjord, Tuskarr GY"
1268,"Howling Fjord, Island GY"
1269,"Howling Fjord, Central GY"
1270,"Howling Fjord, North GY"
1271,"Howling Fjord, Vengance GY"
1272,"Howling Fjord, Southeast GY"
1273,"Howling Fjord, South Beach GY"
1274,"Howling Fjord, South GY"
1275,"Howling Fjord, Valgarde GY"
1276,"Howling Fjord, Northeast GY"
1277,"Un'Goro Crater, Central GY"
1278,"Un'Goro Crater, Marshal's GY"
1279,"Stonetalon Mountains, Charred Vale"
1280,"Stonetalon Mountains, Peak GY"
1281,"Tanaris, Pirate GY"
1282,"Tanaris, Central GY"
1283,"Winterspring, South GY"
1284,"Winterspring, West GY"
1285,"Wintergrasp, Fortress (East)"
1286,"Western Plaguelands, Central GY"
1287,"Searing Gorge, SE GY"
1288,"Badlands, South GY"
1289,"The Barrens, South GY"
1290,"Borean Tundra, Tuskar GY"
1291,"Terokkar Forest, Razorthorn Rise GY"
1292,"Isle of Quel'Danas, Staging Area GY"
1293,"Isle of Quel'Danas, Staging Area GY"
1294,"Isle of Quel'Danas, Staging Area GY"
1295,"Development Land, Theresa's Test Land GY"
1296,"Development Land, Theresa's Test Land 2 GY"
1297,"Development Land, Theresa's Test land 3 GY"
1298,"Terokkar Forest, Lake Jorune GY"
1299,Icecrown BG - Alliance Zone In
1300,"Grizzly Hills, Vileprey GY"
1301,"Grizzly Hills, Amberpine GY"
1302,"Grizzly Hills, Westfall GY"
1303,"Grizzly Hills, Eastern GY"
1304,"Grizzly Hills, Northwestern GY"
1305,"Grizzly Hills, Southwestern GY"
1306,"Grizzly Hills, Central GY"
1307,"Dragonblight, Northeastern GY"
1308,"Dragonblight, Wintergarde GY"
1309,"Dragonblight, Forsaken East GY"
1310,"Dragonblight, Agmar's Hammer GY"
1311,"Dragonblight, Star's Rest GY"
1312,"Dragonblight, Moa'ki Harbor GY"
1313,"Dragonblight, Borean Border GY"
1314,"Dragonblight, Wyrmrest GY"
1315,"Dragonblight, Wrathgate Horde GY"
1316,"Dragonblight, Wrathgate Alliance GY"
1317,"Borean Tundra, Warsong Hold GY"
1318,"Borean Tundra, Riplash GY"
1319,"Borean Tundra, Coldarra GY"
1320,"Borean Tundra, Amber Ledge GY"
1321,"Borean Tundra, Fizzcrank GY"
1322,"Borean Tundra, Bor'Gorok GY"
1323,"Borean Tundra, Death's Stand GY"
1324,"Borean Tundra, Taunka'le GY"
1325,"Borean Tundra, Coast of Echoes GY"
1326,"Borean Tundra, Valiance Keep GY"
1327,Alterac Valley - DO NOT EDIT
1328,"Wintergrasp, Fortress (West)"
1329,"Wintergrasp, Siege Factory (Defense NE)"
1330,"Wintergrasp, Siege Factory (Defense NW)"
1331,"Wintergrasp, Horde Starting Area"
1332,"Wintergrasp, Alliance Starting Area"
1333,"Wintergrasp, Siege Factory (SE)"
1334,"Wintergrasp, Siege Factory (SW)"
1336,"Sholazar Basin, South GY"
1337,"Howling Fjord, Utgarde GY"
1341,"Sholazar Basin, Nesingwary GY"
1342,"Sholazar Basin, Central GY"
1343,"Sholazar Basin, Northwest GY"
1344,"Sholazar Basin, Northeast GY"
1345,"Sholazar Basin, East GY"
1346,Northrend BG - Controlled - South
1347,Northrend BG - Controlled - South West
1348,Northrend BG - Controlled - Central
1349,Northrend BG - Defender - Final
1350,Northrend BG - Offense - Beach
1351,Northrend BG - Offense - Boat
1352,"Zul'Drak, Western GY"
1353,"Zul'Drak, Northwestern GY"
1354,"Zul'Drak, Southwestern GY"
1355,"Zul'Drak, Southern GY"
1356,"Zul'Drak, Central GY"
1357,"Zul'Drak, Southeastern GY"
1358,"Zul'Drak, Gun'Drak GY"
1359,"Crystalsong Forest, Dalaran GY"
1360,Ebon Hold GY - Chapter I
1361,Dalaran Arena - PvP Graveyard
1362,Dalaran Arena - Team 1 Spawn
1363,Dalaran Arena - Team 2 Spawn
1364,Orgrimmar Arena - Team 1 Spawn
1365,Orgrimmar Arena - Team 2 Spawn
1366,Orgrimmar Arena - Graveyard
1367,Sands of Ulduran - Alliance Spawn
1368,Sands of Ulduran - Horde Spawn
1369,"Eastern Plaguelands, Ebon Hold GY"
1370,Ebon Hold GY - Chapter II/III
1371,Ebon Hold GY - Chapter IV
1372,"Un'Goro Crater, Shaper's Terrace"
1373,"Dustwallow Marsh, Theramore Safe"
1374,"Durotar, Orgrimmar Safe"
1375,"Stormwind City, Stormwind Safe"
1376,"Howling Fjord, Utgarde 2 GY"
1377,The Great Sea - Safe Point Tirisfal
1378,"Durotar, Orgrimmar Safe 2"
1379,"Sholazar Basin, Stormwright GY"
1380,"Crystalsong Forest, Alliance GY"
1381,"Icecrown, Argent Vanguard"
1383,"Storm Peaks, Valkyrion GY"
1384,"Storm Peaks, Ulduar GY"
1385,"Storm Peaks, Temple East GY"
1387,"Storm Peaks, Temple West GY"
1388,"Storm Peaks, Frostfield GY"
1391,"Crystalsong Forest, West GY"
1392,"Crystalsong Forest, Horde GY"
1393,"Dragonblight, Naxxramas GY"
1394,"Dragonblight, Icemist GY"
1395,"Icecrown Glacier, Quarry GY"
1396,"Icecrown Glacier, Vrykul Central GY"
1397,"Icecrown Glacier, Northeast Ice GY"
1398,"Grizzly Hills, Drak'tharon GY"
1399,Northrend BG - Defender Start
1400,"Storm Peaks, Temple of the Makers GY"
1401,"Storm Peaks, Snowdrift GY"
1402,"Storm Peaks, Temple of Storms GY"
1403,"Storm Peaks, K3 GY"
1404,"Sholazar Basin, Frenzyheart GY"
1405,Eastern Plaguelands: Acherus
1407,"Icecrown Glacier, Jotunheim GY"
1408,"Storm Peaks, Foot Steppes GY"
1409,Undercity - Alliance - Wrath Gate
1410,AAAAA Test Port Loc
1411,Alterac Mountains - Central GY
1416,"Winterspring, Wintersaber GY"
1417,"Winterspring, Crossroad GY"
1418,"Winterspring, Darkwhisper GY"
1419,"Azshara, Ursolan"
1420,"Azshara, Forlorn Ridge"
1421,"Desolace, Ghost Walker Post"
1422,"Desolace, Sar'theris Strand"
1423,"Desolace, Mannoroc Coven"
1424,"Desolace, Magram Village"
1425,"Desolace, Roadside"
1426,"Ashenvale, Shrine of Aessina"
1427,"Ashenvale, Nightsong"
1428,"Stonetalon Mountains, Windshear Crag"
1429,"Stonetalon Mountains, Mirkfallon"
1430,"The Barrens, Forgotten Pools"
1431,"The Barrens, North GY"
1432,"The Barrens, Raptor Grounds"
1433,"The Barrens, Central GY"
1434,"The Barrens, East GY"
1435,"Mulgore, Southeast GY"
1436,"Mulgore, Red Rocks"
1437,"Thousand Needles, Freewind Post"
1438,"Thousand Needles, Mirage Raceway"
1439,"Tanaris, Southwest GY"
1440,"Tanaris, Abyssal Sands"
1441,"Feralas, Ruins of Isildien"
1442,"Feralas, Lower Wilds"
1443,"Feralas, Twin Colossals"
1444,"Silithus, Hive'Regal"
1445,"Silithus, Twilight Base Camp"
1446,"Arathi Highlands, Stromgarde"
1447,"Hillsbrad Foothills, Thoradin's Wall"
1448,"Eastern Plaguelands, Northdale"
1449,"Eastern Plaguelands, Stratholme"
1450,"Eastern Plaguelands, West GY"
1451,"Western Plaguelands, Hearthglen"
1452,"Hillsbrad Foothills, Hillsbrad Fields"
1453,"The Hinterlands, Seradane"
1454,"The Hinterlands, Shadra'Alor"
1455,"Wetlands, Sundown Marsh"
1456,"Wetlands, South Road"
1457,"Wetlands, Raptor Ridge"
1458,"Stranglethorn Vale, Gurubashi Arena"
1459,"Stranglethorn Vale, Central GY"
1460,"Stranglethorn Vale, Savage Coast"
1461,"Duskwood, Central GY"
1462,"Westfall, Dagger Hills"
1463,"Westfall, Longshore"
1464,"Blasted Lands, Dark Portal"
1465,"Swamp of Sorrows, Pool of Tears"
