ID,Name_lang,Description_lang
84,First Strike,A quick opening attack that can end a battle before it begins.
85,Expert Captain,"A ship run by a veteran captain, well versed in nuanced naval combat.  Expert Captains cannot be countered directly, but must be accounted for to succeed."
86,Ground Objective,
87,Land Objective,"An objective that requires moving goods or troops to locations on land.

|cffb2f0ffCountered by: |r
|TInterface\ICONS\Ships_ABILITY_BoardingPartyALLIANCE.blp:24:24:0:0|t |cffffffff Transport|r"
88,Cursed Crew,Crewed by cursed sailors.
89,Cliffs,"An unforgiving, precarious land."
109,Boss,"|CFFFFFFF0Boss|R
Reduces mission success chance if not countered."
110,Hazard,"|CFFFFFFF0Hazard|R
Mission duration is increased if not countered."
111,Whirlwind,
112,Warrior,
113,Boss,"|CFFFFFFF0Boss|R
Reduces mission success chance if not countered."
114,Boss,"|CFFFFFFF0Boss|R
Reduces mission success chance if not countered."
115,Minions,"|CFFFFFFF0Army|R
This army has powerful armor.  Mission duration increased if not countered."
121,Spell,"|CFFFFFFF0Spell|R
A high damaging spell which causes increased damage to troops if not countered."
122,Ambush,Chance of mission success reduced.  Cannot be countered.
124,Boss,"|CFFFFFFF0Boss|R
Reduces mission success chance if not countered."
125,Boss,"|CFFFFFFF0Boss|R
Reduces mission success chance if not countered."
126,Brutal,Success chance reduced by ${$a910}%.
127,Easy,Success chance reduced by ${$a909}%.
128,Hard,Success chance reduced by ${$a907}%.
129,Very Hard,Success chance reduced by ${$a908}%.
130,Elite,Chance of mission success reduced.  Cannot be countered.
131,Dungeon,Chance of mission success reduced.  Cannot be countered.
132,Raid,Chance of mission success reduced.  Cannot be countered.
135,Argus Elite,"|CFFFFFFF0Argus Elite|R
Reduces mission success chance if not countered."
138,Primary Objective,"Adept at making devices, destroying devices or making devices that destroy other devices."
139,Recon,"|cFFFFD200""Large groups attract attention""|r"
141,Scout,
142,Ranged,
143,Melee,
144,Mounted,
145,Sabotage,"While active, increases duration of other missions by 50%.

|cFFFFD200""Explosions can be messy""|r"
147,Primary Objective,"Finds targets, retreives information and looks good doing it."
148,Night Vision,Provides a way to see in complete darkness.
149,Primary Objective,Trained in a variety of combat styles and weapons.
150,Quick Strike,"Reducing mission duration also increases success chance.

|cFFFFD200""A fast attack will surprise the enemy and provide zero opportunity to counter.  Get in and get out.""|r"
151,Elite Mission,Chance of mission success reduced.  Cannot be countered.
153,Stealth,"Troops reduce success chance by 100%.

|cFFFFD200""Large groups attract attention""|r"
154,Long Campaign,"Increases success by 10% for every troop vitality on the mission.

|cFFFFD200""The long travel time and gruelling conditions would benefit from some fresh legs.""|r"
256,Deep Sea,"Mission success chance reduced.

|cFFFFD200""How do you expect us to get there, swim?""|r"
257,JasonTest Mechanic,JasonTest Mechanic
