ID,SourceText_lang
671,|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rOrgrimmar - Gates of Orgrimmar|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers
672,|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rOrgrimmar - Gates of Orgrimmar|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers
673,|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rOrgrimmar - Gates of Orgrimmar|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers
674,|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rOrgrimmar - Gates of Orgrimmar|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers
675,|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rOrgrimmar - Gates of Orgrimmar|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers
676,|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rOrgrimmar - Gates of Orgrimmar|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers
677,|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rOrgrimmar - Gates of Orgrimmar|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers
678,|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rOrgrimmar - Gates of Orgrimmar|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers
679,|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rOrgrimmar - Gates of Orgrimmar|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers
680,|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rOrgrimmar - Gates of Orgrimmar|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers
681,|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rOrgrimmar - Gates of Orgrimmar|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers
682,|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rOrgrimmar - Gates of Orgrimmar|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers
683,|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rOrgrimmar - Gates of Orgrimmar|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers
684,|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rOrgrimmar - Gates of Orgrimmar|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers
685,|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rOrgrimmar - Gates of Orgrimmar|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers
686,|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rOrgrimmar - Gates of Orgrimmar|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers
687,|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rOrgrimmar - Gates of Orgrimmar|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers
688,|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rOrgrimmar - Gates of Orgrimmar|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers
689,|cFFFFD200Quest: |rStranglethorn Fishing Extravaganza
690,|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rOrgrimmar - Gates of Orgrimmar|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers
691,|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rOrgrimmar - Gates of Orgrimmar|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers
692,|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rOrgrimmar - Gates of Orgrimmar|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers
693,|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rOrgrimmar - Gates of Orgrimmar|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers
694,|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rOrgrimmar - Gates of Orgrimmar|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers
695,|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rOrgrimmar - Gates of Orgrimmar|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers
696,|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rOrgrimmar - Gates of Orgrimmar|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers
697,|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rOrgrimmar - Gates of Orgrimmar|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers
698,|cFFFFD200Vendor: |rGoram|n|cFFFFD200Zone: |rOrgrimmar - Valley of Strength|n|n|cFFFFD200Vendor: |rShay Pressler|n|cFFFFD200Zone: |rStormwind - Trade District
699,|cFFFFD200Vendor: |rGoram|n|cFFFFD200Zone: |rOrgrimmar - Valley of Strength|n|n|cFFFFD200Vendor: |rShay Pressler|n|cFFFFD200Zone: |rStormwind - Trade District
700,|cFFFFD200Vendor: |rGoram|n|cFFFFD200Zone: |rOrgrimmar - Valley of Strength|n|n|cFFFFD200Vendor: |rShay Pressler|n|cFFFFD200Zone: |rStormwind - Trade District
701,|cFFFFD200Vendor: |rGoram|n|cFFFFD200Zone: |rOrgrimmar - Valley of Strength|n|n|cFFFFD200Vendor: |rShay Pressler|n|cFFFFD200Zone: |rStormwind - Trade District
702,|cFFFFD200Vendor: |rGoram|n|cFFFFD200Zone: |rOrgrimmar - Valley of Strength|n|n|cFFFFD200Vendor: |rShay Pressler|n|cFFFFD200Zone: |rStormwind - Trade District
703,|cFFFFD200Vendor: |rGoram|n|cFFFFD200Zone: |rOrgrimmar - Valley of Strength|n|n|cFFFFD200Vendor: |rShay Pressler|n|cFFFFD200Zone: |rStormwind - Trade District
704,|cFFFFD200Vendor: |rGoram|n|cFFFFD200Zone: |rOrgrimmar - Valley of Strength|n|n|cFFFFD200Vendor: |rShay Pressler|n|cFFFFD200Zone: |rStormwind - Trade District
705,|cFFFFD200Vendor: |rGoram|n|cFFFFD200Zone: |rOrgrimmar - Valley of Strength|n|n|cFFFFD200Vendor: |rShay Pressler|n|cFFFFD200Zone: |rStormwind - Trade District
706,|cFFFFD200Vendor: |rGoram|n|cFFFFD200Zone: |rOrgrimmar - Valley of Strength|n|n|cFFFFD200Vendor: |rShay Pressler|n|cFFFFD200Zone: |rStormwind - Trade District
707,|cFFFFD200Vendor: |rGoram|n|cFFFFD200Zone: |rOrgrimmar - Valley of Strength|n|n|cFFFFD200Vendor: |rShay Pressler|n|cFFFFD200Zone: |rStormwind - Trade District
708,|cFFFFD200Vendor: |rGoram|n|cFFFFD200Zone: |rOrgrimmar - Valley of Strength|n|n|cFFFFD200Vendor: |rShay Pressler|n|cFFFFD200Zone: |rStormwind - Trade District
709,|cFFFFD200Vendor: |rGoram|n|cFFFFD200Zone: |rOrgrimmar - Valley of Strength|n|n|cFFFFD200Vendor: |rShay Pressler|n|cFFFFD200Zone: |rStormwind - Trade District
710,|cFFFFD200Vendor: |rGoram|n|cFFFFD200Zone: |rOrgrimmar - Valley of Strength|n|n|cFFFFD200Vendor: |rShay Pressler|n|cFFFFD200Zone: |rStormwind - Trade District
711,|cFFFFD200Vendor: |rGoram|n|cFFFFD200Zone: |rOrgrimmar - Valley of Strength|n|n|cFFFFD200Vendor: |rShay Pressler|n|cFFFFD200Zone: |rStormwind - Trade District
712,|cFFFFD200Vendor: |rGoram|n|cFFFFD200Zone: |rOrgrimmar - Valley of Strength|n|n|cFFFFD200Vendor: |rShay Pressler|n|cFFFFD200Zone: |rStormwind - Trade District
713,|cFFFFD200Vendor: |rGoram|n|cFFFFD200Zone: |rOrgrimmar - Valley of Strength|n|n|cFFFFD200Vendor: |rShay Pressler|n|cFFFFD200Zone: |rStormwind - Trade District
714,|cFFFFD200Vendor: |rGoram|n|cFFFFD200Zone: |rOrgrimmar - Valley of Strength|n|n|cFFFFD200Vendor: |rShay Pressler|n|cFFFFD200Zone: |rStormwind - Trade District
715,|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rOrgrimmar - Gates of Orgrimmar|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers
716,|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rOrgrimmar - Gates of Orgrimmar|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers
717,|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rOrgrimmar - Gates of Orgrimmar|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers
718,|cFFFFD200Vendor: |rGoram|n|cFFFFD200Zone: |rOrgrimmar - Valley of Strength|n|n|cFFFFD200Vendor: |rShay Pressler|n|cFFFFD200Zone: |rStormwind - Trade District
719,|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rOrgrimmar - Gates of Orgrimmar|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers
720,"|cFFFFD200Vendor: |rPaul North + ""Bad Luck"" Symmes|n|cFFFFD200Zone: |rOrgrimmar - Brawl'gar Arena|n|n|cFFFFD200Vendor: |rQuackenbush + Dershway the Triggered|n|cFFFFD200Zone: |rDeeprun Tram - Bizmo's Brawlpub"
721,|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rOrgrimmar - Gates of Orgrimmar|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers
722,|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rOrgrimmar - Gates of Orgrimmar|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers
723,|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rOrgrimmar - Gates of Orgrimmar|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers
724,
725,
726,
727,
728,
729,
730,
731,
732,
733,
734,
735,
736,
737,
738,
739,
740,
741,
742,
743,
744,
745,
746,
747,
748,
749,
750,
751,
752,
753,
754,
755,
756,
770,|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rOrgrimmar - Gates of Orgrimmar|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers
771,|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rOrgrimmar - Gates of Orgrimmar|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers
772,|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rOrgrimmar - Gates of Orgrimmar|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers
773,|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rOrgrimmar - Gates of Orgrimmar|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers
774,|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rOrgrimmar - Gates of Orgrimmar|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers
775,|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rOrgrimmar - Gates of Orgrimmar|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers
776,|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rOrgrimmar - Gates of Orgrimmar|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers
777,|cFFFFD200Vendor: |rGoram|n|cFFFFD200Zone: |rOrgrimmar - Valley of Strength|n|n|cFFFFD200Vendor: |rShay Pressler|n|cFFFFD200Zone: |rStormwind - Trade District
778,|cFFFFD200Vendor: |rGoram|n|cFFFFD200Zone: |rOrgrimmar - Valley of Strength|n|n|cFFFFD200Vendor: |rShay Pressler|n|cFFFFD200Zone: |rStormwind - Trade District
779,|cFFFFD200World Event:|r Gurubashi Arena|n
780,|cFFFFD200World Event:|r Darkmoon Deathmatch|n
781,|cFFFFD200Garrison Mission:|r The House Always Wins
782,|cFFFFD200Garrison Mission:|r The Wave Mistress
783,|cFFFFD200Garrison Mission:|r For Hate's Sake
784,|cFFFFD200Garrison Mission:|r The Consuming Void|n
785,|cFFFFD200Warlords of Draenor Mythic Dungeon Bosses|r|n|n
786,|cFFFFD200Warlords of Draenor Mythic Dungeon Bosses|r|n|n
787,|cFFFFD200Warlords of Draenor Mythic Dungeon Bosses|r|n|n
788,|cFFFFD200Warlords of Draenor Mythic Dungeon Bosses|r|n|n
789,|cFFFFD200Warlords of Draenor Mythic Dungeon Bosses|r|n|n
790,|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rOrgrimmar - Gates of Orgrimmar|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers
792,|cFFFFD200Profession: |rArchaeology|n|cFFFFD200Quest: |rNeltharion's Lair: Misdirected|n|cFFFFD200Zone: |rHighmountain
793,|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rUndercity - The Rogues' Quarter|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers
797,|cFFFFD200Legion Class Hall Mission:|r Assault on Felfire Armory
901,|cFFFFD200Vendor: |rProvisioner Mukra|n|cFFFFD200Zone: |rZuldazar
902,|cFFFFD200Vendor: |rProvisioner Stoutforge|n|cFFFFD200Zone: |rBoralus
903,|cFFFFD200Vendor: |rProvisioner Stoutforge|n|cFFFFD200Zone: |rBoralus
904,|cFFFFD200Vendor: |rProvisioner Mukra|n|cFFFFD200Zone: |rZuldazar
905,|cFFFFD200Vendor: |rProvisioner Mukra|n|cFFFFD200Zone: |rZuldazar
906,|cFFFFD200Vendor: |rProvisioner Stoutforge|n|cFFFFD200Zone: |rBoralus
907,|cFFFFD200Vendor: |rProvisioner Mukra|n|cFFFFD200Zone: |rZuldazar
908,|cFFFFD200Vendor: |rProvisioner Stoutforge|n|cFFFFD200Zone: |rBoralus
909,|cFFFFD200Vendor: |rProvisioner Mukra|n|cFFFFD200Zone: |rZuldazar
910,|cFFFFD200Vendor: |rProvisioner Stoutforge|n|cFFFFD200Zone: |rBoralus
916,"|cFFFFD200World Event:|r Primal Storms|nGather and combine the Dimmed Primeval Fire,|nWater, Storm, and Earth. "
986,|cFFFFD200World Event:|r Radiant Echoes
