ID,AreaName_lang
11900,
11901,
11902,
11903,
11904,Blackfathom Deeps
11905,
11906,
11907,
11908,
11909,The Pool of Ask'ar
11910,The Pool of Ask'ar
11911,The Drowned Sacellum
11912,The Drowned Sacellum
11913,
11914,
11915,
11916,
11917,
11918,
11919,
11920,
11921,
11922,
11923,Moonshrine Ruins
11924,Moonshrine Ruins
11925,Moonshrine Sanctum
11926,The Forgotten Pool
11927,Aku'mai's Lair
11928,
11930,
11932,
11933,
11934,
11935,
11936,
11937,
11938,
11939,
11940,
11941,
11942,
11943,
11944,
11945,
11946,
11947,
11948,
11949,
11950,
11951,
11952,
11953,
11954,
11955,
11956,
11957,
11958,
11959,
11960,
11961,
11962,
11963,
11964,
11965,
11966,
11967,
11968,
11969,
11970,
11971,
11972,
11973,
11974,
11975,
11976,
11977,
11978,
11979,
11980,
11981,
11982,
11983,
11984,
11985,
11986,
11987,
11988,
11989,
11990,
11991,
11992,
11993,
11994,
11995,
11996,
11997,
11998,
11999,
12000,
12001,
12004,The Old Port Authority
12005,The Old Port Authority
12006,The Old Port Authority
12007,
12008,
12009,
12010,
12011,The Salty Sailor Tavern
12012,The Salty Sailor Tavern
12013,The Salty Sailor Tavern
12014,The Salty Sailor Tavern
12015,The Salty Sailor Tavern
12018,
12019,
12020,
12021,
12022,
12023,
12024,
12025,
12026,
12027,
12029,
12030,The Salty Sailor Tavern
12031,
12032,
12033,
12034,
12035,
12036,
12037,
12038,
12040,
12041,
12042,
12043,
12044,
12045,
12046,
12047,
12048,
12049,
12050,
12051,
12052,
12053,
12054,Northwatch Hold
12055,
12056,
12057,
12060,
12061,
12062,
12066,
12067,
12068,
12069,
12070,
12071,
12072,
12073,
12074,
12075,
12076,
12077,
12078,
12079,
12080,
12081,
12082,
12083,
12084,
12085,
12086,
12087,
12088,
12089,
12090,
12091,
12092,
12093,
12094,
12095,
12096,
12097,
12098,
12099,
12101,
12103,
12104,
12105,
12106,
12107,
12108,
12109,
12112,
12114,
12116,
12118,
12119,
12120,
12121,
12122,
12123,
12124,
12125,
12126,
12127,
12128,
12129,
12131,
12132,
12136,
12142,
12143,
12144,
12145,
12146,
12147,
12155,
12175,
12177,
12178,
12199,
12200,
12203,
12204,
12215,
12229,
12231,
12238,
12239,
12241,
12243,
12244,
12247,
12248,Temple of the Moon
12250,
12251,
12252,
12253,
12254,
12255,
12256,
12257,
12259,
12261,
12262,
12263,
12264,
12265,
12266,
12267,
12268,
12269,
12271,
12272,
12273,
12274,
12275,
12276,
12277,
12278,
12279,
12280,
12281,
12282,
12283,
12284,
12285,
12286,
12287,
12288,
12289,
12290,
12291,
12292,
12293,
12294,
12295,
12296,
12297,
12298,
12299,
12300,
12301,
12302,
12303,
12304,
12305,
12306,
12307,
12308,
12309,
12310,
12311,
12312,
12313,
12314,
12315,
12317,
12318,
12319,
12320,
12321,
12322,
12323,
12324,
12325,
12326,
12327,
12328,
12329,
12330,
12331,
12332,
12333,
12334,
12335,
12336,
12337,
12338,
12339,
12340,
12341,
12342,
12343,
12344,
12345,
12346,
12347,
12348,
12349,
12350,
12351,
12352,
12353,
12354,
12355,
12356,
12357,
12358,
12359,
12360,
12361,
12362,
12363,
12364,
12365,
12366,
12367,
12368,
12369,
12370,
12371,
12372,
12373,
12374,
12375,
12376,
12377,
12378,
12379,
12380,
12381,
12382,
12383,
12384,
12385,
12387,
12388,
12389,
12391,
12392,
12393,
12394,
12395,
12396,
12397,
12398,
12399,
12400,
12401,
12402,
12403,
12404,
12405,
12406,
12407,
12408,
12409,
12411,
12412,
12413,
12414,
12415,
12416,
12417,
12418,
12419,
12420,
12421,
12422,
12423,
12424,
12425,
12426,
12427,
12428,
12429,
12430,
12431,
12432,
12433,
12434,
12435,
12436,
12437,
12439,
12440,
12441,
12442,
12443,
12444,
12445,
12446,
12447,
12448,
12449,
12450,
12451,
12452,
12453,
12454,
12455,
12456,
12457,
12458,
12459,
12460,
12461,
12462,
12463,
12464,
12465,
12466,
12467,
12468,
12469,
12470,
12471,
12472,
12473,
12474,
12475,
12476,
12477,
12478,
12479,
12480,
12481,
12482,
12483,
12484,
12485,
12486,
12488,
12489,
12490,
12567,
12568,
12569,
12571,
12572,
12573,
12574,
12575,
12576,
12577,
12578,
12579,
12580,
12581,
12582,
12583,
12584,
12585,
12586,
12587,
12588,
12589,
12590,
12591,
12593,
12594,
12595,
12596,
12597,
12598,
12599,
12600,
12601,
12602,
12603,
12604,
12605,
12606,
12607,
12608,
12609,
12610,
12611,
12612,
12613,
12614,
12615,
12616,
12617,
12618,
12619,
12620,
12621,
12622,
12623,
12624,
12625,
12626,
12627,
12628,
12629,
12630,
12631,
12632,
12633,
12634,
12635,
12636,
12637,
12638,
12639,
12640,
12641,
12642,
12643,
12644,
12645,
12646,
12647,
12648,
12649,
12650,
12651,
12652,
12653,
12654,
12655,
12656,
12657,
12658,
12659,
12660,
12661,
12662,
12663,
12664,
12665,
12666,
12667,
12668,
12669,
12670,
12671,
12672,
12673,
12674,
12675,
12676,
12677,
12678,
12679,
12681,
12682,
12683,
12684,
12685,
12686,
12687,
12688,
12689,
12690,
12691,
12692,
12693,
12694,
12797,
12798,
12799,Gnomeregan
12800,
12801,
12802,
12803,Train Depot
12804,Train Depot
12805,Train Depot
12806,
12807,
12808,Train Depot
12809,Train Depot
12811,Train Depot
12812,Loading Room
12813,
12814,
12815,
12816,
12817,
12818,
12819,
12824,Train Depot
12826,
12827,
12828,
12829,Gnomeregan
12830,Tinkers' Court
12831,
12832,
12833,
12834,
12835,
12836,
12837,
12838,
12839,
12840,
12841,
12842,The Hall of Gears
12843,The Dormitory
12844,The Dormitory
12845,The Dormitory
12846,The Dormitory
12847,The Dormitory
12848,The Clean Zone
12849,The Dormitory
12850,The Dormitory
12851,The Dormitory
12853,The Dormitory
12855,The Dormitory
12856,The Hall of Gears
12857,The Dormitory
12858,The Dormitory
12859,The Dormitory
12860,The Dormitory
12861,
12863,
12864,
12865,
12866,
12867,Engineering Labs 
12868,
12869,
12871,
12872,
12873,
12874,
12875,
12877,
12878,
12879,
12880,
12881,Engineering Labs 
12882,
12883,Engineering Labs 
12884,
12885,
12886,
12887,Engineering Labs 
12888,Launch Bay
12892,Launch Bay
12893,
12894,
12895,
12896,
12898,The Clockwerk Run
12900,
12901,
12902,
12903,
12904,
12905,
12906,
12907,
12908,
12909,
12910,
12911,
12912,
12913,
12914,
12915,
12916,
12917,
12918,
12919,
12920,
12921,
12922,
12923,
12924,
12925,
12926,
12927,
12928,
12929,
12930,
12931,
12932,
12933,
12934,
12935,
12936,
12937,
12938,
12939,
12940,
12941,
12942,
12943,
12944,
12945,
12946,
12947,
12948,
12949,
12950,
12951,
12952,
12953,
12954,
12955,
12956,
12957,
12958,
12959,
12960,
12961,
12962,
12963,
12964,
12965,
12966,
12967,
12968,Excavation Center
12969,
12970,
12971,
12972,
12973,
12974,Hall of the Keepers
12975,North Common Hall
12976,Hall of the Keepers
12977,Hall of the Keepers
12978,North Common Hall
12979,South Common Hall
12980,The Sealed Hall
12981,
12982,
12983,South Common Hall
12984,Dig One
12985,Dig One
12986,
12987,
12988,Hall of the Keepers
12989,Dig Two
12990,Hall of the Crafters
12991,
12992,
12993,Hall of the Crafters
12994,
12995,Temple Hall
12996,Khaz'goroth's Seat
12997,
12998,Hall of the Crafters
12999,Hall of the Crafters
13000,
13001,
13002,
13003,
13004,
13005,
13006,
13007,
13008,
13009,
13010,Hall of the Keepers
13011,Hall of the Keepers
13012,Temple Hall
13013,Hall of the Crafters
13014,Hall of the Keepers
13015,The Stone Vault
13016,Hall of the Crafters
13017,Hall of the Crafters
13018,Hall of the Keepers
13019,Hall of the Crafters
13020,Hall of the Keepers
13021,Hall of the Keepers
13022,Temple Hall
13023,The Stone Vault
13024,Dig Three
13025,Echomok Cavern
13026,The Stone Vault
13027,
13028,Hall of the Crafters
13029,Map Chamber
13030,Dig One
13031,Dig One
13032,Dig Two
13033,
13034,
13035,
13036,
13037,
13038,
13039,
13040,
13041,
13042,
13043,
13044,
13045,
13046,
13047,
13048,
13049,
13050,
13051,
13052,
13053,
13054,
13055,
13056,
13057,
13058,
13059,
13060,
13061,
13062,
13063,
13064,
13065,
13066,
13067,
13068,
13069,
13070,
13071,Shadowfang Keep
13072,
13073,
13074,
13075,
13077,
13078,
13079,
13080,
13081,
13082,
13083,
13084,
13085,
13086,
13087,
13088,
13089,
13090,
13091,
13092,
13093,
13094,
13095,
13096,
13097,
13098,
13099,
13100,
13101,
13102,
13103,
13104,
13105,
13106,
13107,
13108,
13109,
13110,
13111,
13113,
13114,
13115,
13116,
13117,
13118,
13119,
13120,
13121,
13122,
13123,
13124,
13125,
13126,
13127,
13128,
13129,
13130,
13131,
13132,
13133,
13134,
13135,
13136,
13137,
13138,
13139,
13140,
13141,
13142,
13143,
13144,
13145,
13146,
13147,
13149,
13150,
13152,
13153,
13154,
13155,
13156,
13157,
13158,
13160,
13161,
13162,
13163,
13165,
13168,
13173,
13175,
13176,
13177,
13178,
13179,
13180,
13181,
13182,
13183,
13184,
13185,
13187,
13188,
13189,
13190,
13192,
13193,
13194,
13196,
13197,
13198,
13199,
13200,
13201,
13202,
13203,
13204,
13205,
13206,
13207,
13208,
13209,
13210,
13211,
13212,
13213,
13214,
13215,
13216,
13217,
13218,Crypt
13219,
13220,
13221,
13222,
13223,
13224,
13225,
13226,
13227,
13229,
13231,Crypt
13232,
13233,
13236,
13237,
13238,
13239,Crypt
13240,
13241,
13242,
13243,
13244,
13245,
13246,
13247,
13248,
13249,
13250,
13251,
13252,Crypt
13253,
13254,
13255,
13258,
13259,
13263,
13264,
13265,
13266,
13267,
13268,
13269,
13270,
13271,
13272,
13274,
13275,Mine
13276,
13277,
13278,
13279,
13280,
13281,
13283,
13284,
13286,
13287,
13288,
13289,
13290,
13291,
13292,
13293,
13294,
13295,
13296,
13297,
13298,
13299,
13300,
13301,
13302,
13303,
13304,
13305,
13306,
13307,
13308,
13309,
13310,
13311,
13312,
13313,
13314,
13315,
13316,
13317,
13318,
13319,
13320,
13321,
13322,
13323,
13324,
13325,
13326,
13327,
13328,
13329,
13330,
13331,
13332,
13333,
13334,
13335,
13336,
13337,
13338,
13339,
13340,
13341,
13342,
13343,
13344,
13345,
13346,
13347,
13348,
13349,
13350,
13351,
13352,
13353,
13354,
13355,
13356,
13357,
13358,
13359,
13360,
13361,
13362,
13363,
13364,
13365,
13366,
13367,
13368,
13369,
13370,
13371,
13372,
13373,
13374,
13375,
13376,
13377,
13378,
13379,
13380,
13381,
13382,
13383,
13384,
13385,
13386,
13387,
13388,
13389,
13390,
13391,
13392,
13393,
13394,
13395,
13396,
13397,
13398,
13399,
13400,
13401,
13402,
13403,
13406,
13409,
13411,
13412,
13413,
13414,
13415,
13416,
13417,
13418,
13419,
13420,
13421,
13422,
13423,
13424,
13425,
13426,
13427,
13428,
13429,
13430,
13431,
13432,
13433,
13434,
13435,
13436,
13437,
13438,
13439,
13440,
13441,
13442,
13443,
13444,
13445,
13446,
13447,
13448,
13449,
13450,
13451,
13452,
13453,
13454,
13455,
13456,
13457,
13458,
13459,
13460,
13461,
13462,
13463,
13464,
13465,
13466,
13467,
13468,
13469,
13470,
13471,
13472,
13473,
13474,
13475,
13476,
13477,
13478,
13479,
13480,
13481,
13482,
13483,
13484,
13485,
13486,
13487,
13488,
13489,
13490,
13491,
13492,
13493,
13494,
13495,
13496,
13497,
13498,
13499,
13500,
13501,
13502,
13503,
13504,
13505,
13506,
13507,
13508,
13509,
13510,
13511,
13512,
13513,
13514,
13515,
13516,
13517,
13518,
13519,
13520,
13521,
13522,
13523,The Mountain Den
13524,The Mountain Den
13525,
13526,
13527,
13528,
13529,
13530,
13531,
13532,
13533,
13534,
13535,
13536,
13537,
13538,
13539,
13540,
13541,
13542,
13543,
13544,
13545,
13546,
13547,
13548,
13549,
13550,
13551,
13552,
13553,
13554,
13555,
13556,
13557,
13558,
13559,
13560,
13561,
13562,
13563,
13564,
13565,
13566,
13567,
13568,
13569,
13570,
13571,
13572,
13573,
13574,
13575,
13576,
13577,
13578,
13579,
13580,
13581,
13584,
13585,
13586,
13587,
13588,
13589,
13590,
13591,
13592,
13593,
13594,
13595,
13596,
13597,
13599,
13600,
13601,
13604,
13605,
13606,
13607,
13608,
13610,
13612,
13613,
13614,
13615,
13616,
13617,
13618,
13619,
13620,
13622,
13623,
13624,
13625,
13626,
13627,
13628,
13629,
13630,
13631,
13632,
13633,
13634,
13635,
13636,
13637,
13638,
13639,
13640,
13641,
13642,
13643,
13644,
13645,
13646,
13647,
13648,
13649,
13650,
13651,
13652,
13653,
13654,
13655,
13656,
13657,
13658,
13659,
13660,
13661,
13662,
13663,
13664,
13665,
13666,
13667,
13668,
13669,
13670,
13671,
13672,
13673,
13675,
13676,
13677,
13678,
13679,
13680,
13681,
13682,
13683,
13684,
13685,
13686,
13687,
13688,
13689,
13690,
13691,
13692,
13693,
13694,
13695,
13696,
13697,
13698,
13699,
13700,
13701,
13702,
13703,
13704,
13705,
13706,
13708,
13709,
13710,
13711,
13712,
13713,
13714,
13715,
13716,
13717,
13718,
13719,
13720,
13721,
13722,
13723,
13724,
13725,
13726,
13727,
13728,
13729,
13730,
13731,
13732,
13733,
13734,
13735,
13736,
13738,
13739,
13740,
13741,
13742,
13743,
13744,
13745,
13746,
13747,Northshire Abbey
13748,Main Hall
13750,
13751,
13752,
13753,
13754,
13755,
13756,Library Wing
13757,Library Wing
13758,
13759,Hall of Arms
13760,Library Wing
13761,
13762,
13763,The Drag
13764,Valley of Strength
13766,Valley of Strength
13767,Orgrimmar
13768,Orgrimmar
13769,Orgrimmar
13770,Valley of Strength
13771,Orgrimmar
13772,Orgrimmar
13773,Orgrimmar
13774,Orgrimmar
13775,Orgrimmar
13776,Orgrimmar
13777,The Drag
13778,The Drag
13779,Orgrimmar
13781,Orgrimmar
13782,The Drag
13783,The Drag
13784,The Drag
13785,The Drag
13786,The Drag
13787,The Drag
13788,The Drag
13789,The Drag
13790,The Drag
13791,The Drag
13792,The Drag
13795,The Drag
13796,The Drag
13797,The Drag
13801,The Drag
13802,The Drag
13803,The Drag
13804,Valley of Honor
13805,Valley of Honor
13806,The Drag
13809,The Drag
13811,The Drag
13812,The Drag
13813,The Drag
13814,The Drag
13815,The Drag
13816,The Drag
13817,The Drag
13818,The Drag
13819,The Drag
13820,Valley of Wisdom
13821,Valley of Wisdom
13822,Valley of Wisdom
13823,Valley of Wisdom
13824,Valley of Wisdom
13830,Orgrimmar
13831,
13832,Orgrimmar
13834,Valley of Honor
13836,Valley of Honor
13837,Valley of Honor
13838,Valley of Honor
13839,Valley of Honor
13840,Valley of Honor
13841,Valley of Honor
13842,Valley of Honor
13843,Valley of Honor
13844,Valley of Honor
13845,Valley of Honor
13846,Valley of Honor
13847,Valley of Honor
13848,Valley of Honor
13849,Valley of Honor
13850,Valley of Honor
13851,Valley of Honor
13852,Valley of Honor
13853,Valley of Honor
13854,Valley of Honor
13855,Valley of Honor
13856,Valley of Honor
13858,
13859,Valley of Honor
13860,Cleft of Shadow
13861,Cleft of Shadow
13862,Cleft of Shadow
13863,Cleft of Shadow
13864,Orgrimmar
13865,Cleft of Shadow
13866,Cleft of Shadow
13867,The Drag
13871,Valley of Strength
13872,Valley of Strength
13873,Valley of Strength
13874,Valley of Strength
13875,Valley of Strength
13876,Valley of Strength
13877,Valley of Strength
13883,Valley of Strength
13884,Valley of Strength
13885,Valley of Strength
13886,Valley of Strength
13887,Valley of Strength
13888,Valley of Strength
13889,Valley of Strength
13890,Valley of Strength
13891,Valley of Strength
13892,Valley of Strength
13893,Valley of Strength
13894,Valley of Strength
13895,Valley of Strength
13896,Valley of Strength
13900,Valley of Strength
13901,Valley of Strength
13902,Valley of Strength
13903,The Ring of Valor
13904,The Ring of Valor
13905,The Ring of Valor
13906,The Ring of Valor
13907,The Ring of Valor
13908,The Ring of Valor
13909,Hall of the Brave
13910,Hall of the Brave
13911,Hall of the Brave
13915,Valley of Strength
13918,Grommash Hold
13929,Grommash Hold
13935,Grommash Hold
13947,Grommash Hold
13948,Grommash Hold
13952,Orgrimmar
13953,Orgrimmar
13954,Orgrimmar
13955,Orgrimmar
13956,Orgrimmar
13957,Orgrimmar
13958,Orgrimmar
13959,Orgrimmar
13960,Orgrimmar
13961,
13962,
13963,
13964,
13965,
13966,
13967,
13968,
13969,
13970,
13971,
13972,
13973,
13974,
13975,
13976,
13977,
13978,
13979,
13980,
13981,
13982,
13983,
13984,
13985,
13986,
13987,
13988,
13989,
13990,
13991,
13992,
13993,
13994,
13995,
13996,
13997,
13998,
13999,
14000,
14001,
14002,
14003,
14004,
14005,
14006,
14007,
14008,
14009,
14010,
14011,
14012,
14013,
14014,
14015,
14016,
14017,
14018,
14019,
14020,
14021,
14022,
14023,
14024,
14025,
14026,
14027,
14028,
14029,
14030,
14031,
14032,
14033,
14034,
14035,
14036,
14037,
14038,
14039,
14040,
14041,
14042,
14043,
14044,
14045,
14046,
14047,
14048,
14049,
14050,
14051,
14053,Razorfen Downs
14054,
14055,
14065,
14067,
14068,
14069,
14070,
14071,
14072,
14073,Razorfen Kraul
14074,
14075,
14076,
14077,
14078,
14079,
14080,
14081,
14082,
14083,
14084,
14085,
14086,
14087,
14088,
14089,
14090,
14091,
14092,
14093,
14094,
14095,
14096,
14097,
14098,
14099,
14100,
14101,
14102,
14103,
14104,
14105,
14107,
14108,
14109,
14111,
14112,
14113,
14114,
14115,
14116,
14117,
14118,
14119,
14120,
14121,
14122,
14123,
14124,
14125,
14126,
14127,
14128,
14129,
14130,
14131,
14132,
14133,
14134,
14135,
14136,
14137,
14138,
14139,
14140,
14141,
14142,
14143,
14144,
14145,
14146,
14147,
14148,
14149,
14150,
14151,
14152,
14153,
14154,
14155,
14156,
14157,
14158,
14159,
14160,
14161,
14162,
14163,
14164,
14165,
14166,
14167,
14168,
14169,
14171,
14172,
14173,
14175,
14176,
14177,
14178,
14179,
14180,
14181,
14182,
14183,
14184,
14185,
14186,
14187,
14188,
14189,
14190,
14191,
14192,
14193,
14195,
14197,
14198,
14199,
14200,
14201,
14202,
14203,
14204,
14205,
14206,
14207,
14208,
14209,
14210,
14211,
14212,
14213,
14214,
14217,
14220,
14221,
14222,
14223,
14224,
14225,
14226,
14227,
14228,
14229,
14230,
14231,
14232,
14235,
14236,
14237,
14238,
14239,
14240,
14241,
14242,
14243,
14244,
14245,
14248,
14249,
14250,
14251,
14252,
14253,
14254,
14255,
14256,
14258,
14259,
14260,
14261,
14262,
14263,
14264,
14265,
14267,
14268,
14269,
14270,
14271,
14272,
14273,
14279,
14280,
14281,
14282,
14283,
14285,
14286,
14288,
14289,
14290,
14291,
14292,
14293,
14294,
14295,
14296,
14297,
14298,
14299,
14300,
14301,
14302,
14303,
14304,
14305,
14306,
14307,
14308,
14309,
14310,
14311,
14312,
14313,
14314,
14315,
14316,
14317,
14318,
14319,
14320,
14321,
14322,
14323,
14324,
14325,
14326,
14327,
14328,
14329,
14330,
14331,
14332,
14333,
14334,
14335,
14336,
14337,
14338,
14339,
14340,
14341,
14342,
14343,
14344,
14345,
14346,
14347,
14348,
14349,
14350,
14351,
14352,
14353,
14354,
14355,
14356,
14357,
14358,
14359,
14360,
14361,
14362,
14363,
14364,
14365,
14366,
14367,
14368,Stormwind City
14369,Mage Quarter
14370,Mage Quarter
14371,The Canals
14372,Cathedral Square
14373,Cathedral Square
14374,Cathedral Square
14375,Old Town
14376,Old Town
14377,Old Town
14378,Old Town
14379,The Canals
14380,The Canals
14381,The Canals
14382,The Park
14383,The Park
14384,The Canals
14385,The Canals
14386,The Canals
14387,Dwarven District
14388,Dwarven District
14389,Dwarven District
14390,Old Town
14391,Cut-Throat Alley
14392,Trade District
14393,Trade District
14394,Trade District
14395,Trade District
14396,Trade District
14397,Trade District
14398,Trade District
14399,The Canals
14401,The Canals
14402,The Canals
14403,The Canals
14404,The Canals
14405,The Canals
14406,The Canals
14407,The Canals
14408,The Canals
14409,The Canals
14410,The Canals
14411,The Canals
14412,The Canals
14413,Trade District
14416,Wizard's Sanctum
14417,Trade District
14418,Valley of Heroes
14419,Command Center
14420,Command Center
14421,Command Center
14422,Command Center
14423,Command Center
14424,SI:7
14425,SI:7
14426,SI:7
14427,SI:7
14428,SI:7
14429,Mage Quarter
14430,The Canals
14431,Trade District
14432,Trade District
14433,Trade District
14434,Trade District
14435,Trade District
14436,Trade District
14437,Trade District
14438,Trade District
14443,Cut-Throat Alley
14444,Cut-Throat Alley
14445,Cut-Throat Alley
14446,Cut-Throat Alley
14447,Cathedral Square
14448,Cathedral Square
14449,Cathedral Square
14450,Cathedral Square
14455,The Canals
14456,Trade District
14457,The Canals
14458,Old Town
14459,Old Town
14461,Old Town
14462,The Canals
14463,The Canals
14466,Old Town
14467,Cathedral Square
14469,The Canals
14470,Mage Quarter
14471,Mage Quarter
14472,Mage Quarter
14473,Trade District
14476,
14477,Trade District
14478,The Slaughtered Lamb
14479,The Slaughtered Lamb
14480,The Slaughtered Lamb
14481,The Slaughtered Lamb
14482,The Slaughtered Lamb
14483,Wizard's Sanctum
14484,Wizard's Sanctum
14485,Wizard's Sanctum
14486,Cathedral of Light
14502,Trade District
14503,
14504,
14505,Old Town
14508,Cathedral Square
14510,Mage Quarter
14511,Mage Quarter
14512,Mage Quarter
14513,Mage Quarter
14514,Mage Quarter
14516,Mage Quarter
14518,Mage Quarter
14519,Mage Quarter
14520,Mage Quarter
14521,Mage Quarter
14522,Mage Quarter
14523,Mage Quarter
14524,Mage Quarter
14525,Mage Quarter
14526,Mage Quarter
14528,Dwarven District
14531,The Canals
14532,The Canals
14533,The Canals
14534,Cathedral Square
14535,Mage Quarter
14536,Mage Quarter
14537,Mage Quarter
14538,Cathedral of Light
14539,Cathedral of Light
14540,Cathedral of Light
14541,Cathedral of Light
14542,Cathedral of Light
14543,Cathedral of Light
14544,Cathedral of Light
14545,Cathedral of Light
14546,Cathedral of Light
14547,Cathedral of Light
14548,Cathedral of Light
14549,Cathedral of Light
14550,Cathedral of Light
14551,Cathedral of Light
14552,Cathedral of Light
14553,Cathedral of Light
14554,Cathedral of Light
14555,Cathedral of Light
14556,Old Town
14557,Old Town
14558,Old Town
14559,Old Town
14560,Old Town
14573,The Slaughtered Lamb
14574,The Slaughtered Lamb
14575,The Slaughtered Lamb
14580,The Slaughtered Lamb
14581,The Slaughtered Lamb
14582,The Slaughtered Lamb
14584,The Slaughtered Lamb
14587,Cathedral of Light
14588,Cathedral of Light
14589,Cathedral of Light
14591,Cathedral of Light
14593,Cathedral of Light
14594,Cathedral of Light
14596,Cathedral of Light
14597,Cathedral of Light
14598,Cathedral of Light
14599,Cathedral of Light
14600,Cathedral of Light
14601,The Slaughtered Lamb
14602,The Slaughtered Lamb
14603,The Slaughtered Lamb
14604,The Slaughtered Lamb
14605,Stormwind Keep
14606,Royal Library
14607,Stormwind Keep
14608,Stormwind Keep
14609,Stormwind Keep
14610,Stormwind Keep
14611,Stormwind Keep
14612,Stormwind Keep
14613,Stormwind Keep
14614,Stormwind Keep
14615,Stormwind Keep
14616,Stormwind Keep
14617,Stormwind Keep
14618,Royal Gallery
14619,Petitioner's Chamber
14620,Stormwind Keep
14621,Stormwind Keep
14622,Stormwind Keep
14623,Stormwind Keep
14624,War Room
14625,Stormwind Keep
14626,Stormwind Keep
14627,Stormwind Keep
14628,Stormwind Keep
14629,
14630,
14631,
14632,
14633,
14634,Trade District
14635,Old Town
14636,Old Town
14637,Cathedral Square
14638,Old Town
14642,Trade District
14643,Trade District
14644,Trade District
14645,Trade District
14646,Trade District
14647,Trade District
14648,Trade District
14649,Trade District
14651,Dwarven District
14652,Dwarven District
14653,Dwarven District
14654,Dwarven District
14655,Dwarven District
14656,Dwarven District
14657,Dwarven District
14658,Dwarven District
14659,Dwarven District
14660,Dwarven District
14661,Dwarven District
14662,Dwarven District
14663,Dwarven District
14664,Dwarven District
14665,Dwarven District
14666,Dwarven District
14667,Dwarven District
14668,Dwarven District
14669,Dwarven District
14670,Dwarven District
14671,The Canals
14672,The Park
14673,The Park
14674,The Park
14675,The Park
14676,The Park
14677,The Park
14678,The Park
14679,The Park
14680,The Park
14683,The Park
14684,The Park
14686,Dwarven District
14688,Mage Quarter
14689,Stormwind Stockade
14690,Stormwind Stockade
14691,Stormwind Stockade
14692,Stormwind Stockade
14693,Stormwind Stockade
14694,Stormwind Stockade
14695,Stormwind Stockade
14697,Stormwind Stockade
14698,Stormwind Stockade
14699,Stormwind Stockade
14700,Stormwind Stockade
14701,Stormwind Stockade
14702,Stormwind Stockade
14703,Stormwind Stockade
14704,Stormwind Stockade
14705,Stormwind Stockade
14706,Stormwind Stockade
14707,Stormwind Stockade
14708,
14709,Stormwind Vault
14710,Stormwind Vault
14711,Stormwind Vault
14712,Stormwind Vault
14713,Stormwind Vault
14714,Stormwind Vault
14715,Stormwind Vault
14716,Stormwind Vault
14717,Stormwind Vault
14718,Stormwind Vault
14719,Stormwind Vault
