ID,Description_lang
276285,Defeat Rare Elites
276298,Defend against the Hatecoil
276301,Mandragora Seeds
276302,Mandragora Seeds
276328,Release the Slaves
276329,Release the Slaves
276337,
276338,
276343,Ogre Cage Tracking
276374,
276376,
276379,
276380,
276382,
276385,
276386,
276391,
276392,
276393,
276394,
276395,
276396,
276398,
276401,
276402,
276404,
276407,
276408,
276409,
276410,
276411,
276412,
276413,
276441,
276443,Interact - Focusing Crystal
276444,Interact - Ritual Stone 2b
276445,Interact - Ritual Stone 3b
276446,Interact - Ritual Stone 4b
276447,Interact - Shadowmoon Sundries 01
276448,Interact - Shadowmoon Sundries 02
276449,Interact - Focusing Crystal
276450,Interact - Ritual Stone 2b
276451,Interact - Ritual Stone 3b
276452,Interact - Ritual Stone 4b
276453,Interact - Shadowmoon Sundries 01
276454,Interact - Shadowmoon Sundries 02
276455,Kill - Void Totem
276456,Kill - Void Totem
276458,
276459,
276460,
276461,
276469,Obtain Artifact Fragments
276470,Obtain Artifact Fragments
276489,Obtain Artifact Fragments
276490,Obtain Artifact Fragments
276491,Sabotage the Siegeworks
276492,Defeat Minus Enemies
276493,Defeat Tier One Enemies
276494,Defeat Elite Enemies
276495,Defeat Rare Elites
276496,Defeat 5-Man Boss
276497,Disarm Explosive Slag Mine
276498,Poison the Kegs
276499,Destroy Battleplans
276524,Sabotage the Siegeworks
276525,Defeat Minus Enemies
276526,Defeat Tier One Enemies
276527,Defeat Elite Enemies
276528,Defeat Rare Elites
276529,Defeat 5-Man Boss
276530,Disarm Explosive Slag Mine
276531,Poison the Kegs
276532,Destroy Battleplans
276535,Bloodmaul Stronghold Assaulted
276536,Slay Minus Mobs
276537,Slay Normal Mobs
276538,Collect/Interact (Minor)
276539,Slay High HP Mobs
276540,Slay Elite Mobs
276541,Slay Rare Elites/Events/Minibosses
276542,Bloodmaul Stronghold Assaulted
276543,Slay Minus Mobs
276544,Slay Normal Mobs
276545,Collect/Interact (Minor)
276546,Slay High HP Mobs
276547,Slay Elite Mobs
276548,Slay Rare Elites/Events/Minibosses
276549,Magnarok Assaulted
276550,Minus Mobs Killed
276551,Normal Mobs Killed
276552,High HP Normal Mobs Killed
276553,Collect (Minor)
276554,Elite Killed
276555,Miniboss/Event Killed
276556,5man Boss Killed
276558,Magnarok Assaulted
276559,Minus Mobs Killed
276560,Normal Mobs Killed
276561,High HP Normal Mobs Killed
276562,Collect (Minor)
276563,Elite Killed
276564,Miniboss/Event Killed
276565,5man Boss Killed
276567,Exploit the conflict at the Broken Precipice
276568,Defeat Minus Enemies
276569,Defeat Tier 1 Enemies
276570,Defeat - Elite
276571,Defeat - Rare Elite
276572,Defeat Vignette
276573,Destroy Trophy
276574,Recover Artifacts
276575,Exploit the conflict at the Broken Precipice
276576,Defeat Minus Enemies
276577,Defeat Tier 1 Enemies
276578,Defeat - Elite
276579,Defeat - Rare Elite
276580,Defeat Vignette
276581,Destroy Trophy
276582,Recover Artifacts
276583,Disrupt the Warsong
276584,Defeat Minus Enemies
276585,Defeat Tier 1 Enemies
276586,Defeat - Elite
276587,Defeat Rare Elites
276588,Defeat - 5-man Miniboss
276589,Burn Wolf Den
276590,Burn Barracks
276591,Burn Tavern
276592,Recover Stolen Goods
276593,Destroy Warsong Totems
276594,Tracking Objective Sack
276595,Tracking Objective Chest
276596,Give Shackle Key
276597,Disrupt the Warsong
276598,Defeat Minus Enemies
276599,Defeat Tier 1 Enemies
276600,Defeat - Elite
276601,Defeat Rare Elites
276602,Defeat - 5-man Miniboss
276603,Burn Wolf Den
276604,Burn Barracks
276605,Burn Tavern
276606,Recover Stolen Goods
276607,Destroy Warsong totem
276608,Tracking interact Chest
276609,Tracking interact Chest
276610,Socrethar's Rise Disrupted
276611,Defeat Minus Enemies
276612,Defeat Tier 1 Enemies
276613,Defeat Tier 2 Enemies
276614,Defeat Tier 2+ Enemies
276615,Defeat Tier 3 Enemies
276616,Defeat Tier 3+ Enemies
276617,Defeat Minibosses
276618,Socrethar's Rise Disrupted
276619,Defeat Minus Enemies
276620,Defeat Tier 1 Enemies
276621,Defeat Tier 2 Enemies
276622,Defeat Tier 2+ Enemies
276623,Defeat Tier 3 Enemies
276624,Defeat Tier 3+ Enemies
276625,Defeat Minibosses
276626,Darktide Roost Assaulted
276627,Collect Giant Rylak Eggs
276628,Collect Large Rylak Eggs
276629,Collect Rylak Eggs
276630,Kill Iron Horde Vignette
276631,Kill Iron Horde Elite
276632,Kill Iron Horde Boss
276633,Kill Iron Horde Soldier
276634,Kill Iron Horde Peon
276635,Injured Rylak
276636,Darktide Roost Assaulted
276637,Collect Giant Rylak Eggs
276638,Collect Large Rylak Eggs
276639,Collect Rylak Eggs
276640,Kill Iron Horde Vignette
276641,Kill Iron Horde Elite
276642,Kill Iron Horde Boss
276643,Kill Iron Horde Soldier
276644,Kill Iron Horde Peon
276645,Injured Rylak
276646,Burn Banner
276647,Shadow Council Assaulted
276648,Defeat Minus Enemies
276649,Defeat Normal Enemies
276650,Defeat Lieutenant Enemies
276651,Defeat Miniboss Enemies
276652,Caches
276653,Siege Cannons
276654,Soul Crystals
276655,Fel Fires
276656,Arkonite Crystals
276657,Sha'tari Belongings
276658,Orc Bodies
276659,Captured Guards
276660,Shadow Council Assaulted
276661,Defeat Minus Enemies
276662,Defeat Normal Enemies
276663,Defeat Lieutenant Enemies
276664,Defeat Miniboss Enemies
276665,Caches
276666,Siege Cannons
276667,Soul Crystals
276668,Fel Fires
276669,Arkonite Crystals
276670,Sha'tari Belongings
276671,Orc Bodies
276672,Captured Guards
276673,Give Shackle Key
276676,Collect
276677,Collect
276678,Collect
276679,Collect
276702,Cragstomper
276703,Cragstomper
276704,Cragstomper
276705,Cragstomper
276706,Interact - Runstone
276707,Interact - Runestone
276757,
276758,
276759,
276760,
276832,Avoid Detonation Sequence
276858,Disrupt the Hatecoil Warcamp
276859,Normal Mobs killed
276869,Giant Mob Killed
276870,Heavy Mob Killed
276871,Steal Weapon Racks
276880,Steal Trident
276884,
276885,Minus Mob Killed
276930,Iron Horde Forces Thwarted
276931,Iron Horde Equipment Destroyed
276932,
276933,
276934,
276935,
276936,
276937,
276938,
276939,
276940,
276941,
276942,
276943,
276944,
276945,
276946,
276947,Iron Horde Forces Thwarted
276948,Iron Horde Equipment Destroyed
276949,
276950,
276951,
276952,
276954,
276955,
276956,
276958,
276959,
276963,
276992,Plunder Oceanus Cove
277013,
277014,
277015,
277016,
277017,
277018,
277019,
277053,Iron Horde orcs slain
277092,
277093,
277094,Shadow Council Forces Thwarted
277096,
277100,
277101,
277102,
277103,
277213,Assault the Ley-Ruins of Zarkhenar
277214,Standard mob killed
277215,Lieutenant mob killed
277216,Boss mob killed
277221,Sargerei Forces Thwarted
277223,
277242,Combat the Haunting
277243,
277244,Iron Horde Forces Thwarted
277245,
277246,
277269,
277272,Confront the Grand Vintner Valiana
277305,Lead the fight against the Legion
277306,Minus-Mobs
277307,Regular Mobs
277308,Legion Portals
277309,Impmother Fecunda
277310,Lord Perdition
277312,Shadow Council Forces Thwarted
277313,
277314,
277315,
277316,
277317,
277342,Sargerei Forces Thwarted
277343,
277344,
277345,
277356,
277359,Bleeding Hollow Forces Thwarted
277361,
277362,
277363,
277378,Bleeding Hollow Forces Thwarted
277379,
277410,Battle Aided At The Iron Front
277411,Iron Horde Banner Destroyed
277412,Wounded Soldier Revived
277413,Enemy Slain
277414,Elite Enemy Slain
277415,Battle Aided At The Iron Front
277416,Iron Horde Banner Destroyed
277417,Wounded Grunt Revived
277418,Enemy Slain
277419,Elite Enemy Slain
277429,
277430,
277431,
277432,
277436,
277437,
277438,
277439,
277440,
277441,
277442,
277443,
277472,Kill Oils
277506,Dominate the Gorian Proving Grounds
277507,Defeat Minus Enemies
277508,Defeat Tier 1 Enemies
277509,Defeat - Elite
277510,Defeat - Vignette / Rare Elite
277511,Defeat - Vignette
277512,Ogre Cage Tracker
277513,Release the Slaves
277514,Dominate the Gorian Proving Grounds
277515,Defeat Minus Enemies
277516,Defeat Tier 1 Enemies
277517,Defeat - Elite
277518,Defeat - Vignette / Rare Elite
277519,Defeat - Vignette Mob
277520,Ogre Cage Tracking
277521,Release the Slaves
277523,
277528,Minus mob killed
277543,Libram of Fel Secrets
277578,
277579,
277580,
277581,
277582,
277583,
277584,
277585,
277586,
277587,
277588,
277589,
277591,
277592,
277603,
277604,
277605,
277606,
277667,Bound Citizen rescued
277677,
277723,Hel-Raiser
277751,Hard Hearted Harbingers
277754,Assault the Drekirjar
277789,
277796,
277797,
277822,
277823,
277854,Harpies slain
277855,Harpies slain
277857,
277858,
277859,
277860,
277879,
277881,
277882,
277883,
277884,
277885,
277886,
277887,
277888,Iron Horde Forces Thwarted
277889,
277891,
277892,
277893,
277894,
277895,
277896,
277900,Defeat the challengers.
277937,
277938,
277940,
277941,
277943,
277999,
278000,
278001,
278002,
278032,Ogron Slain
278033,Iron Horde orcs slain
278034,Ogron Slain
278079,Shadow Council Forces Thwarted
278080,
278081,
278082,
278083,
278084,
278085,
278086,
278087,
278088,
278089,
278090,
278091,
278093,Shadow Council Forces Thwarted
278094,
278095,
278096,
278097,
278098,
278099,
278100,
278101,
278102,
278103,
278104,
278105,
278162,
278163,
278164,
278165,
278166,
278167,
278168,
278169,
278171,
278172,
278173,
278174,
278175,
278176,
278177,
278178,
278190,
278191,
278192,
278193,
278194,
278218,
278239,
278240,
278241,
278308,Purge the River
278309,Kill Tainted Darkwaters
278314,Kill Darkwater Nymphs
278315,Kill Tainted Breakwaters
278321,Black Rook forces thwarted
278354,Destroy Corrupt Bindings
278360,
278361,
278363,Large Enemy Slain
278364,Schematics Burned
278365,Point Captured
278366,Petrified Creatures Saved
278377,Big Enemy Slain
278378,Schematics Burned
278379,Points Captured
278382,The Ruined Village
278390,Destroy Weapons
278394,
278395,
278397,
278398,
278399,
278400,
278401,Common Kill
278409,Burn Harpy Nests
278410,Break Harpy Eggs
278414,Disrupt the Iron Horde Evacuation
278415,Felsworn Prophet Slain
278418,Interact
278420,Transports Sunk
278421,Siege Weapons Destroyed
278425,Disrupt the Iron Horde Evacuation
278426,Transports Sunk
278427,Siege Weapons Destroyed
278428,Felsworn Prophet Slain
278489,
278490,
278499,Faerie Fracas
278500,Kill Sprites
278519,Kill Boss Sprites
278526,Release Trapped Faerie Dragons
278529,Normal mobs
278530,Elite mobs
278531,Treasure Chest
278532,Weapon Rack 01
278539,Battle Aided At The Iron Front
278540,Enemy Slain
278541,Big Enemy Slain
278542,Iron Horde Banner Destroyed
278543,Wounded Grunt Revived
278544,Schematics Burned
278545,Points Captured
278546,Elite Enemy Slain
278549,Battle Aided At The Iron Front
278550,Enemy Slain
278551,Big Enemy Slain
278552,Iron Horde Banner Destroyed
278553,Wounded Soldier Revived
278554,Schematics Burned
278555,Points Captured
278556,Elite Enemy Slain
278558,Shadow Council Forces Thwarted
278559,
278560,
278561,
278562,
278563,
278564,
278565,
278566,
278567,
278568,
278569,
278570,
278571,Shadow Council Forces Thwarted
278572,
278573,
278574,
278575,
278576,
278577,
278578,
278579,
278580,
278581,
278582,
278583,
278584,Bleeding Hollow Forces Thwarted
278585,
278586,
278587,
278588,
278589,
278590,
278591,
278592,
278593,
278594,Bleeding Hollow Forces Thwarted
278595,
278596,
278597,
278598,
278599,
278600,
278601,
278602,
278603,
278618,Iron Horde Forces Thwarted
278619,
278620,
278621,
278622,
278623,
278624,
278625,
278626,
278627,
278628,
278629,
278630,Iron Horde Forces Thwarted
278631,
278632,
278633,
278634,
278635,
278636,
278637,
278638,
278639,
278640,
278641,
278647,
278648,Harpies Slain
278656,
278657,
278660,
278661,
278662,
278663,
278703,
278704,
278705,
278707,
278708,
278726,Assault on Skold-Ashil
278729,
278730,
278731,
278732,
278736,
278737,
278738,
278739,
278820,Defend The Temple
278821,
278822,
278857,
278930,Assault on Skold-Ashil
278931,
278932,
278933,
278934,
278935,
278998,Destroy Mushrooms
279002,
279003,
279004,
279005,
279090,Collect Rylak Eggs
279091,Collect Rylak Eggs
279143,Assist the Rivermane
279144,
279148,
279192,
279193,
279207,Break the harpy assault on Skyhorn!
279208,
279209,
279215,
279264,
279265,
279266,
279267,
279273,
279288,Assault the Legion in the lowlands
279289,Normal Mobs
279292,Minus-Mobs
279294,Cleanse the Witchwood
279299,
279301,
279321,
279332,
279333,
279334,Defend Moonclaw Vale
279344,
279345,
279381,Feltotem vanquished
279386,
279406,Free Moonclaw druids
279429,Bleeding Hollow Forces Thwarted
279430,
279431,
279432,
279433,
279434,
279435,
279436,
279437,
279438,
279439,
279440,Bleeding Hollow Forces Thwarted
279441,
279442,
279443,
279444,
279445,
279446,
279447,
279448,
279449,
279450,
279451,Battle Aided At The Iron Front
279452,Enemy Slain
279453,Big Enemy Slain
279454,Iron Horde Banner Destroyed
279455,Wounded Soldier Revived
279456,Schematics Burned
279457,Points Captured
279458,Elite Enemy Slain
279459,Battle Aided At The Iron Front
279460,Enemy Slain
279461,Big Enemy Slain
279462,Iron Horde Banner Destroyed
279463,Wounded Grunt Revived
279464,Schematics Burned
279465,Points Captured
279466,Elite Enemy Slain
279467,Iron Horde Forces Thwarted
279468,
279469,
279470,
279471,
279472,
279473,
279474,
279475,
279476,
279477,
279478,
279479,Iron Horde Forces Thwarted
279480,
279481,
279482,
279483,
279484,
279485,
279486,
279487,
279488,
279489,
279490,
279491,Shadow Council Forces Thwarted
279492,
279493,
279494,
279495,
279496,
279497,
279498,
279499,
279500,
279501,
279502,
279503,
279504,
279505,
279506,Shadow Council Forces Thwarted
279507,
279508,
279509,
279510,
279511,
279512,
279513,
279514,
279515,
279516,
279517,
279518,
279519,
279520,
279521,Sargerei Forces Thwarted
279522,
279523,
279524,
279525,
279526,
279527,
279528,
279529,Sargerei Forces Thwarted
279530,
279531,
279532,
279533,
279534,
279535,
279536,
279537,Iron Horde Forces Thwarted
279538,Iron Horde Equipment Destroyed
279539,
279540,
279541,
279542,
279543,
279544,
279545,
279546,
279547,
279548,
279549,
279550,
279551,
279552,
279553,
279554,
279555,
279556,
279557,
279558,
279559,Iron Horde Forces Thwarted
279560,Iron Horde Equipment Destroyed
279561,
279562,
279563,
279564,
279565,
279566,
279567,
279568,
279569,
279570,
279571,
279572,
279573,
279574,
279575,
279576,
279577,
279578,
279579,
279580,
279581,Shadow Council Forces Thwarted
279582,
279583,
279584,
279585,
279586,
279587,
279588,
279589,
279590,
279591,
279592,
279593,
279594,
279595,
279596,
279597,
279598,
279599,
279600,
279601,
279602,
279603,Shadow Council Forces Thwarted
279604,
279605,
279606,
279607,
279608,
279609,
279610,
279611,
279612,
279613,
279614,
279615,
279616,
279617,
279618,
279619,
279620,
279621,
279622,
279623,
279624,
279626,
279703,
279709,
279710,
279711,
279712,
279741,Legion Portal
279757,Mo'arg Brute
279811,Explore the Vault
279812,
279813,
279814,
279818,
279892,
279928,Fel Spreader Destroyed
279929,First Legion Portal Destroyed
279930,First Fel Spreader Destroyed
279935,Legion Communicator #1
279936,Legion Communicator #2
279937,Legion Communicator #3
280062,
280096,
280149,Drive Back the Tideskorn
280155,
280156,
280157,
280158,
280159,
280161,Repel the Legion attackers
280162,Normal Enemies
280163,Elite Enemies
280212,Interact
280213,Small
280214,Normal
280215,Large
280216,
280217,
280228,Sabotage the Swamprock
280229,
280231,
280233,
280303,
280323,Rout the Bilgefin Invaders
280324,
280325,
280326,
280327,
280334,
280337,Ley Line Influences
280338,1 Point Kill
280353,2 Point Kill
280407,
280447,Remnants of the Sashj'tar
280557,Rivermane Tauren freed
280582,Defeat Tiffany Nelson
280583,Defeat Robert Craig
280584,Defeat Durian Strongfruit
280585,Defeat Bredda Tenderhide
280591,Defeat Grixis Tinypop
280633,Defeat Sir Galveston
280634,Defeat Bodhi Sunwayver
280662,Cleanse Screeching Crag of the harpies' curse
280663,
280664,
280665,
280666,
280667,
280668,Hexxing Fetish destroyed
280709,Defeat Master Tamer Flummox
280823,Boss Enemies
280858,
280937,Mephistos
280990,Weapon Rack 02
281274,Pinerock Hunters slain.
281305,Captives rescued from the Grey Bazaar
281306,Captive leader rescued from Basilisk Pit
281307,
281333,Legion Comm #1 - TH Controller
281334,Legion Comm #2 - TH Controller
281335,Legion Comm #3 - TH Controller
281338,Haunting exorcised
281342,
281343,
281344,
281345,Burial Ground cleansed
281346,
281376,
281377,Obtain a Disguise Drog
281389,Bitestone burgled
281390,Contaminate Stolen Drog
281396,
281400,Prized Racing Snail recovered
281417,Private Stalk collected
281445,
281458,
281465,
281466,
281540,Rid the fields of unruly bears
281541,
281542,
281543,Rid the fields of poachers
281544,
281545,
281546,
281548,
281550,Repel the Blackswell Naga Incursion
281551,
281552,
281554,
281555,Repel the Murkwater Naga Incursion
281556,
281557,
281558,
281559,Repel the Rimescale Naga Incursion
281560,
281561,
281562,
281634,Umbralshard Rituals stopped
281636,Arena combatants defeated.
281637,
281638,
281652,Obtain a crystal from Shardmaster Ufrogg
281653,Unrefined Gems
281660,
281664,Resurrected Chieftain slain
281665,Burial Ground cleansed
281666,
281667,Risen dead slain
281668,Burial Ground eradicated
281669,
281672,Burial Ground cleansed
281673,
281675,Eredar slain
281690,Crystal Conduit smashed
281705,
281715,
281716,
281717,
281718,
281719,
281720,
281721,
281722,
281723,
281724,
281725,
281726,
281729,Havoc wrought
281736,
281747,Baby Basilisks released
281748,
281751,Bitestone drogbar slain
281766,
281767,
281768,
281770,Pinerock Hunters slain.
281771,Speak to Enforcer Narissa
281772,Speak to Enforcer Narissa
281773,Speak to Enforcer Narissa
281775,Pinerock Hunters slain.
281798,Speak to Gertie
281800,Hunt animals using Razik's prototype
281801,Speak to Gertie
281803,Hunt animals using Razik's prototype
281804,Speak to Gertie
281806,Bonebeak Hawk slain
281820,Hill Ettins slain.
281821,Hill Prince Morg slain.
281823,Hill Ettins slain.
281824,Hill Prince Urgo slain.
281825,Hill Ettins slain.
281826,Hill Prince Ruggu slain.
281827,Durguth slain.
281831,
281832,
281835,Grab a prototype from Razik's weapon rack
281840,Crops saved
281841,
281842,
281858,Grab a prototype from Razik's weapon rack
281859,Grab a prototype from Razik's weapon rack
281898,Cleanse the Echoing Halls
281899,
281900,
281901,
281903,Large Mobs
281909,Purge the kobold nest
281910,
281911,
281918,Weeping Spirits slain
281919,Seabound slain
281920,
281921,Skeletons slain
281925,Icefang Packleader slain
281930,Whitewater Wash purified
281936,Whitewater Carp returned to river
281937,
281938,
281939,
281941,Drogbar Manathirster slain
281942,
281945,
281947,
281948,
