ID,Failure_description_lang
26110,
26127,
26130,
26160,
26167,Requires Mine
26279,
26280,
26281,
26282,
26283,
26284,
26285,
26286,
26287,
26288,
26289,
26290,
26291,
26292,
26293,
26294,
26295,
26296,
26297,
26298,
26309,
26310,
26318,
26332,
26396,
26397,
26398,
26399,
26400,
26401,
26402,
26411,Error message working
26432,
26493,
26496,
26503,Requires Tailoring (1)
26533,
26550,
26629,
26638,
26681,
26698,
26700,
26724,
26744,
26748,
26749,
26751,
26753,
26757,
26775,
26776,
26800,
26804,
26816,
26843,
26844,
26845,
26846,
26847,
26848,
26849,
26860,
26861,
26862,
26863,
26893,
26922,
26923,
26924,
26925,
26942,
26944,
26945,
26946,
26959,
26961,
26964,
26971,
26972,
26982,
27019,
27030,
27035,
27039,
27044,
27073,
27074,
27088,
27099,
27132,
27133,
27137,
27139,
27141,
27143,
27147,
27148,
27149,
27150,
27162,
27163,
27164,
27165,
27195,
27196,
27198,
27225,
27288,
27289,
27290,You must be at least level $pcMinLevel to enter Highmaul on Normal difficulty.
27291,You must be at least level $pcMinLevel to enter Highmaul on Heroic difficulty.
27292,You must be at least level $pcMinLevel to enter Highmaul on Mythic difficulty.
27294,
27316,
27323,
27327,
27344,
27349,
27353,
27360,
27364,
27365,
27373,
27375,
27383,
27384,
27399,
27405,Requires Alchemy Lab Level 2
27406,Requires Alchemy Lab Level 3
27444,
27445,
27446,
27487,
27497,
27498,
27510,
27524,
27552,Requires a Power Core.
27678,Requires Tailoring Emporium Level 2
27679,Requires Tailoring Emporium Level 3
27686,
27693,
27723,
27728,Must have learned Hexweave Essence.
27729,
27732,
27767,
27798,
27801,
27803,
27805,
27806,You must be at least level $pcMinLevel to enter Blackrock Foundry on Normal difficulty.
27807,You must be at least level $pcMinLevel to enter Blackrock Foundry on Heroic difficulty.
27810,You must be at least level $pcMinLevel to enter Blackrock Foundry on Mythic difficulty.
27814,
27815,
27832,
27833,
27835,
27850,
27852,
27854,
27857,
27858,
27859,
27860,
27861,
27862,
27863,
27864,
27865,
27866,
27869,
27874,
27880,
27882,
27884,
27885,
27887,
27889,
27893,
27907,You must be at least level $pcMinLevel to enter Bloodmaul Slag Mines on Heroic difficulty.
27909,You must be at least level $pcMinLevel to enter Iron Docks on Heroic difficulty.
27911,You must be at least level $pcMinLevel to enter Auchindoun on Heroic difficulty.
27913,You must be at least level $pcMinLevel to enter Skyreach on Heroic difficulty.
27915,You must be at least level $pcMinLevel to enter Shadowmoon Burial Grounds on Heroic difficulty.
27917,You must be at least level $pcMinLevel to enter Grimrail Depot on Heroic difficulty.
27919,You must be at least level $pcMinLevel to enter The Everbloom on Heroic difficulty.
27921,You must be at least level $pcMinLevel to enter Upper Blackrock Spire on Heroic difficulty.
27935,
27940,Requires Tailoring (300)
27941,Requires Engineering (1)
27942,Requires Death Knight
27943,Requires Paladin
27944,"Requires Paladin, Blood Elf"
27945,"Requires Paladin, Tauren"
27946,"Requires Paladin, Draenei"
27951,Requires Achievement: Choppin' Some More Logs
27952,Requires Achievement: Choppin' Even More Logs
27955,
27978,
27986,
28055,
28066,
28069,
28074,
28077,
28078,
28085,
28099,
28119,
28161,
28162,
28168,
28174,
28176,
28179,Requires Gem Boutique Level 2
28180,Requires Gem Boutique Level 3
28192,You need to be level 114 to continue the campaign!
28198,
28209,
28231,
28232,
28265,
28267,Requires Tannery Level 2
28268,Requires Tannery Level 3
28272,
28287,Requires Talador Outpost questline or level 30.
28288,Requires Spires of Arak Outpost questline or level 35.
28289,Requires Nagrand Outpost questline or level 40.
28290,Requires Salvage Yard
28294,Requires Pet Menagerie
28295,Requires Herb Garden
28314,
28323,
28324,
28325,
28326,
28327,
28328,
28329,
28334,
28342,
28343,
28366,Requires Forge Level 2
28367,Requires Forge Level 3
28385,
28440,
28449,
28450,
28451,
28452,
28453,
28454,
28455,
28456,
28457,
28458,
28459,
28460,
28461,
28462,
28463,
28464,
28466,
28467,
28468,
28469,
28470,
28471,
28472,
28474,
28475,
28476,
28477,
28478,
28479,
28480,
28481,
28482,
28483,
28484,
28485,
28486,
28487,
28488,
28489,
28490,
28491,
28492,
28493,
28494,
28498,
28505,
28506,
28516,
28523,
28538,
28546,
28555,
28556,
28557,
28558,
28559,
28560,
28561,
28562,
28584,
28598,
28599,
28601,
28611,
28612,
28613,
28614,
28618,
28619,
28620,
28624,
28651,
28705,
28708,
28709,Tier 3 Garrison Required
28714,
28720,
28724,
28725,
28726,
28727,
28728,
28729,
28730,
28735,
28750,
28760,
28762,
28774,
28791,
28796,
28797,
28798,
28799,
28811,
28820,
28831,
28832,
28833,
28858,
28859,
28860,
28861,
28862,
28863,
28864,
28865,
28866,
28867,
28868,
28870,
28871,
28880,
28881,
28890,
28891,
28892,Tier 3 Garrison Required
28896,Requires Leatherworking (1)
28902,
28905,
28913,
28915,
28916,
28920,Requires Vashj'ir
28931,
28945,Requires 700 skill in Enchanting.
28946,Requires 700 skill in Engineering.
28947,Requires 700 skill in Jewelcrafting.
28948,Requires 700 skill in Inscription.
28949,Requires 700 skill in Tailoring.
28950,Requires 700 skill in Blacksmithing.
28951,Requires 700 skill in Leatherworking.
28954,Requires Achievement: Draenic Stone Collector
28955,Requires Achievement: Draenic Seed Collector
28956,Requires Achievement: Draenic Pet Battler
28957,Requires Achievement: Draenor Angler
28958,Tier 3 Garrison Required
28959,Tier 3 Garrison Required
28962,Requires Achievement: Salvaging Pays Off
28964,Requires Achievement: Upgrading The Mill
28970,Requires Achievement: Savage Friends
28978,
29005,
29006,
29038,
29039,Requires Achievement: Working More Orders
29044,Requires Achievement: Got My Mind On My Draenor Money
29048,
29074,
29095,
29107,You must be flagged for PvP.
29110,"Requires Achievement: Stay Awhile, And Listen"
29111,You must be flagged for PvP.
29112,You must be flagged for PvP.
29113,Requires Achievement: Master Trapper
29114,Requires Achievement: The Bone Collector
29122,You must be flagged for PvP.
29123,You must be flagged for PvP.
29124,You must be flagged for PvP.
29125,You must be flagged for PvP.
29126,Requires Achievement: Finding Your Waystones
29172,
29175,You must be flagged for PvP.
29176,You must be flagged for PvP.
29177,You must be flagged for PvP.
29178,You must be flagged for PvP.
29179,You must be flagged for PvP.
29180,You must be flagged for PvP.
29181,You must be flagged for PvP.
29229,
29231,Requires Achievement: Patroling Draenor
29232,Requires Achievement: Filling The Ranks
29233,Requires Achievement: Master of Mounts
29234,Requires Achievement: Terrific Technology
29342,
29438,
29533,Requires Enchanter's Study Level 2
29534,Requires Enchanter's Study Level 3
29535,Requires Engineering Works Level 2
29536,Requires Engineering Works Level 3
29537,Requires Scribe's Quarters Level 2
29538,Requires Scribe's Quarters Level 3
29685,
29686,
29717,
29718,
29910,
29911,
29926,
29930,
29934,
29952,
29956,
29957,
29958,
29959,
29990,
29992,
29993,
30011,
30012,
30013,
30014,
30015,
30016,
30017,
30018,
30019,
30020,
30021,
30022,
30023,
30024,
30025,
30026,
30027,
30028,
30029,
30030,
30031,
30032,
30033,
30034,
30035,
30036,
30037,
30038,
30039,
30040,
30042,
30043,
30044,
30045,
30046,
30047,
30048,
30049,
30050,
30051,
30052,
30053,
30054,
30093,
30094,
30095,
30096,
30097,
30098,
30099,
30100,
30101,
30102,
30103,
30104,
30105,
30106,
30107,
30108,
30109,
30110,
30111,
30112,
30113,
30114,
30116,
30117,
30118,
30119,
30120,
30121,
30122,
30123,
30124,
30125,
30126,
30127,
30128,
30129,
30130,
30203,
30204,
30205,
30206,
30207,
30208,
30209,
30210,
30211,
30212,
30213,
30214,
30215,
30216,
30217,
30218,
30219,
30220,
30221,
30222,
30223,
30224,
30225,
30226,
30227,
30228,
30229,
30230,
30231,
30232,
30233,
30234,
30235,
30236,
30237,
30238,
30239,
30240,
30241,
30242,
30243,
30244,
30245,
30246,
30247,
30248,
30249,
30250,
30251,
30252,
30253,
30254,
30255,
30256,
30257,
30258,
30259,
30260,
30261,
30262,
30263,
30264,
30265,
30266,
30267,
30268,
30269,
30270,
30271,
30272,
30273,
30274,
30301,
30302,
30303,
30304,
30305,
30306,
30307,
30308,
30309,
30310,
30311,
30312,
30313,
30314,
30315,
30316,
30317,
30318,
30319,
30320,
30321,
30322,
30323,
30324,
30325,
30326,
30380,
30381,
30382,
30383,
30384,
30385,
30386,
30387,
30388,
30389,
30390,
30391,
30392,
30393,
30394,
30395,
30396,
30397,
30398,
30399,
30400,
30401,
30402,
30403,
30404,
30405,
30406,
30407,
30408,
30409,
30410,
30411,
30412,
30413,
30414,
30415,
30416,
30417,
30418,
30419,
30420,
30421,
30422,
30423,
30424,
30425,
30426,
30427,
30428,
30429,
30430,
30431,
30432,
30495,
30496,
30497,
30498,
30499,
30500,
30501,
30502,
30503,
30504,
30505,
30506,
30507,
30508,
30509,
30510,
30511,
30512,
30513,
30514,
30515,
30516,
30517,
30518,
30519,
30520,
30521,
30522,
30523,
30524,
30525,
30526,
30527,
30528,
30529,
30530,
30531,
30532,
30533,
30534,
30535,
30536,
30537,
30538,
30539,
30540,
30541,
30542,
30543,
30544,
30545,
30546,
30547,
30548,
30549,
30550,
30551,
30552,
30553,
30554,
30555,
30556,
30583,
30584,
30585,Must have learned Burnished Essence.
30586,Must have learned Truesteel Essence.
30587,Must have learned Steelforged Essence.
30588,Must have learned Taladite Amplifier.
30595,Must have learned Draenic Agility Flask.
30596,Must have learned Draenic Intellect Flask.
30597,Must have learned Draenic Stamina Flask.
30598,Must have learned Draenic Strength Flask.
30625,Must have learned Haste Taladite.
30627,Must have learned Critical Strike Taladite.
30628,Must have learned Mastery Taladite.
30629,Must have learned Multistrike Taladite.
30630,Must have learned Versatility Taladite.
30631,Must have learned Stamina Taladite.
30779,
30784,
30785,
30812,
30813,
30825,Requires Challenge Warlord: Gold
30836,Requires Challenge Conqueror: Silver
30845,
30846,
30864,Requires 100 Draenor Cooking skill to purchase.
30866,
30891,
30892,
30903,
30905,
30907,
30910,
30911,
30923,
30924,
30925,
30947,
30948,
30949,
30950,
30952,
30953,
30954,
30955,
30956,
30957,
30961,Tier 3 Garrison Required
30974,
30985,
30988,
30989,
30990,
30994,
30995,
30999,
31001,"Requires Achievement: ""You'll Get Caught Up In The... Frostfire!"""
31002,"Requires Achievement: ""As I Walk Through the Valley of the Shadow of Moon"""
31003,"Requires Achievement: ""Putting the Gore in Gorgrond"""
31004,"Requires Achievement: ""Don't Let the Tala-door Hit You on the Way Out"""
31005,"Requires Achievement: ""Between Arak and a Hard Place"""
31006,"Requires Achievement: ""Nagrandeur"""
31008,
31009,
31010,
31011,
31012,
31013,
31015,
31016,
31017,
31018,
31019,
31020,
31021,
31022,
31023,
31024,
31025,
31026,
31048,
31051,
31052,
31053,
31054,You must complete Silver Proving Grounds for a given role in order to queue.
31055,You must complete Silver Proving Grounds for a given role in order to queue.
31056,You must complete Silver Proving Grounds for a given role in order to queue.
31059,
31060,
31061,
31063,
31064,
31065,
31066,
31067,
31069,
31073,
31074,
31083,
31084,
31092,
31106,
31118,
31119,
31120,
31121,
31122,
31123,
31125,
31126,
31128,
31129,
31130,
31131,
31132,
31133,
31134,
31135,
31142,
31143,
31144,
31145,
31146,
31147,
31148,
31149,
31150,
31151,
31152,
31153,
31162,
31173,
31177,
31178,
31179,
31180,
31181,
31182,
31183,
31184,
31185,
31186,
31187,
31188,
31189,
31190,
31191,
31192,
31193,
31212,
31213,
31219,
31220,
31228,Requires Enchanter's Study Level 2
31229,Requires Enchanter's Study Level 3
31230,Requires Scribe's Quarters Level 2
31231,Requires Scribe's Quarters Level 3
31232,Requires Engineering Works Level 2
31233,Requires Engineering Works Level 3
31234,Must have learned Linkgrease Locksprocket.
31235,Must have learned True Iron Trigger.
31236,
