ID,Name_lang,Description_lang
251,Path of the Tiger,"Newly recruited Tiger Initiates become Tiger Adepts, which gain:

|TInterface\ICONS\ABILITY_MONK_CRANEKICK_NEW.BLP:20:20:0:0|t |CffffffffSpinning Crane Kick|R
$@garrabdesc576"
252,Living Quarters,"Increases the maximum number of Ox Initiates, Ox Adepts, Tiger Initiates and Tiger Adepts you can recruit by ${$a694}."
253,Lucky Envelope,"Enables the Lucky Envelope ability, which increases the success chance of the first mission you send each day by ${$a693}%."
254,Brewhouse,"Grants you access to the Bubbling Keg inside the Stormstout Inn once a day.  

Tapping the Bubbling Keg will grant valuable bonuses to assist you while questing in the Broken Isles."
255,Pilgrimage,Enables a chance on mission success for your Champions to return with Champion armaments or equipment.
256,One with Destiny,Allows you to place a work order for 1 of your 3 weekly Seals of Broken Fate in exchange for Order Resources.
257,Celestial Favor,"Allows you to recruit Celestials.  

Celestials have a random Monk Specialization and can counter a |C00b3ffffBoss|R, in addition to:

|TInterface\ICONS\INV_CELESTIALSERPENTMOUNT.BLP:20:20:0:0|t |CffffffffEcho of the Celestial|R
$@garrabdesc749"
258,Fists of Legend,Increase the number of Legendary items you can equip by ${$a898}.
347,Elune's Favor,Increases the chance for quest rewards to get a rare or epic Bonus Upgrade from non-repeatable quests.
348,Reclamation,Enables a chance on mission success for your Champions to return with Champion armaments or equipment.
349,Travel Form,"Enables the Travel Form ability for all missions, reducing mission duration by ${100-$a715*100}%."
350,Hibernation,"Increases the maximum number of Dreamgrove Treants, Daughters of Cenarius, Druids of the Claw and Keepers of the Grove you can recruit by ${$a900}."
351,Laughing Sisters,"Newly recruited Dreamgrove Treants become Daughters of Cenarius, increasing their chance of mission success by ${$a679-$a678}%."
352,Force of the Forest,"Newly recruited Druids of the Claw become Keepers of the Grove and gain:

|TInterface\ICONS\ABILITY_DRUID_FLOURISH.BLP:20:20:0:0|t |CffffffffWild Growth|R
$@garrabdesc558"
353,Roots,"Enables the Roots ability, which increases the success chance of the first mission you send each day by ${$a714}% if that mission has |C00b3ffffMinions|R."
354,Evergreen,"Grants access to two plots of rich soil, allowing you to grow and harvest plants that provide helpful items once every 3 days to use on the Broken Isles."
355,Elune's Chosen,Allows you to place a work order for 1 of your 3 weekly Seals of Broken Fate in exchange for Order Resources.
356,Ancient of War,"Allows you to recruit an Ancient of War.  

Ancients of War have a random Druid Specialization and can counter a |C00b3ffffBoss|R, in addition to:

|TInterface\ICONS\INV_PET_ANCIENTPROTECTOR.BLP:20:20:0:0|t |CffffffffStrength of the Ancients|R
$@garrabdesc435"
357,Natural Legend,Increase the number of Legendary items you can equip by ${$a898}.
358,Dark Bargain,Increases the chance for quest rewards to get a rare or epic Bonus Upgrade from non-repeatable quests.
359,Summon Doomguard,"Enables the Summon Doomguard ability, which increases the success chance of the first mission you send each day by ${$a616}%."
360,Ritual of Summoning,"Enables the Ritual of Summoning ability for all missions, reducing mission duration by ${100-$a615*100}%."
361,Training Grounds,"Increases the maximum number of Imps, Wild Imps, Acolytes and Invokers you can recruit by ${$a614}."
362,Dark Mastery,"Newly recruited Black Harvest Acolytes become Black Harvest Invokers, which gain:

|TInterface\ICONS\ABILITY_WARLOCK_INFERNOGREEN.BLP:20:20:0:0|t |CffffffffRain of Fel Fire|R
$@garrabdesc485"
363,Grim Harvest,Completing World Quests with a Combat Ally provides Order Resources.
364,Shadow Pact,Allows you to place work orders for Champion armaments or equipment in exchange for Order Resources.
365,Grimoire of Servitude,"Newly recruited Packs of Imps become Swarms of Wild Imps, which have:

|TInterface\ICONS\SPELL_SHADOW_ANTISHADOW.BLP:20:20:0:0|t |CffffffffDemonic Pact|R
$@garrabdesc497"
366,Demonic Offering,"Grants you access to Ritual of Doom, allowing you and four compatriots to summon mighty demons in search of empowering magics and demonic treasures."
367,Seed of Corruption,Increases success chance of missions with |C00b3ffffMinions|R by ${$a1516}%.
368,Legends of the Fel,Increase the number of Legendary items you can equip by ${$a898}.
369,Rugged Upgrades,Increases the chance for quest rewards to get a rare or epic Bonus Upgrade from non-repeatable quests.
370,Long Range,"Enables the Long Range ability, which increases the success chance of the first mission you send each day by ${$a707}%."
371,Disengage,"Enables the Disengage ability for all missions, which increases success chance of missions with |C00b3ffffHazards|R by ${$a787}%."
372,Sturdy Tents,"Increases the maximum number of Archers, Marksmen, Trackers and Pathfinders you can recruit by ${$a708}."
373,Keen Eye,"Newly recruited Squads of Archers become Unseen Marksmen, increasing their chance of mission success by ${$a634-$a633}%."
374,Wild Calling,"Newly recruited Bands of Trackers become Pathfinders which gain:

|TInterface\ICONS\SPELL_FIRE_FLARE.BLP:20:20:0:0|t |CffffffffFlare|R
$@garrabdesc520"
375,Eagle Ally,"Allows access to the Eagle Flight Network, a number of flight paths scattered across the Broken Isles."
376,Foraging,Completing World Quests with a Combat Ally provides Order Resources.
377,Unseen Path,Allows you to place a work order for 1 of your 3 weekly Seals of Broken Fate in exchange for Order Resources.
378,Fletchery,Allows you to place work orders for Champion armaments or equipment in exchange for Order Resources.
379,Legends of the Wild,Increase the number of Legendary items you can equip by ${$a898}.
380,Arcane Provenance,Increases the chance for quest rewards to get a rare or epic Bonus Upgrade from non-repeatable quests.
381,Frost Nova,"Enables the Frost Nova ability, which increases the success chance of the first mission you send each day by ${$a710}% if that mission has |C00b3ffffMinions|R."
382,Blink,"Enables the Blink ability for all missions, reducing mission duration by ${100-$a712*100}%."
383,Arcane Library,"Increases the maximum number of Water Elementals, Arcane Golems, Tirisgarde Apprentices and Kirin Tor Invokers you can recruit by ${$a711}."
384,Elemental Power,"Newly recruited Water Elementals become Arcane Golems, increasing their chance of mission success by ${$a677-$a676}%."
385,Higher Learning,"Newly recruited Tirisgarde Apprentices become Kirin Tor Invokers which gain:

|TInterface\ICONS\SPELL_NATURE_ENCHANTARMOR.BLP:20:20:0:0|t |CffffffffPresence of Mind|R
$@garrabdesc552"
386,Teleportation Nexus,"Grants access to the Teleportation Nexus, an array of portals distributed across the Broken Isles, allowing you to quickly move around the world."
387,Arcane Divination,Allows you to place a work order for 1 of your 3 weekly Seals of Broken Fate in exchange for Order Resources.
388,Arcane Intuition,Quests grant you bonus resources while you have a Combat Ally active.
389,Arcane Armaments,Allows you to place work orders for Champion armaments or equipment in exchange for Order Resources.
390,Legends of the Tirisgarde,Increase the number of Legendary items you can equip by ${$a898}.
391,Light's Favor,Increases the chance for quest rewards to get a rare or epic Bonus Upgrade from non-repeatable quests.
392,Blessing of Kings,"Enables the Blessing of Kings ability, which increases the success chance of the first mission you send each day by ${$a718}%."
393,Righteous Blessing,"Enables the Righteous Blessing ability for all missions, which increases success chance of missions with |C00b3ffffMinions|R by ${$a716}%."
394,Argent Call,"Increase the maximum number of Squires, Shieldbearers, Knights and Templar you can recruit by ${$a717}."
395,As One,"Newly recruited Squads of Squires become a Shieldbearer Phalanx, increasing their chance of mission success by ${$a638-$a637}%."
396,Templar of the Silver Hand,"Newly recruited Silver Hand Knights become Silver Hand Templars which gain:

|TInterface\ICONS\SPELL_HOLY_HEROISM.BLP:20:20:0:0|t |CffffffffGuardians of Kings|R
$@garrabdesc562"
397,Argent Steed,"Grants access to the Argent Charger Hitching Post once a day, allowing you to summon a Charger which allows you to perform mounted combat for a short duration."
398,Holy Purpose,Allows you to place a work order for 1 of your 3 weekly Seals of Broken Fate in exchange for Order Resources.
399,Grand Crusade,Quests grant you bonus resources while you have a Combat Ally active.
400,Plowshares to Swords,Allows you to place work orders for Champion armaments or equipment in exchange for Order Resources.
401,Legends of the Righteous,Increase the number of Legendary items you can equip by ${$a898}.
402,Odyn's Favor,Increases the chance for quest rewards to get a rare or epic Bonus Upgrade from non-repeatable quests.
403,Rallying Cry,"Enables the Rallying Cry ability, which increases the success chance of the first mission you send each day by ${$a719}% per troop Vitality."
404,Forced March,"Enables the Forced March ability for all missions, reducing mission duration by ${100-$a720*100}%."
405,Abundant Valor,"Increases the maximum number of Valarjar Aspirants, Stormforged Valarjar, Shieldmaiden Warbands and Valkyra Shieldmaidens you can recruit by ${$a721}."
406,Trial by Fire,"Newly recruited Valajar Aspirants become Stormforged Valarjar, increasing their chance of mission success by ${$a725-$a722}%."
407,Ascension,"Newly recruited Shieldmaiden Warbands become Valkyra Shieldmaidens, which gain:

|TInterface\ICONS\Ability_Paladin_TowerofLight.blp:20:20:0:0|t |CffffffffFlight of the Valkyra|R
$@garrabdesc601"
408,For Honor and Glory,Grants you the ability to see the Skyhold Chest of Riches within the perilous Circle of Glory.  Compete with your fellow Warriors for the chance to loot its riches once a week.
409,Spoils of War,Completing World Quests with a Combat Ally provides Order Resources.
410,Bladestorm,Increases success chance of missions with |C00b3ffffMinions|R by ${$a1514}%.
411,Heavenly Forge,Allows you to place work orders for Champion armaments or equipment in exchange for Order Resources.
412,Legends of Ragnarok,Increase the number of Legendary items you can equip by ${$a898}.
413,Well Prepared,Increases the chance for quest rewards to get a rare or epic Bonus Upgrade from non-repeatable quests.
414,The Hunt,"Enables The Hunt ability, which increases the success chance of the first mission you send each day by ${$a738}%."
415,Vengeful Retreat,"Enables the Vengeful Retreat ability for all missions, which increases success chance of missions with |C00b3ffffMinions|R by ${$a740}%."
416,Training Grounds,"Increases the maximum number of Ashtongue Warriors, Naga Myrmidon, Illidari Adepts and Transformed Illidari Adepts you can recruit by ${$a739}."
417,Naga Myrmidons,Newly recruited Ashtongue Warriors become Naga Myrmidons increasing their chance of mission success by ${$a728-$a726}%.
418,Demonic Power,"Newly recruited Illidari Adepts become Transformed Illidari Adepts which gain:

|TInterface\ICONS\ABILITY_WARLOCK_SHADOWFURYTGA.BLP:20:20:0:0|t |CffffffffDemon Form|R
$@garrabdesc606"
419,Twisting Nether,"Grants you access to Portal to the Twisting Nether, summoning a mighty demon that you and your allies may defeat for fortifying bonuses and potential treasure."
420,Focused War Effort,Allows you to place a work order for 1 of your 3 weekly Seals of Broken Fate in exchange for Order Resources.
421,Fel Hammer's Wrath,Increases success chance of missions with |C00b3ffffMinions|R by ${$a716}%.
422,Fel Armaments,Allows you to place work orders for Champion armaments or equipment in exchange for Order Resources.
423,Demonic Fate,Increase the number of Legendary items you can equip by ${$a898}.
424,Death's Boon,Increases the chance for quest rewards to get a rare or epic Bonus Upgrade from non-repeatable quests.
425,Swarm,"Enables the Swarm ability, which increases the success chance of the first mission you send each day by ${$a755}% when a Pack of Ghouls or Geist Swarm is on the mission."
426,Death's Advance,"Enables the Death's Advance ability for all missions, which increases the success chance for missions with |C00b3ffffHazards|R by ${$a754}%."
427,Call of the Grave,"Increases the maximum number of Ghouls, Geists, Knights and Ravagers you can recruit by ${$a753}."
428,Construct Quarter,"Newly recruited Packs of Ghouls become Geist Swarms, increasing their chance of mission success by ${$a742-$a741}%."
429,Live by the Sword,"Newly recruited Ebon Knights become Ebon Ravagers.  

Ebon Ravagers gain a random Specialization and can counter a |C00b3ffffBoss|R."
430,Dark Horsemen,"Grants access to the Deathcharger Hitching Post once a day, used to summon a Deathcharger which allows you to perform mounted combat for a short duration."
431,Reanimation,"Successful missions have a chance to return a Pile of Bits and Bones which can be combined into Abominations.

Abominations increase success chance by ${$a650}% on missions with either |C00b3ffffHazards|R, |C00b3ffffSpells|R or |C00b3ffffMinions|R, chosen at random, in addition to:

|TInterface\ICONS\SPELL_DEATHKNIGHT_EXPLODE_GHOUL.BLP:20:20:0:0|t |CffffffffVile Aberration|R
$@garrabdesc778"
432,Unholy Reclamation,Quests grant you bonus resources while you have a Combat Ally active.
433,Brothers in Arms,Allows you to place work orders for Champion armaments or equipment in exchange for Order Resources.
434,Legends from the Grave,Increase the number of Legendary items you can equip by ${$a898}.
435,Lucky Streak,Increases the chance for quest rewards to get a rare or epic Bonus Upgrade from non-repeatable quests.
436,Sneak Attack,"Enables the Sneak Attack ability, which increases the success chance of the first mission you send each day by ${$a769}%."
437,Assassination,"Enables the Assassination ability for all missions, which increases success chance of missions with |C00b3ffffMinions|R by ${$a770}%."
438,Prizefights,"Increases the maximum number of Bandits, Thieves, Pirates and Duelists you can recruit by ${$a771}."
439,Defiant Legacy,"Newly recruited Bandits become Defias Thieves, which have:

|TInterface\ICONS\INV_MISC_BAG_11.BLP:20:20:0:0|t |CffffffffPick Pocket|R
$@garrabdesc634"
440,Crimson Sails,"Newly recruited Pirates become Uncrowned Duelists, which gain:

|TInterface\ICONS\ABILITY_PARRY.BLP:20:20:0:0|t |CffffffffEn Garde|R
$@garrabdesc635"
441,The Vault,"Grants a chance for Champions on successful missions to return with a Vault Ticket.

Vault Tickets grant you permission to loot a random reward from the Uncrowned Vault once a week, containing riches beyond your wildest dreams."
442,Under the Table,Completing World Quests with a Combat Ally provides Order Resources.
443,Plunder,Allows you to place a work order for 1 of your 3 weekly Seals of Broken Fate in exchange for Order Resources.
444,Weapons Smuggler,Allows you to place work orders for Champion armaments or equipment in exchange for Order Resources.
445,Armed to the Teeth,Increase the number of Legendary items you can equip by ${$a898}.
446,Divine Fate,Increases the chance for quest rewards to get a rare or epic Bonus Upgrade from non-repeatable quests.
447,Daily Prayers,"Enables the Daily Prayers ability, which increases the success chance of the first mission you send each day by ${$a785}%."
448,Tithe,Completing World Quests with a Combat Ally provides Order Resources.
449,Communal Living,"Increases the maximum number of Acolytes, Paragons, Zealots and Dark Zealots you can recruit by ${$a784}."
450,Inquisition,"Newly recruited Acolytes become Paragons, increasing their chance of mission success by ${$a774-$a773}%."
451,Shadow Heresy,"Newly recruited Zealots become Dark Zealots, which gain:

|TInterface\ICONS\ABILITY_WARLOCK_SOULSWAP.BLP:20:20:0:0|t |CffffffffSoul Reapers|R
$@garrabdesc650"
452,Altars of Blessing,"Grants you permission to access either the Light Well or the Shadow Well once a day.

Praying to either of these Altars will grant valuable bonuses to assist you while questing in the Broken Isles."
453,Pain Suppression,"Enables the Pain Suppression ability for all missions, granting a chance for a random troop to not take ${$a786} vitality damage."
454,Blessed Seals,Allows you to place a work order for 1 of your 3 weekly Seals of Broken Fate in exchange for Order Resources.
455,Armaments of Light,Allows you to place work orders for Champion armaments or equipment in exchange for Order Resources.
456,Armed by Faith,Increase the number of Legendary items you can equip by ${$a898}.
480,Silver Hand Crusaders,"You are now able to recruit Silver Hand Crusaders, a powerful troop type.

Silver Hand Crusaders have a random Ability and can counter either |C00b3ffffMinions|R, |C00b3ffffSpells|R or |C00b3ffffHazards|R, in addition to:

|TInterface\ICONS\ACHIEVEMENT_REPUTATION_ARGENTCRUSADER.BLP:20:20:0:0|t |CffffffffThundering Assault|R
$@garrabdesc889"
481,Roster of Champions,$@garrabdesc892
483,Guardians of the Kirin Tor,"You are now able to recruit Kirin Tor Guardians, a powerful troop type.

Guardians have a random Ability and can counter either |C00b3ffffMinions|R, |C00b3ffffSpells|R or |C00b3ffffHazards|R, in addition to:

|TInterface\ICONS\SPELL_MAGE_TEMPORALSHIELD.BLP:20:20:0:0|t |CffffffffPrismatic Armor|R
$@garrabdesc876"
484,Roster of Champions,$@garrabdesc892
486,Frost and Death,"You are now able to recruit Ebon Knight Frostreavers, a powerful troop type.

Frostreavers have a random Ability and can counter either |C00b3ffffMinions|R, |C00b3ffffSpells|R or |C00b3ffffHazards|R, in addition to:

|TInterface\ICONS\artifactability_FrostMage_Ebonbolt.blp:20:20:0:0|t |CffffffffFrost Reaver|R
$@garrabdesc877"
487,Roster of Champions,$@garrabdesc892
489,Blades of Death,"You are now able to recruit Shivarra, a powerful troop type.

Shivarra have a random Ability and can counter either |C00b3ffffMinions|R, |C00b3ffffSpells|R or |C00b3ffffHazards|R, in addition to:

|TInterface\ICONS\INV_WEAPON_SHORTBLADE_31.BLP:20:20:0:0|t |CffffffffShattering Blades|R
$@garrabdesc885"
490,Roster of Champions,$@garrabdesc892
492,Wardens of the Grove,"You are now able to recruit Dreamgrove Wardens, a powerful troop type.

Dreamgrove Wardens have a random Ability and can counter either |C00b3ffffMinions|R, |C00b3ffffSpells|R or |C00b3ffffHazards|R, in addition to:

|TInterface\ICONS\SPELL_NATURE_MOONGLOW.BLP:20:20:0:0|t |CffffffffStars Fury|R
$@garrabdesc879"
493,Roster of Champions,$@garrabdesc892
495,Born of the Night,"You are now able to recruit Nightborne Hunters, a powerful troop type.

Nightborne Hunters have a random Ability and can counter either |C00b3ffffMinions|R, |C00b3ffffSpells|R or |C00b3ffffHazards|R, in addition to:

|TInterface\ICONS\ABILITY_ROGUE_MASTEROFSUBTLETY.BLP:20:20:0:0|t |CffffffffShadow Assault|R
$@garrabdesc884"
496,Roster of Champions,$@garrabdesc892
498,Masters of the Path,"You are now able to recruit Masters of Serenity, a powerful troop type.

Masters of Serenity have a random Ability and can counter either |C00b3ffffMinions|R, |C00b3ffffSpells|R or |C00b3ffffHazards|R, in addition to:

|TInterface\ICONS\ABILITY_MONK_SERENITY.blp:20:20:0:0|t |CffffffffSerene Strike|R
$@garrabdesc891"
499,Roster of Champions,$@garrabdesc892
501,Hooded Priests,"You are now able to recruit Hooded Priests, a powerful troop type.

Hooded Priests have a random Ability and can counter either |C00b3ffffMinions|R, |C00b3ffffSpells|R or |C00b3ffffHazards|R, in addition to:

|TInterface\ICONS\INV_MISC_HERB_WHISPERVINE.BLP:20:20:0:0|t |CffffffffWhispers of Death|R
$@garrabdesc888"
502,Roster of Champions,$@garrabdesc892
504,Ravenholdt's Finest,"You are now able to recruit Ravenholdt Assassins, a powerful troop type.

Ravenholdt Assassins have a random ability and can counter either |C00b3ffffMinions|R, |C00b3ffffSpells|R or |C00b3ffffHazards|R, in addition to:

|TInterface\ICONS\INV_Helm_Cloth_ShadowmoonClan_B_01.blp:20:20:0:0|t |CffffffffShadow Death|R
$@garrabdesc890"
505,Roster of Champions,$@garrabdesc892
507,Ring of Earth,"You are now able to recruit Earthen Ring Protectors, a powerful troop type.

Earthen Ring Protectors have a random Ability and can counter either |C00b3ffffMinions|R, |C00b3ffffSpells|R or |C00b3ffffHazards|R, in addition to:

|TInterface\ICONS\SPELL_SHAMAN_UNLEASHWEAPON_EARTH.BLP:20:20:0:0|t |CffffffffEarth's Vengeance|R
$@garrabdesc886"
508,Roster of Champions,$@garrabdesc892
510,Demonic Brutes,"You are now able to recruit Felguard Brutes, a powerful troop type.

Felguard Brutes have a random Ability and can counter either |C00b3ffffMinions|R, |C00b3ffffSpells|R or |C00b3ffffHazards|R, in addition to:

|TInterface\ICONS\Ability_DemonHunter_FelRush.blp:20:20:0:0|t |CffffffffFel Charge|R
$@garrabdesc887"
511,Roster of Champions,$@garrabdesc892
513,Strike Hard,"You are now able to recruit a Shock Force, a powerful troop type.

Shock Forces have a random Ability and can counter either |C00b3ffffMinions|R, |C00b3ffffSpells|R or |C00b3ffffHazards|R, in addition to:

|TInterface\ICONS\ACHIEVEMENT_FACTION_SHADOPAN_ASSAULT.BLP:20:20:0:0|t |CffffffffHard Assault|R
$@garrabdesc878"
514,Roster of Champions,$@garrabdesc892
530,Tier 1 - Aura 1,"Points: $p
$@garrspelldesc"
531,Tier 2 - Aura 3,Applies Tier 2 Aura 3
532,Tier 4 - Aura 1,Applies Tier 2 Aura 1
533,Tier 2 - Aura 2,Applies Tier 2 Aura 2
534,Dragon Crash,$@spelldesc247089
535,Accelerated Aggression,$@spelldesc245600
536,Rapid Recovery,$@spelldesc247097
537,Dragon's Determination,$@spelldesc245604
538,Chrono Charisma,$@spelldesc247099
540,Blessing of the Bronze Dragonflight,$@spelldesc247111
541,Time Stop,$@spelldesc247103
542,Acceleration,$@spelldesc247104
543,Keepsake Continuum,$@spelldesc247692
544,Infinite Velocity,$@spelldesc247110
545,Fortuitous,$@spelldesc247094
546,Insight,$@spelldesc247088
547,Seafarer's Hearth,"Harness the power of the sea, reducing the cooldown of your Hearthstone by ${$a1658}% when used in Kul Tiras and Zandalar."
548,Swift Landing,"Capture the momentum from your recent flight path, increasing your mounted movement speed by ${$a1661}% for ${$a1662} minutes upon landing."
549,Upgraded Troop Barracks,"Construct a larger barracks for your army, increasing the maximum number of troops you can house by ${$a1664}."
550,Troop Portal Network,"Open a portal for transportation of troops from Orgrimmar, allowing troops to be recruited instantly."
551,Seafarer's Hearth,"Harness the power of the sea, reducing the cooldown of your Hearthstone by ${$a1658}% when used in Kul Tiras and Zandalar."
552,Swift Landing,"Capture the momentum from your recent flight path, increasing your mounted movement speed by ${$a1661}% for ${$a1662} minutes upon landing."
553,Upgraded Troop Barracks,"Construct a larger barracks for your army, increasing the maximum number of troops you can house by ${$a1664}."
554,Troop Portal Network,"Open a portal for transportation of troops from Stormwind, allowing troops to be recruited instantly."
655,Island Plunderer,"Learn the pirate secrets of spotting treasure, granting you a chance to receive additional Seafarer's Dubloons on Island Expeditions."
656,Island Archeologist,"Learn the secrets of ancient civilizations, increasing the duration of effects from shrines by ${$a1667}%."
657,World Azerite Detector,"Construct an Azerite detector on your ship, granting you a chance to find additional Azerite when completing World Quests."
658,Local Transportation,"Upgrade your Flight Master's Whistle, allowing you to call for a quick flight back to Zuldazar when using your whistle directly next to a flight master on Zandalar or Kul Tiras."
659,Warfront Resourcer,"Establish access to resources outside of the Warfront, allowing you to enter the battle with ${$a1672} Iron and ${$a1710} Wood."
660,Warfront General,"Learn how to best inspire allies in combat, increasing the effectiveness of your recruited troops by ${$a1674}% while fighting in a Warfront."
661,Horde Ambassador,"Open up additional lines of trade with your new allies, granting additional War Resources from emissary quests."
662,Island Plunderer,"Learn the pirate secrets of spotting treasure, granting you a chance to receive additional Seafarer's Dubloons on Island Expeditions."
663,Island Archeologist,"Learn the secrets of ancient civilizations, increasing the duration of effects from shrines by ${$a1667}%."
664,World Azerite Detector,"Construct an Azerite detector on your ship, granting you a chance to find additional Azerite when completing World Quests."
665,Local Transportation,"Upgrade your Flight Master's Whistle, allowing you to call for a quick flight back to Boralus when using your whistle directly next to a flight master on Zandalar or Kul Tiras."
666,Warfront Resourcer,"Establish access to resources outside of the Warfront, allowing you to enter the battle with ${$a1672} Iron and ${$a1710} Wood."
667,Warfront General,"Learn how to best inspire allies in combat, increasing the effectiveness of your recruited troops by ${$a1674}% while fighting in a Warfront."
668,Alliance Ambassador,"Open up additional lines of trade with your new allies, granting additional War Resources from emissary quests."
695,Let There Be Light,Allows for you to discover torches which regenerate Sanity inside the Visions of N'Zoth. [NYI]
696,Know No Fear,Increases your max sanity.[NYI]
697,The Penitent Shall Pass,Your sanity now passively regenerates. [NYI]
698,My Name Is Fury,"Whenever you take damage that causes you to lose sanity, deal damage to the enemy as well. [NYI]"
699,Friends In The Darkness,"Whenever you lose Sanity, chance to summon a friendly void fiend to fight by your side for a short time.[NYI]"
700,Rich Cache,Chests now have a chance to contain stronger torches and greater scrolls in them. [NYI]
701,Fleeting Vision,"Whenever you are inside the Vision, your movement speed is increased. [NYI]"
702,Bountiful Vision,Increases the number of Corrupted Mementos that drop for you. [NYI]
703,Stalwart Mind,"Whenever you are afflicted by a madness, chance instead to benefit from a Boon of Resolve. {NYI]"
709,Emergency Cranial Defibrillation,$@spelldesc304815
721,Cleansing Procedures,$@spelldesc304844
722,Sanitation Mastery,$@spelldesc304852
723,Inversion,$@spelldesc304872
728,Synchronized Mind Stabilizer,$@spelldesc305111
729,Portable Clarity,$@spelldesc305146
730,Expansive Mind,$@spelldesc305159
731,Experimental Endeavor Expertise,$@spelldesc305169
732,Experimental Destabilization,$@spelldesc305380
733,Leveraged Materials,$@spelldesc307515
734,Sanitation Mastery,$@spelldesc307517
735,Vision Hunter,$@spelldesc307518
736,Clear Sight,$@spelldesc307519
737,Vision Cartography,$@spelldesc307520
738,Vision Reorganization,$@spelldesc307525
739,Reverse Protocol,$@spelldesc307527
740,Repurposed Visage Techniques,$@spelldesc307528
742,Tier 3 - Aura 1,
749,Tier 4 - Aura 2,
750,Tier 4 - Aura 3,
751,Tier 5 - Aura 1,
752,Tier 5 - Aura 2,
753,Tier 6 - Aura 1,
755,Tier 7 - Aura 1,
756,Tier 7 - Aura 2,
757,Tier 7 - Aura 3,
758,Tier 7 - Aura 1,
759,Tier 2 - Aura 4,
760,Tier 4 - Aura 5,
785,Tier 3 - Aura 2,
786,Tier 4 - Aura 4,
787,Tier 5 - Aura 3,
788,TGier 6 - Aura 3,
791,Orb Operation Manual,$@spelldesc307527
792,Gift of the Titans,$@spelldesc307528
794,Singular Sanitation Expertise,$@garrspelldesc
795,Emergency Cranial Defibrillation,$@spelldesc304815
798,Expansive Mind,$@garrspelldesc
800,Synchronized Mind Stabilizer,$@spelldesc305111
802,Clear Sight,$@garrspelldesc
804,Experimental Destabilization,$@garrspelldesc
805,Elite Extermination,$@spelldesc310720
806,Vision Hunter,$@garrspelldesc
807,Skillful Duelist,$@spelldesc307876
808,Swift Impale,$@spelldesc307875
809,Deflecting Flourish,$@spelldesc307874
811,Payment in Advance,$@spelldesc307883
812,Exacting Preparation,$@spelldesc307882
814,Fancy Footwork,$@spelldesc307880
815,Inspiring Panache,$@spelldesc307878
816,Keep It Interesting,$@spelldesc308390
824,Field of Poppies,$@garrspelldesc
826,Social Butterfly,$@garrspelldesc
827,Soothing Voice,$@garrspelldesc
828,Empowered Chrysalis,$@garrspelldesc
829,Endurance Conduit,
830,Potency Conduit,
831,Finesse Conduit,
832,Endurance Conduit,
833,Faerie Dust,$@garrspelldesc
834,Somnambulist,$@garrspelldesc
835,Finesse Conduit,
836,Potency Conduit,
837,Podtender,$@garrspelldesc
844,Care Package,$@garrspelldesc
849,Endurance Conduit,
850,Potency Conduit,
851,Finesse Conduit,
858,Niya's Tools: Burrs,$@garrspelldesc
859,Niya's Tools: Poison,$@garrspelldesc
860,Niya's Tools: Herbs,$@garrspelldesc
862,Stay on the Move,$@garrspelldesc
863,Run Without Tiring,$@garrspelldesc
864,Cycle of Seasons,$@garrspelldesc
866,Swift Patrol,$@garrspelldesc
870,Endurance Conduit,
994,Potency Conduit,
995,Endurance Conduit,
997,Endurance Conduit,
998,Built for War,$@garrspelldesc
