ID,Name_lang,Description_lang
340,Holy,Invokes the power of the Light to protect and to counter some |C00b3ffffBosses|R.
341,Retribution,A righteous crusader who judges and counters some |C00b3ffffBosses|R with weapons and Holy magic.
342,Protection,Uses Holy magic to shield themselves and defend allies to counter some |C00b3ffffBosses|R.
343,Fury,"A furious berserker wielding a weapon in each hand, unleash a flurry of attacks to counter some |C00b3ffffBosses|R."
344,Arms,"A battle-hardened master of two-handed weapons, using mobility and overpowering attacks to counter some |C00b3ffffBosses|R."
345,Protection,A stalwart protector who uses a shield to counter |C00b3ffffBosses|R.
346,Arcane,Manipulate the arcane to counter some |C00b3ffffBosses|R with overwhelming power.
347,Fire,Ignite the air around you with balls of fire and combustive flames to counter some |C00b3ffffBosses|R.
348,Frost,Counter some |C00b3ffffBosses|R by freezing them in their tracks and shattering them with Frost magic.
349,Outlaw,"A ruthless fugitive who uses ability and guile to stand toe-to-toe, countering some |C00b3ffffBosses|R."
350,Subtlety,A dark stalker who leaps from the shadows to ambush and counter some |C00b3ffffBosses|R.
351,Assassination,A deadly master of poisons who counters some |C00b3ffffBosses|R with vicious dagger strikes.
352,Holy,A versatile healer who can counter some |C00b3ffffBosses|R.
353,Shadow,"Uses sinister Shadow magic, to counter some |C00b3ffffBosses|R."
354,Discipline,Uses magic to shield allies from taking damage to counter some |C00b3ffffBosses|R.
355,Balance,"Can take on the form of a powerful Moonkin, balancing the power of Arcane and Nature magic to counter some |C00b3ffffBosses|R."
356,Feral,"Takes on the form of a great cat to deal damage with bleeds and bites, to counter some |C00b3ffffBosses|R."
357,Restoration,Uses powerful Nature spells to keep allies alive and counter some |C00b3ffffBosses|R.
358,Havoc,A brooding master of warglaives who uses the destructive power of Fel Magic to counter some |C00b3ffffBosses|R.
359,Vengeance,"Embraces the demon within to incinerate enemies and protect allies, countering some |C00b3ffffBosses|R."
360,Outcast,"Allies of the Demon Hunters made up of Naga, Broken and even demons, the Outcast employ a variety of techniques to counter some |C00b3ffffBosses|R."
361,Frost,"An icy harbinger of doom, channeling runic power and delivering vicious weapon strikes to counter some |C00b3ffffBosses|R."
362,Blood,"A dark guardian who manipulates and corrupts life energy to sustain themselves in the face of an enemy onslaught, countering some |C00b3ffffBosses|R."
363,Unholy,"A master of death and decay, spreading infection and controlling undead minions to counter some |C00b3ffffBosses|R."
364,Beast Mastery,A master of the wild who can tame a wide variety of beasts to assist them in countering some |C00b3ffffBosses|R.
365,Marksmanship,A master archer or sharpshooter who excels in countering some |C00b3ffffBosses|R from afar.
366,Survival,"A rugged tracker who counters some |C00b3ffffBosses|R using animal venom, explosives and traps as deadly weapons."
388,Traveler's Backpack,"When sent on missions, theres a chance you will bring back a random item."
389,Felsworn Gas Mask,Negates the stench created by Fel corrupted air.
393,Invasion Thwated,Increases the success chance of missions in this area.
394,Chenship,Increases success chance of mission by ${$a478}% when accompanied by Chen Stormstout.
404,Carrot on a Stick,Reduces mission duration by 3%.
406,Portable Teleporter,Reduces mission duration by 30%.
407,Path of the Ox,Increases success chance of missions by ${$a491}% when accompanied by Initiates of the Ox.
408,Path of the Tiger,"Increases success chance of missions by ${$a492}% when accompanied by Tiger Initiates, Tiger Adepts or Tiger Masters."
410,Test - Follower Test Ability,Test follower ability description
412,Roll,Roll a short distance to counter a |C00b3ffffHazard|R.
413,7.0 - Test - Anders Garrison Ability Test,"Desc of ID410 $@garrabdesc410 
7 * action flat: ${$a497*7$}
Combatmax /  by 5: ${$m497/5$}
Base + max: ${$b497+$m497$}
Hours - 10: ${$h497-10$}
No expression: $a497  -  $m497
My spellDesc $@spelldesc191997"
414,Empty Equipment Slot,Equip items here.
415,Empty Equipment Slot,Equip items here.
416,Breath of Fire,Breathe fire in front of you to counter a |C00b3ffffMinion|R.
417,Spear Hand Strike,"Jab the enemy in the throat, to counter a |C00b3ffffSpell|R."
418,Go Bananas,Chance from successful missions to return with a Golden Banana. Golden Bananas are given to Champions to improve success chance.
419,Fists of Fury,Increases success chance of missions with |C00b3ffffMinions|R by ${$a503}%.
420,Brewer's Luck,Increases success chance of missions with |C00b3ffffHazards|R by ${$a504}%.
421,Path of the Crane,Increases success chance of missions by ${$a505}% when accompanied by Initiates of the Crane.
422,Hero of the Storm,Increases success chance when not accompanied by other Champions by ${$a506}%.
423,Flying Serpent Kick,Reduces mission duration by ${100-$a507*100}%.
428,Slowing,Mission duration increased.
435,Strength of the Ancients,Increases success chance of missions by ${$a523}%.
436,Powerful,Reduces success chance.
437,Lethal,Troops on this mission will be killed.
438,Hellfire,"Ignite the area around the Warlock, to counter a |C00b3ffffMinion|R."
439,Spell Lock,"Counters the enemy's spellcast, to counter a |C00b3ffffSpell|R."
440,Demonic Circle,Teleports you to your Demonic Circle and counters a |C00b3ffffHazard|R.
441,Wind Shear,"Disrupts the target's concentration with a burst of wind, to counter a |C00b3ffffSpell|R."
442,Ghost Wolf,"Turns the Shaman into a Ghost Wolf, increasing movement speed to counter a |C00b3ffffHazard|R."
443,Chain Lightning,"Hurls a lightning bolt at the enemy, dealing Nature damage to counter a |C00b3ffffMinion|R."
444,Mind Freeze,Smash the target's mind with cold to counter a |C00b3ffffSpell|R.
445,Death and Decay,"Corrupts the ground, causing Shadow damage to counter |C00b3ffffMinions|R."
446,Icebound Fortitude,The Death Knight freezes their blood to counter a |C00b3ffffHazard|R.
447,Aspect of the Cheetah,Increases movement speed for a short duration to counter a |C00b3ffffHazard|R.
448,Explosive Trap,Set a fire trap at the target location that explodes to counter a |C00b3ffffMinion|R.
449,Counter Shot,"Interrupts spellcasting, countering a |C00b3ffffSpell|R."
450,Whirlwind,In a whirlwind of steel you counter a |C00b3ffffMinion|R.
451,Heroic Leap,Leap through the air to counter a |C00b3ffffHazard|R.
452,Pummel,"Pummel the target, to counter a |C00b3ffffSpell|R."
453,Consecration,Consecrate the land beneath you to counter a |C00b3ffffMinion|R.
454,Rebuke,Rebuke the enemy to counter a |C00b3ffffSpell|R.
455,Divine Shield,Protects you from all damage to counter a |C00b3ffffHazard|R.
456,Silence,Silences the target to counter a |C00b3ffffSpell|R.
457,Holy Nova,Causes an explosion of holy light around the caster to counter a |C00b3ffffMinion|R.
458,Leap of Faith,"You pull the spirit of the friendly target, instantly moving them directly in front of you to counter a |C00b3ffffHazard|R."
459,Kick,A quick kick that counters a |C00b3ffffSpell|R.
460,Fan of Knives,Sprays knives all around you to counter a |C00b3ffffMinion|R.
461,Sprint,Increases your movement speed to counter a |C00b3ffffHazard|R.
462,Fel Rush,Rush forwards to counter a |C00b3ffffHazard|R.
463,Throw Glaive,"Hurl a demonic glaive at your enemies, to counter a |C00b3ffffMinion|R."
464,Consume Magic,Interrupts the enemy to counter a |C00b3ffffSpell|R.
465,Blink,Teleport forward a short distance to counter a |C00b3ffffHazard|R.
466,Counterspell,Interrupt the enemy's spellcast to counter a |C00b3ffffSpell|R.
467,Blizzard,Ice shards pelt the target area to counter a |C00b3ffffMinion|R.
468,Skull Bash,You skull bash the target to counter a |C00b3ffffSpell|R.
469,Starfall,Calls down a rain of starlight to counter a |C00b3ffffMinion|R.
470,Dash,Activate Cat form and quickly dash to counter a |C00b3ffffHazard|R.
471,Cursed,No bonus loot.
472,Disorienting,Increased mission cost.
473,Head Wound,Champions on this mission will lose experience.
474,Broken Gear,Champions on this mission will lose item level.
475,Heroic,Success chance reduced by 50%.
476,Mythic,Success chance reduced by 75%.
482,Powerful,Reduces success chance.
485,Rain of Fel Fire,Increases success chance of missions with |C00b3ffffMinions|R by ${$a578}%.
486,Felbolt,Increases success chance of missions by ${$a579}%.
487,Zealot,Increases success chance of missions by ${$a580}%.
488,Black Harvest Harbinger,Increases success chance of missions by ${$a581}% when accompanied by Black Harvest Acolytes or Black Harvest Invokers.
489,Soul Link,Mission success chance increased by ${$a582}% for every troop Vitality on the mission.
490,Create Soulwell,"Chance to return from a mission with a Healhtstone, usable to heal troops for 1 Vitality."
491,Agony,Increased success chance on missions longer than ${$h584} hours by ${$a584}%.
492,Dreadsteed,Reduces mission duration by ${100-$a585*100}%.
493,Demonic Empowerment,Increases success chance of missions by ${$a586}% when accompanied by a Pack of Imps or Swarm of Wild Imps.
494,Matron of Imps,Chance on mission success to return with an item to summon either a Pack of Imps or a Swarm of Wild Imps.
496,Demonic Strength,Increases success chance of missions by ${$a612}%.
497,Demonic Pact,Increases success chance of missions by ${$a613}% when accompanied by other Imps.
498,Training Grounds,Increases the maximum number of Acolytes you can recruit by $a614.
499,Ritual of Summoning,Reduces mission duration of all missions by ${100-$a615*100}%.
500,Summon Doomguard,Increase success chance of the first mission of the day by ${$a616}%.
501,Green - Mission Cost,10% Reduced Mission Cost
502,Titan's Wrath,Increases success chance when not accompanied by other Champions by ${$a641}%.
503,Commanding Shout,Mission success chance increased by ${$a619}% for every troop Vitality on the mission.
504,Screams of the Dead,Chance on mission success to return with an item to summon a squad of Valarjar Aspirants or Stormforged Valarjar.
505,Royal Bloodline,Increases mission success chance by ${$a621}% when accompanied by troops of different types.
506,Enrage,Increases success chance of missions by ${$a622}% when accompanied by troops with only ${$m622} Vitality.
507,Gatekeeper,Increased success chance on missions longer than ${$h623} hours by ${$a623}%.
508,Frozen Blows,Increases success chance of missions with |C00b3ffffMinions|R by ${$a624}%.
509,Feral Lunge,Increases success chance of missions with |C00b3ffffHazards|R by ${$a625}%.
510,Strength of the Tides,Increased success chance on missions longer than ${$h626} hours by ${$a626}%.
511,Stormbeak's Assault,Reduces mission duration by ${100-$a627*100}%.
512,Healing Stream Totem,"Chance to return from a mission with a Healing Stream Totem, usable to heal troops for 1 Vitality."
513,Lightning Shield,Increases success chance of missions with |C00b3ffffMinions|R by ${$a629}%.
514,Path of the Earth,Increases success chance of missions by ${$a630}% when accompanied by a Circle of Earthcallers or Earthen Ring Geomancers.
515,Prime Elemental,Increases success chance of missions by ${$a631}% when accompanied by Lesser or Greater Elementals.
516,Hunter's Mark,Increases success chance of missions by ${$a632}% when accompanied by a Squad of Archers or Unseen Marksmen.
517,True Aim,Increases success chance of missions by ${$a633}%.
518,Piercing Shots,Increases success chance of missions by ${$a634}%.
519,Survival Instincts,Increases success chance of missions by ${$a635}%.
520,Explosive Trap,Increases success chance of missions with |C00b3ffffMinions|R by ${$a636}%.
521,Elemental Guardians,Increases success chance of missions by ${$a637}%.
522,Fury of the Elements,Increases success chance of missions by ${$a638}%.
524,One with the Pack,Increases success chance of missions by ${$a640}% when accompanied by other Beast Mastery champions.
525,Might of the Mok'Nathal,Increases success chance when not accompanied by other Champions by ${$a641}%.
526,Call Baron,Increases success chance of missions by ${$a642}% when accompanied by a Band of Trackers or Pathfinders.
528,Volley,Increases success chance of missions with |C00b3ffffMinions|R by ${$a644}%.
529,Big Game Hunter,Increases success chance of missions with |C00b3ffffBosses|R by ${$a645}%.
530,Farstrider,Reduces mission duration by ${100-$a646*100}%.
531,Ascendant's Fury,Increases success chance of missions by ${$a647}%.
532,Cleansing Tides,Increases success chance of missions with |C00b3ffffSpells|R by ${$a648}%.
533,Lava Beam,Increases success chance of missions with |C00b3ffffMinions|R by ${$a649}%.
534,Gust of Wind,Increases success chance of missions with |C00b3ffffHazards|R by ${$a650}%.
535,Maelstrom Weapon,Increases success chance of missions by ${$a651}%.
537,Incapacitating Roar,Increases success chance of missions with |C00b3ffffMinions|R by ${$a656}%.
538,Rebirth,${$a657}% chance on mission success to recover an expired Troop with ${$m657} Vitality.
539,Berserk,Reduces cost to start a mission by ${100-$a658*100}%.
540,Efflorescence,"Chance to return from a mission with a Wild Mushroom, usable to heal troops for 1 vitality."
541,Nature's Balance,Increases success chance of missions by ${$a660}% when accompanied by Dreamgrove Treants or Daughters of Cenarius.
542,Stampeding Roar,Increases success chance of missions with |C00b3ffffHazards|R by ${$a661}%.
543,Fury of Elune,Increases success chance of missions by ${$a662}% when accompanied by Druids of the Claw or Keepers of the Grove.
544,Flying Carpet,Reduces mission duration by ${100-$a663*100}%.
545,Elemental Attunement,Increases success chance of missions by ${$a664}% when accompanied by Water Elementals or Arcane Golems.
546,Verbose Grandstanding,Increases success chance against |C00b3ffffBosses|R by ${$a889}% but doubles mission duration.
547,Charged Core,Increased success chance on missions longer than ${$h666} hours by ${$a666}%.
548,Cinderstorm,Increases success chance of missions with |C00b3ffffMinions|R by ${$a669}%.
549,Master of Mages,Increases success chance of missions by ${$a672}% when accompanied by Tirisgarde Apprentices or Kirin Tor Invokers.
550,Conjure Refreshment,"Chance to return from a mission with a Conjured Refreshment, usable to heal troops for 1 Vitality."
551,Arcane Power,Increases success chance of missions by ${$a674}%.
552,Presence of Mind,Increases success chance of missions with |C00b3ffffSpells|R by ${$a675}%.
553,Frost Armor,Increases success chance of missions by ${$a676}%.
554,Quickening,Increases success chance of missions by ${$a677}%.
555,Nature's Force,Increases success chance of missions by ${$a678}%.
556,Blessing of Cenarius,Increases success chance of missions by ${$a679}%.
557,Ursol's Resolve,Increases success chance of missions by ${$a680}%.
