ID,Name_lang,Description_lang
186,Reckless Strike,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Deals [StandardDamage(1, 1)] [School()] damage, but increases the damage you take for [duration(1,3)] round by [abs(abilityStateMod(24, 185 ))]%."
187,Accuracy,"Hit chance increased by [abs(abilityStateMod(41,187))]%."
188,Accuracy,"Increases your team's hit chance by [abs(abilityStateMod(41,187))]% for 4 |4round:rounds;."
189,Cyclone,"Deals [StandardDamage(1,1)] [School()] damage to your team each round.

[StandardAccuracy(1,1)] |cffffffffHit Chance|r"
190,Cyclone,"Creates a cyclone which has a [accuracy(1,1,189)]% chance to deal [StandardDamage(1,1,189)] [School()] damage to the enemy team each round.

Lasts [duration(1,1)] rounds."
193,Flank,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Flanks the enemy 1-2 times, dealing [StandardDamage(1,1)] [School()] damage per hit.

Hits an additional time if the user attacks first."
194,Metabolic Boost,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Instantly deals [StandardDamage(1,1)] [School()] damage and increases your speed by [abs(abilityStateMod( 25, 195 ))]% for [duration(1,2)] round."
195,Metabolic Boost,"Speed has been increased by [abs(abilityStateMod( 25, 195 ))]%."
196,Adrenaline Glands,"Chance to critically strike increased by [abs(abilityStateMod( 40, 196 ))]%.
Accuracy reduced by [abs(abilityStateMod( 41, 196 ))]%."
197,Adrenal Glands,"Increases your critical strike chance by [abs(abilityStateMod(40, 841))]% for [duration(1,1)] |4round:rounds."
198,Zergling Rush,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Starts a Zergling Rush, causing [FormatDamage(SimpleDamage(1,1)+SimpleDamage(1,2)+SimpleDamage(1,3))] [School()] damage on the first round, [FormatDamage(SimpleDamage(2,1)+SimpleDamage(2,2)+SimpleDamage(2,3))] [School()] on the second round, and [FormatDamage(SimpleDamage(3,1)+SimpleDamage(3,2)+SimpleDamage(3,3))] [School()] on the third round.

Opponents struck by the rush take [abs(abilityStateMod( 24, 542 ))]% increased damage for [duration(1,4)] rounds.

Zergling Rush continues for [numTurns()] rounds."
202,Thrash,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Wildly flails at the enemy 1-2 times, dealing [StandardDamage(1,1)] [School()] damage per hit.

Hits an additional time if the user attacks first."
203,Lightning Storm,"All pets deal [StandardDamage(getProcIndex(PROC_ON_DAMAGE_DEALT ),1)] bonus [School()] damage each time they attack. 

Mechanical abilities deal 25% additional damage."
204,Call Lightning,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Deals [StandardDamage(1,1)] [School()] damage and causes a Lightning Storm for [duration(1,2)] |4round:rounds;.

During a Lightning Storm, all pets deal [StandardDamage(getProcIndex(PROC_ON_DAMAGE_DEALT, 203 ),1,203)] bonus [School(203)] damage on each attack and Mechanical abilities deal 25% additional damage."
205,Blizzard,"Elemental abilities deal [abs(abilityStateMod(87,205))]% additional damage.

All pets are considered |cFF0070DDChilled|r."
206,Call Blizzard,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Deals [StandardDamage(1,1)] [School()] damage and causes a Blizzard for [duration(1,2)] rounds.

During a Blizzard, all pets are considered |cFF0070DDChilled|r and Elemental abilities deal [abs(abilityStateMod(87,205))]% additional damage."
207,Supercharged,"Damage increased by [abs(abilityStateMod( STATE_Mod_DamageDealtPercent, 207 ))]%."
208,Supercharge,"Increases the damage of your next attack made within [duration(1,1)] |4round:rounds; by [abs(abilityStateMod( STATE_Mod_DamageDealtPercent, 207 ))]%."
209,Ion Cannon,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Instantly deals [StandardDamage(1,1)] Mechanical damage. The user must recharge for two |4round:rounds; afterwards.

While recharging, you cannot perform any other actions."
210,Shadow Slash,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Slashes at the target with dark energy, dealing [StandardDamage(1, 1)] [School()] damage."
211,Siphon Life,"Deals [StandardDamage(1,1)] Undead damage every round. The caster of the aura is healed for [StandardHealing(1,2)]."
212,Siphon Life,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Deals [StandardDamage(1,1,211)] [School()] damage per round for [duration(1,1)] |4round:rounds and heals the user for [StandardHealing(1,2,211)]."
213,Death and Decay,"Deals [StandardDamage(1,1)] Undead damage to the current pet every round."
214,Death and Decay,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Deals [StandardDamage(1,1,213)] [School()] damage to the enemy's active pet every round for [duration(1,1)] |4round:rounds;. Persists through pet swaps."
215,Inner Vision,"Damage increased by [abs(abilityStateMod( STATE_Mod_DamageDealtPercent, 215 ))]%."
216,Inner Vision,"Increases damage by [abs(abilityStateMod( STATE_Mod_DamageDealtPercent, 215 ))]% for 1 round."
217,Curse of Doom,"Deals [StandardDamage(5,1)] [School()] damage when the effect ends.

[StandardAccuracy(5,1)] |cffffffffHit Chance|r"
218,Curse of Doom,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Deals [StandardDamage(5,1,217)] [School()] damage after [numTurns(217)-1] |4round:rounds;."
219,Jab,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Jabs at the enemy, dealing [StandardDamage(1, 1)] [School()] damage."
220,Jacob's Test Aura,"Increases healing taken by [abilityStateMod(66)]%.

There are [remainingDuration()] |4round:rounds; remaining.

Deals [StandardDamage(getProcIndex(PROC_ON_SWAP_IN), 1)] damage when swapping in."
221,Takedown,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Takes down an enemy, dealing [StandardDamage(1,1)] [School()] damage.

Deals double damage if the target is |cFF808080Stunned|r."
222,Focus Chi,"Damage increased by [abs(abilityStateMod( STATE_Mod_DamageDealtPercent, 222 ))]%."
223,Focus Chi,"Increases the damage of your next attack made within [duration(1,1)] |4round:rounds; by [abs(abilityStateMod( STATE_Mod_DamageDealtPercent, 222 ))]%."
224,Staggered Steps,"Your damage taken has been reduced by [abs(abilityStateMod( 24, 224 ))]%."
225,Staggered Steps,"The user shrugs off attacks, reducing all damage taken by 50% for 2 rounds."
226,"Fury of 1,000 Fists","[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Deals [StandardDamage(1,1)] [School()] damage.

Has a [accuracy(1,1)]% chance to stun the target for [duration(1,3)] |4round:rounds; if the target is |cff9933FFBlinded|r."
227,Blackout Kick,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Stun the target for [duration(1,1)] |4round:rounds;."
228,Tongue Lash,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Licks the enemy 1-2 times, dealing [StandardDamage(1,1)] [School()] damage per hit.

Hits an additional time if the user attacks first."
229,Cleansing Rain,"Hostile damage over time effects last one less round.

Aquatic abilities deal 25% more damage."
230,Cleansing Rain,"Restores [StandardHealing(1,1)] health to your team and calls down a cleansing rain for [duration(1,4)] rounds. 

During a cleansing rain, the duration of hostile damage over time effects is reduced by 1 round and Aquatic abilities deal 25% more damage."
231,Swarm of Flies,"Deals [StandardDamage(1,1)] [School()] damage to the current pet every round."
232,Swarm of Flies,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

A swarm of flies attacks the enemy's active pet, dealing [StandardDamage(1,1,231)] [School()] damage every round for [duration(1,1)] |4round:rounds;. Persists through pet swaps."
233,Frog Kiss,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Deals [StandardDamage(1,1)] [School()] damage and has a [accuracy(1,3)]% chance to transform the target into a frog for [duration(1,3)] |4round:rounds;.
 
Damage increases by [FormatDamage(10*AttackBonus())] each time it is used. Max [FormatDamage(30 *AttackBonus())] [School()] damage."
234,Jacob's Test Aura 2,"Every time you are damaged, you will heal for [points(getProcIndex(PROC_ON_DAMAGE_TAKEN), 1)]% of that damage. Every time you attack, you will take [points(getProcIndex(PROC_ON_DAMAGE_DEALT), 1)]% of that damage."
235,Jacob's Test Aura 3,Lasts forever increasing speed.
236,Critter,"|cFFFFFFFFPassive:|r
Critters are immune to stun, root, and sleep effects.

|cFFFFFFFFDamage Taken|r
|TInterface\PetBattles\BattleBar-AbilityBadge-Strong.blp:24|t 50% from Beast abilities
|TInterface\PetBattles\BattleBar-AbilityBadge-Weak.blp:24|t 33% from Elemental abilities"
237,Beast,"|cFFFFFFFFPassive:|r
Beasts deal 25% extra damage below half health.

|cFFFFFFFFDamage Taken|r
|TInterface\PetBattles\BattleBar-AbilityBadge-Strong.blp:24|t 50% from Mechanical abilities
|TInterface\PetBattles\BattleBar-AbilityBadge-Weak.blp:24|t 33% from Humanoids abilities"
238,Humanoid,"|cFFFFFFFFPassive:|r
Humanoids recover [percentage(1,1,726)]% of their maximum health if they dealt damage this round.

|cFFFFFFFFDamage Taken|r
|TInterface\PetBattles\BattleBar-AbilityBadge-Strong.blp:24|t 50% from Undead abilities
|TInterface\PetBattles\BattleBar-AbilityBadge-Weak.blp:24|t 33% from Critter abilities"
239,Flying,"|cFFFFFFFFPassive:|r
Flying creatures gain 50% extra speed while above 50% health.

|cFFFFFFFFDamage Taken|r
|TInterface\PetBattles\BattleBar-AbilityBadge-Strong.blp:24|t 50% from Magic abilities
|TInterface\PetBattles\BattleBar-AbilityBadge-Weak.blp:24|t 33% from Beast abilities"
240,Aquatic,"|cFFFFFFFFPassive: Purity|r
Harmful damage over time effects are reduced by 50% on Aquatic pets.

Damage over time effects dealt by Aquatic pets are increased by 25%.

|cFFFFFFFFDamage Taken|r
|TInterface\PetBattles\BattleBar-AbilityBadge-Strong.blp:24|t 50% from Flying abilities
|TInterface\PetBattles\BattleBar-AbilityBadge-Weak.blp:24|t 33% from Undead abilities"
241,Elemental,"|cFFFFFFFFPassive:|r
Elementals ignore all negative weather effects. Enemy pets can still gain the beneficial effects from weather when facing an elemental.

|cFFFFFFFFDamage Taken|r
|TInterface\PetBattles\BattleBar-AbilityBadge-Strong.blp:24|t 50% from Aquatic abilities
|TInterface\PetBattles\BattleBar-AbilityBadge-Weak.blp:24|t 33% from Mechanical abilities"
242,Undead,"|cFFFFFFFFPassive:|r
Undead pets return to life immortal for one round when killed, but deal 25% less damage.

|cFFFFFFFFDamage Taken|r
|TInterface\PetBattles\BattleBar-AbilityBadge-Strong.blp:24|t 50% from Critter abilities
|TInterface\PetBattles\BattleBar-AbilityBadge-Weak.blp:24|t 33% from Dragonkin abilities"
243,Magic,"|cFFFFFFFFPassive:|r
Magic pets cannot be dealt more than 35% of their maximum health in one attack.

|cFFFFFFFFDamage Taken|r
|TInterface\PetBattles\BattleBar-AbilityBadge-Strong.blp:24|t 50% from Dragonkin abilities
|TInterface\PetBattles\BattleBar-AbilityBadge-Weak.blp:24|t 33% from Aquatic abilities"
244,Mechanical,"|cFFFFFFFFPassive:|r
Comes back to life once per battle, returning to 20% health.

|cFFFFFFFFDamage Taken|r
|TInterface\PetBattles\BattleBar-AbilityBadge-Strong.blp:24|t 50% from Elemental abilities
|TInterface\PetBattles\BattleBar-AbilityBadge-Weak.blp:24|t 33% from Magic abilities"
245,Dragonkin,"|cFFFFFFFFPassive:|r
Dragons deal 50% additional damage on the next round after bringing a target's health below 50%.

|cFFFFFFFFDamage Taken|r
|TInterface\PetBattles\BattleBar-AbilityBadge-Strong.blp:24|t 50% from Humanoid abilities
|TInterface\PetBattles\BattleBar-AbilityBadge-Weak.blp:24|t 33% from Flying abilities"
246,Hibernation,"Hibernating. 
Restores increasing health every round."
247,Hibernate,"Fall asleep, restoring [StandardHealing(1,1,246)] health on the first round, [StandardHealing(2,1,246)] health on the second, then [StandardHealing(3,1, 246)] health on the third.

While Hibernating you cannot swap pets."
248,Rooted,This pet cannot be swapped.
249,Grasp,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Grabs the target, dealing [StandardDamage(1,1)] [School()] damage.

The target cannot swap for [duration(1,2)] |4round:rounds;."
250,Spiderling Swarm,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Swarms the enemy with spiderlings, dealing [FormatDamage(SimpleDamage(1,1)*2)] [School()] damage. 

Deals double damage if the target is |cffffffffWebbed|r."
251,Uncanny Luck,"Hit chance increased by [abs(abilityStateMod(41,251))]%.
Critical strike chance increased by [abs(abilityStateMod(40,251))]%."
252,Uncanny Luck,"Increases your team's hit chance by [abs(abilityStateMod(41,251))]% and critical strike chance by [abs(abilityStateMod(40,251))]% for [duration(1,1)] |4round:rounds;."
253,Comeback,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Deals [StandardDamage(1,1)] [School()] damage. 

Deals [StandardDamage(1,2)] additional damage if the user has lower health than the target."
254,Tranquility,"Fills the area with peace, causing your active pet to restore [StandardHealing(1,1,255)] health every round.

Lasts [duration(1,1)] |4round:rounds;. Persists through pet swaps."
255,Tranquility,"Restores [StandardHealing(1,1)] health per round."
256,Call Darkness,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

A shadow falls across the battlefield, dealing [StandardDamage(1,1)] [School()] damage and turning the weather to Darkness for [duration(1,2)] rounds.

During Darkness, all pets are considered |cff9933FFBlinded|r and all healing received is reduced by [abs(abilityStateMod(66,257))]%."
257,Darkness,"Healing received reduced by [abs(abilityStateMod(66,257))]%.
Accuracy reduced by [abs(abilityStateMod(41,257))]%.

|cff9933FFBlinded|r by the darkness."
258,Starfall,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Deals [StandardDamage(1,1)] [School()] damage to all enemy pets, restores [SimpleDamage(1,4)] health to all allies and turns the weather into Moonlight for [duration(1,7)] |4round:rounds.

During Moonlight, all pets receive 25% additional healing and Magic abilities deal 10% additional damage."
259,Invisibility,"After two |4round:rounds, you will become invisible for one round, becoming unable to be attacked."
260,Fading,Turning invisible...
261,Invisible,"Invisible.
Immune to normal attacks."
262,Crystal Overload,"Damage increased by 100%.
Your next attack will deal [FormatDamage(SimpleDamage(1,1)*2)] [School()] damage to you."
263,Crystal Overload,"Your next attack made within [duration(1,1)] |4round:rounds; deals double damage, but deals [FormatDamage(SimpleDamage(1,1,262)+SimpleDamage(1,1,262))] [School()] damage to you."
264,Grounded,Grounded.
265,Boulder Toss,"Deals [StandardDamage(1,2)] [School()] damage. 

Can hit flying pets and will bring them to the ground for two |4round:rounds."
267,Photosynthesis,"Restores [StandardDamage(1,1,267)] health per round.

Twice as effective in Sunny weather."
268,Photosynthesis,"Restores [StandardDamage(1,1,267)] healing every round. Lasts [duration(1,1)] |4round:rounds;.

Twice as effective in sunny weather."
270,Glowing Toxin,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Deals [points(1,1,271)]% of the target's max health as damage every round.

Lasts [duration(1,1)] |4round:rounds."
271,Glowing Toxin,"Deals [points(1,1)]% of maximum health as damage every round."
273,Wish,"Next round, your active pet will be healed for 50% of its maximum health."
274,Wish,"Next round, your active pet will be healed for 50% of its maximum health."
275,Nerfbat,"Deals [StandardDamage(1,1)] [petTypeName(abilityPetType())] damage.

Deals double damage if the user has lower health."
276,Swallow You Whole,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Deals [StandardDamage(1,1)] [School()] damage.

Deals double damage if the target is below 25% health."
277,Life Exchange,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Equalizes the health between the user and his enemy.

Health gained cannot exceed the caster's maximum health."
278,Repair,"Enters repair mode, performing no actions for two |4round:rounds;, then repairs [StandardHealing(3,1)] health."
279,Heartbroken,"Next round you take [abs(abilityStateMod( 24 , 280 ))]% additional damage. If hurt, you will deal [abs(abilityStateMod( 23 , 281 ))]% additional damage for [duration(getProcIndex(PROC_ON_DAMAGE_TAKEN,280),1,280)] |4round:rounds;."
280,Overload,"Increases damage taken by [abs(abilityStateMod( 24 , 280 ))]%. 
If hurt, the user will deal [abs(abilityStateMod( 23 , 281 ))]% additional damage for [duration(getProcIndex(PROC_ON_DAMAGE_TAKEN),1)] |4round:rounds;."
281,Heartbreak,"Damage dealt increased by [abs(abilityStateMod( 23 , 281 ))]%."
282,Explode,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Instantly kills the caster, dealing damage equal to [FormatDamage(points(1,1))]% of the user's total health to the current enemy.

Using explode will prevent the caster from activating Failsafe mechanisms."
283,Survival,"You endure, preventing your health from being reduced below 1 health until the end of the next round.

Pets affected by Survival will survive an Apocalypse."
284,Survive,Unkillable.
285,Pad Aura Test 2.0,
286,Pad Test 2.0,TEST: Patty Mac Stun
287,Weather Test 2.0,TEST: Patty Mac Stun
288,Weather Aura Test 2.0,
289,Stockpile,"Damage taken reduced by 10%.
Max health increased by 20.
Can be consumed to restore health."
290,Stockpile,"Stockpiles a reserve of silithid honey, increasing maximum health by 20% and reducing damage taken by 10%. 

Use again to consume the honey, restoring [StandardDamage(1,1)] health."
291,Pet Battle Initializer,Initializes pet auras and health.
292,GM Stun,Stun the target and make it immune to damage.
293,Launch Rocket,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

First use: Creates a rocket. 

Second use: Launches the rocket, dealing [StandardDamage(1,1)] [School()] damage."
294,Setup Rocket,A rocket is ready to launch.
295,GM Heal,Full Heal.
296,Pumped Up,"Damage increased by 10%.
Ready to unleash a torrent of water."
297,Pump,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

First use: Increases your damage dealt by 10%.

Second use: Blasts the target with a surge of water, dealing [StandardDamage(1,1)] [School()] damage."
298,Inspiring Song,"Sings an inspiring song, which restores [StandardHealing(1,1)] health to all allies."
299,Arcane Explosion,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Deals [StandardDamage(1,1)] [School()] damage to the enemy's active pet and [StandardDamage(1,2)] [School()] damage to the enemy's backline pets."
300,Locked On,The enemy is preparing to launch a powerful attack against you.
301,Lock-On,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

First use: Locks onto the target.

Second use: Blasts the target, dealing [StandardDamage(1,1)] [School()] damage."
302,Planted,"Unable to flee.
Absorbing nutrients. 
(Current: [unitState(state(1,1))])"
303,Plant,"Activate: Plant your roots into the ground, absorbing nutrients. While planted your pet cannot swap.

Deactivate: For every round spent planted, you gain [StandardHealing(1,1)] health."
304,Self Harm,"Deal [StandardDamage(1,1)] [School()] damage to self."
305,Exposed Wounds,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Adds [abs(abilityStateMod(71,306))*AttackBonus()] damage to every attack against the target. 

Lasts [duration(1,1)] |4round:rounds;."
306,Exposed Wounds,"Adds [abs(abilityStateMod(71,306))*AttackBonus()] damage to every attack against the target."
307,Kick,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Deals [StandardDamage(1,1)] [School()] damage and stuns the opponent if the user goes first."
308,Counterspell,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Deals [StandardDamage(1,1)] [School()] damage.

Interrupts the opponent's round if the user goes first."
