ID,Name_lang,Description_lang
829,Arakkoa Archaeology Fragment,
830,,
897,UNUSED,
910,Secret of Draenor Alchemy,Allows you to obtain new Alchemy recipes from the Alchemist's Lab.
944,Artifact Fragment,"A tiny fragment of an Ashran lost artifact, treasured by the Highmaul Ogres."
980,Dingy Iron Coins,Perhaps they're more valuable than they appear on the surface.
994,Seal of Tempered Fate,Twists fate to provide an opportunity for additional treasure in Highmaul or Blackrock Foundry raids.
999,Secret of Draenor Tailoring,Allows you to obtain Tailoring recipes from the Tailoring Emporium.
1008,Secret of Draenor Jewelcrafting,Allows you to obtain new Jewelcrafting recipes.
1017,Secret of Draenor Leatherworking,Allows you to obtain Leatherworking recipes from the Tannery.
1020,Secret of Draenor Blacksmithing,Allows you to obtain new Blacksmithing recipes.
1101,Oil,"Found primarily in Tanaan Jungle, Oil is used to fuel naval missions."
1129,Seal of Inevitable Fate,Twists fate to provide an opportunity for additional treasure in Hellfire Citadel or Draenor Mythic Dungeons.
1149,Sightless Eye,"A rough, hand-minted coin. It bears a symbol similar to that of the Kirin Tor, with one key difference: the eye is closed."
1154,Shadowy Coins,Prized by pickpockets and marks alike. Can be spent in the Underbelly below Dalaran.
1155,Ancient Mana,Concentrated magic from the ancient leylines beneath Suramar.
1166,Timewarped Badge,Earned in Timewalking dungeons. Exchanged for goods from Timewalking Vendors in capital cities.
1171,Artifact Knowledge,Increases the rate at which you earn Artifact Power.
1172,Highborne Archaeology Fragment,
1173,Highmountain Tauren Archaeology Fragment,
1174,Demonic Archaeology Fragment,
1191,Valor,Used to upgrade equipment from Mythic+ dungeons.
1220,Order Resources,"Used to recruit troops, run missions, and research upgrades for your order hall."
1226,Nethershard,A fragment of crystallized nether brought to Azeroth by the Legion.
1268,Timeworn Artifact,A mysterious naga artifact from the depths of the Great Sea. King Mrgl-Mrgl is looking for these at Timeworn Strand.
1273,Seal of Broken Fate,Twists fate to provide an opportunity for additional treasure from Legion raid and Mythic dungeon bosses.
1275,Curious Coin,This unusual coin is warm to the touch and vibrates gently in your hand. Used to procure items from Xur'ios in Dalaran.
1299,Brawler's Gold,Awarded to victors of the Brawler's Guild. Use it to purchase Rumble Cards and other world-altering items at the Brawler's Gold Exchange vendor.
1314,Lingering Soul Fragment,Soul fragment once belonging to a powerful enemy.
1324,Horde Qiraji Commendation,"Completing this quest will grant the Horde credit in the Call of the Scarab event.

The faction which earns the most credit today may hang their banners by the Scarab Gong for the rest of the year."
1325,Alliance Qiraji Commendation,"Completing this quest will grant the Alliance credit in the Call of the Scarab event.

The faction which earns the most credit today may hang their banners by the Scarab Gong for the rest of the year."
1342,Legionfall War Supplies,Used to further the construction of valuable structures on the Broken Shore.
1347,Legionfall Building - Personal Tracker - Mage Tower (Hidden),
1349,Legionfall Building - Personal Tracker - Command Tower (Hidden),
1350,Legionfall Building - Personal Tracker - Nether Tower (Hidden),
1355,Felessence,Concentrated demonic essence which can be captured and used to create armor of great power.
1356,Echoes of Battle,"Used to purchase powerful PvP armor. At the end of the season, this currency converts to gold."
1357,Echoes of Domination,"Used to purchase elite PvP armor. At the end of the season, this currency converts to gold."
1379,Trial of Style Token,Earned by participating in the Trial of Style. Can be exchanged for transmoggable gear in most major cities.
1388,Armor Scraps,Gathered from enemy troops and vehicles throughout the warfront. Used in the training of troops and advancing research.
1401,Stronghold Supplies,Used to build structures and perform research upgrades within a Warfront.
1416,Coins of Air,Evaporate into mist after a while.
1501,Writhing Essence,Used to upgrade Legion Legendary items to item level 970.
1506,Argus Waystone,Used by the minions of Sargeras to force open portals from Argus to other Legion-controlled worlds.
1508,Veiled Argunite,"This dull-colored crystal is highly valued by ethereal traders, especially Thaumaturge Vashreen aboard the Vindicaar."
1533,Wakening Essence,Used by Arcanomancer Vridiel in Dalaran above the Broken Isles to create or upgrade Legion Legendary items.
1534,Zandalari Archaeology Fragment,
1535,Drust Archaeology Fragment,
1540,Wood,Gathered by harvesting trees and piles of wood throughout the warfront. Used to construct buildings and upgrade troops.
1541,Iron,Gathered throughout the warfront. Used to construct buildings and increase the power of you and your allies.
1553,Azerite,"The blood of Azeroth crystalizes into chunks of Azerite, an extremely potent and powerful material."
1559,Essence of Storms,"Extremely rare, found while killing enemies in the warfront. Used to grant yourself unbridled power at the Altar."
1560,War Resources,"Used to recruit troops, run missions, and research upgrades for your war effort."
1565,Rich Azerite Fragment,A fragment of rich Azerite. Turn-in to a nearby War Master for rewards.
1579,Champions of Azeroth,Grants reputation with the Champions of Azeroth.
1580,Seal of Wartorn Fate,Twists fate to provide an opportunity for additional treasure from Battle for Azeroth raid and dungeon bosses.
1585,Warband Wide Honor,Granted from slaying enemies of your faction
1586,Honor Level,Granted from slaying many enemies of your faction
1587,War Supplies,Used to raise a force for the Battle of Stromgarde
1592,Order of Embers,Grants reputation with the Order of Embers.
1593,Proudmoore Admiralty,Grants reputation with Proudmoore Admiralty.
1594,Storm's Wake,Grants reputation with Storm's Wake.
1595,Talanji's Expedition,Grants reputation with Talanji's Expedition.
1596,Voldunai,Grants reputation with the Voldunai.
1597,Zandalari Empire,Grants reputation with the Zandalari Empire.
1598,Tortollan Seekers,Grants reputation with the Tortollan Seekers.
1599,7th Legion,Grants reputation with the 7th Legion.
1600,Honorbound,Grants reputation with the Honorbound.
1602,Conquest,Earned from Rated PvP activities. Used to purchase Rated PvP equipment.
1703,PVP Season Rated Participation Currency,
1704,Spirit Shard,The shard pulses with energy.
1705,Warfronts - Personal Tracker - Iron in Chest (Hidden),
1710,Seafarer's Dubloon,Currency used by the many varied tribes of the Great Sea. Used to procure items from traders on Island Expeditions.
1714,Warfronts - Personal Tracker - Wood in Chest (Hidden),
1715,Progenitor Shard,TEST
1716,Honorbound Service Medal,"A badge of merit for action taken on the battlefields of Kul Tiras, Zandalar, and active Warfronts. Sought by Provisioner Mukra at the port of Zandalar. For the Horde!"
1717,7th Legion Service Medal,"A badge of merit for action taken on the battlefields of Kul Tiras, Zandalar, and active Warfronts. Sought by Provisioner Stoutforge in Boralus. For the Alliance!"
1718,Titan Residuum,Unpowered remnants of Azerite armor coveted by ethereal traders in Boralus and Zandalar. Obtained from Mythic Keystone weekly chests and by scrapping or disenchanting Azerite armor.
1719,Corrupted Mementos,Fragments of memory from Horrific Visions of N'Zoth which can be analyzed at the Titanic Research Archive in the Chamber of Heart.
1721,Prismatic Manapearl,"A glistening sphere of arcane energy found around Nazjatar. These can be traded for rare and powerful items, or used to empower Benthic armor."
1722,Azerite Ore,Gathered across the Island. Used to construct outpost buildings.
1723,Lumber,Gathered across the Island. Used to construct outpost buildings.
1728,Phantasma,"This extinguished strand of anima can be used to gain power within Torghast.

Leaving Torghast will destroy all Phantasma."
1738,Unshackled,Grants reputation with the Unshackled.
1739,Ankoan,Grants reputation with the Ankoan.
1740,Rustbolt Resistance (Hidden),Grants reputation with the Rustbolt Resistance.
1742,Rustbolt Resistance,Grants reputation with the Rustbolt Resistance.
1743,Fake Anima for Quest Tracking,Use 1813 for anything real
1744,Corrupted Memento,
1745,Nazjatar Ally - Neri Sharpfin,Grants combat experience for Neri Sharpfin.
1746,Nazjatar Ally - Vim Brineheart,Grants combat experience for Vim Brineheart.
1747,Nazjatar Ally - Poen Gillbrack,Grants combat experience for Poen Gillbrack.
1748,Nazjatar Ally - Bladesman Inowari,Grants combat experience for Bladesman Inowari.
1749,Nazjatar Ally - Hunter Akana,Grants combat experience for Hunter Akana.
1750,Nazjatar Ally - Farseer Ori,Grants combat experience for Farseer Ori.
1752,Honeyback Hive,Grants reputation with the Honeyback Hive.
1754,Argent Commendation,Commendation from the Argent Crusade in northern Icecrown for actions taken against the invading forces of the Shadowlands.
1755,Coalescing Visions,Wrathion can manipulate these visions into a vessel that will allow you to gain access to a Horrific Vision of N'Zoth.
1757,Uldum Accord,Grants reputation with the Uldum Accord.
1758,Rajani,Grants reputation with the Rajani.
1761,Enemy Damage,Dummy currency for Torghast UI
1762,Enemy Health,Dummy currency for Torghast UI
1763,Deaths,Dummy currency for Torghast UI
1767,Stygia,The byproduct of the violent destruction of a Soul within the Maw.
1769,"Quest Experience (Standard, Hidden)",
1792,Honor,Used to purchase Unrated PvP equipment.
1794,Atonement Anima,Use 1813
1802,Shadowlands PvP Weekly Reward Progress,Acquire this currency to attain rewards from the weekly chest in Oribos.
1803,Echoes of Ny'alotha,"Scoured of N'Zoth's corruption, MOTHER can use this substance to synthesize essences in the Chamber of Heart."
1804,Ascended,Grants reputation with the Ascended.
1805,Undying Army,Grants reputation with the Undying Army.
1806,Wild Hunt,Grants reputation with the Wild Hunt.
1807,Court of Harvesters,Grants reputation with the Court of Harvesters.
1808,Channeled Anima,Anima to be spent in the anima diverter to create a permenant stream.
1810,Redeemed Soul,An exceptional soul that wishes to contribute to empowering your Covenant Sanctum.
1811,zzoldSanctum Architect,
1812,zzoldSanctum Anima Weaver,
1813,Reservoir Anima,A measure of the anima your covenant has at its disposal.
1816,Sinstone Fragments,"Archivist Fane can use these to recreate Inquisitor Sinstones, which will allow you to hunt inquisitors in the Halls of Atonement."
1819,Medallion of Service,A mark of service to Bastion. Used in Ascension Crafting.
1820,Infused Ruby,"Used to power shrines and devices that run on anima in Revendreth. With the drought, various dredgers have begun trading goods for them as well."
1822,Renown,It's Renown
1828,Soul Ash,A raw source of power found within Torghast. Used to fuel the Runecarver's Chamber.
1829,Renown-Kyrian,It's Renown
1830,Renown-Venthyr,It's Renown
1831,Renown-NightFae,It's Renown
1832,Renown-Necrolord,It's Renown
1835,Linked Currency Test (Src) - PTH,A test source currency for the new linked currency feature.
1836,Linked Currency Test (Dst) - PTH,A test destination currency for the new linked currency feature.
1837,The Ember Court,Increases the reputation of the The Ember Court.
1838,The Countess,A happy party with The Countess increases her friendhip with you.
1839,Rendle and Cudgelface,A happy party with Rendle and Cudgelface increases their friendhip with you.
1840,Stonehead,A happy party with Stonehead increases his friendhip with you.
1841,Cryptkeeper Kassir,A happy party with Cryptkeeper Kassir increases his friendhip with you.
1842,Baroness Vashj,A happy party with Baroness Vashj increases her friendhip with you.
1843,Plague Deviser Marileth,A happy party with Plague Deviser Marileth increases his friendhip with you.
1844,Grandmaster Vole,A happy party with Grandmaster Vole increases his friendhip with you.
1845,Alexandros Mograine,A happy party with Alexandros Mograine increases his friendhip with you.
1846,Sika,A happy party with Sika increases her friendhip with you.
1847,Kleia and Pelegos,A happy party with Kleia and Pelagos increases their friendhip with you.
1848,Polemarch Adrestes,A happy party with Polemarch Adrestes increases his friendhip with you.
1849,Mikanikos,A happy party with Mikanikos increases his friendhip with you.
1850,Choofa,A happy party with Choofa increases his friendhip with you.
1851,Droman Aliothe,A happy party with Droman Aliothe increases her friendhip with you.
1852,Hunt-Captain Korayn,A happy party with Hunt-Captain Korayn increases his friendhip with you.
1853,Lady Moonberry,A happy party with Lady Moonberry increases her friendhip with you.
1859,Reservoir Anima-Kyrian,
1860,Reservoir Anima-Venthyr,
1861,Reservoir Anima-Night Fae,
1862,Reservoir Anima-Necrolord,
1863,Redeemed Soul-Kyrian,
1864,Redeemed Soul-Venthyr,
1865,Redeemed Soul-Night Fae,
1866,Redeemed Soul-Necrolord,
1867,Sanctum Architect-Kyrian,
1868,Sanctum Architect-Venthyr,
1869,Sanctum Architect-Night Fae,
1870,Sanctum Architect-Necrolord,
1871,Sanctum Anima Weaver-Kyrian,
1872,Sanctum Anima Weaver-Venthyr,
1873,Sanctum Anima Weaver-Night Fae,
1874,Sanctum Anima Weaver-Necrolord,
1877,Bonus Experience,
1878,Stitchmasters,Grants reputation with the Stitchmasters.
1880,Ve'nari,Grants reputation with Ve'nari.
1883,Soulbind Conduit Energy,Soulbind Conduit Energy
1884,The Avowed,Grants reputation with the Avowed.
1885,Grateful Offering,"A gift from the denizens of the Shadowlands, grateful for the return of anima. Acquired from conducting anima to a location and performing activities associated with the inhabitants."
1887,Court of Night,Grants reputation with the Court of Night.
1888,Marasmius,Grants reputation with Marasmius.
1889,Adventure Campaign Progress,This challenge leads to additional adventures with greater rewards.
1891,Honor from Rated,
1902,9.1 - Torghast XP - Prototype - LJS,
1903,Invisible Reward,This currency exists to let empty Cover Items work.
1904,Tower Knowledge,Manifestation of knowledge gained in Torghast. Used to unlock the power within The Box of Many Things.
1906,Soul Cinders,A raw source of power found within only the most dangerous layers of Torghast. Used to fuel the Runecarver's Chamber.
1907,Death's Advance,Grants reputation with the Death's Advance.
1909,Torghast - Scoreboard - Clear Percent,
1910,Torghast - Scoreboard - Souls Percent,
1911,Torghast - Scoreboard - Urns Percent,
1912,Torghast - Scoreboard - Hot Streak Percent,
1913,Torghast - Scoreboard - Total Time,
1914,Torghast - Scoreboard - Par Time,
1915,Torghast - Scoreboard - Deaths Excess Count,
1916,Torghast - Scoreboard - Deaths Start Count,
1917,Torghast - Scoreboard - Floor Reached,
1918,Torghast - Scoreboard - Toast Display - Time Score,
1919,Torghast - Scoreboard - Toast Display - Hot Streak Score,
1920,Torghast - Scoreboard - Toast Display - Deaths Excess Score,
1921,Torghast - Scoreboard - Toast Display - Total Score,
1922,Torghast - Scoreboard - Toast Display - Total Rewards,
1923,Torghast - Scoreboard - Toast Display - Bonus - Souls Rescued,
1924,Torghast - Scoreboard - Toast Display - Bonus - Urns Broken,
1925,Torghast - Scoreboard - Toast Display - Deaths Zero,
1926,Torghast - Scoreboard - Toast Display - Stars,
1931,Cataloged Research,As you bring the Archivist relics he will catalog it which will allow you to start Field Studies to learn more about them or identify relics in his care that you can use in the field.
1932,Torghast - Scoreboard - Toast Display - Boss Killed,
1933,Torghast - Scoreboard - Toast Display - Bonus - Chests Opened,
1934,Torghast - Scoreboard - Toast Display - Bonus - Escorts Complete,
1935,Torghast - Scoreboard - Toast Display - Bonus - No Trap Damage,
1936,Torghast - Scoreboard - Toast Display - Bonus - Kill Boss Fast,
1937,Torghast - Scoreboard - Toast Display - Bonus - Single Stacks,
1938,Torghast - Scoreboard - Toast Display - Bonus - 5 Stacks,
1939,Torghast - Scoreboard - Toast Display - Bonus - Broker Killer,
1940,Torghast - Scoreboard - Toast Display - Bonus - Elite Slayer,
1941,Torghast - Scoreboard - Toast Display - Bonus - 1000 Phantasma,
1942,Torghast - Scoreboard - Toast Display - Bonus - 500 Phant Left,
1943,Torghast - Scoreboard - Toast Display - Bonus - No Deaths,
1944,Torghast - Scoreboard - Toast Display - Bonus - No Epics,
1945,Torghast - Scoreboard - Toast Display - Bonus - Elite Unnatural,
1946,Torghast - Scoreboard - Toast Display - Total Rewards - AV Bonus,
1947,Bonus Valor,Receive Bonus Valor when any player in your group increases their Mythic+ Rating.
1948,Torghast - Scoreboard - Toast Display - Bonus - Kill Boss Faster,
1949,Torghast - Scoreboard - Toast Display - Bonus - 30+ Count,
1950,Torghast - Scoreboard - Toast Display - 1 Star Value,
1951,Torghast - Scoreboard - Toast Display - 2 Star Value,
1952,Torghast - Scoreboard - Toast Display - 3 Star Value,
1953,Torghast - Scoreboard - Toast Display - 4 Star Value,
1954,Torghast - Scoreboard - Toast Display - 5 Star Value,
1955,Torghast - Scoreboard - Toast Display - Points While Empowered,
1956,Torghast - Scoreboard - Toast Display - Points Empowered Score,
1957,Torghast - Scoreboard - Floor Clear Percent Floor 1,
1958,Torghast - Scoreboard - Floor Clear Percent Floor 2,
1959,Torghast - Scoreboard - Floor Clear Percent Floor 3,
1960,Torghast - Scoreboard - Floor Clear Percent Floor 4,
1961,Torghast - Scoreboard - Floor Empowered Percent Floor 1,
1962,Torghast - Scoreboard - Floor Empowered Percent Floor 2,
1963,Torghast - Scoreboard - Floor Empowered Percent Floor 3,
1964,Torghast - Scoreboard - Floor Empowered Percent Floor 4,
1965,Torghast - Scoreboard - Floor Time Floor 1,
1966,Torghast - Scoreboard - Floor Time Floor 2,
1967,Torghast - Scoreboard - Floor Time Floor 3,
1968,Torghast - Scoreboard - Floor Time Floor 4,
1969,Torghast - Scoreboard - Floor Par Time Floor 1,
1970,Torghast - Scoreboard - Floor Par Time Floor 2,
1971,Torghast - Scoreboard - Floor Par Time Floor 3,
1972,Torghast - Scoreboard - Floor Par Time Floor 4,
1976,Torghast - Scoreboard - Toast Display - Bonus - Phant Left Group,
1977,Stygian Ember,"Once a brave warrior, now reduced to a sliver of undeath.

Bonesmith Heirmir in Korthia can use these to improve Shards of Domination."
1979,Cyphers of the First Ones,|L290-Echoes of the power used to forge reality itself. Can be deciphered at Firim's Cypher Console in Exile's Hollow.|l
1980,Torghast - Scoreboard - Run Layer,
1981,Torghast - Scoreboard - Run ID,
1982,The Enlightened,Grants reputation with The Enlightened.
1986,Players Remaining,
1997,Archivists' Codex,Grants progress with the Archivists' Codex.
2000,Motes of Fate,
2001,Paden Test Currency,
2002,Renown-Maruuk Centaur,It's Renown
2003,Dragon Isles Supplies,Various resources and building materials that can assist the friendly factions of the Dragon Isles in their fight against the Primalists. Used to purchase items unlocked from renown.
2005,Druid Talent Points (DNT),
2006,Restoration Talent Points (DNT),
2009,Cosmic Flux,"Swirling fragments of creation energy that enable transformation, Cosmic Flux can be used to empower equipment at the Creation Catalyst in Zereth Mortis or fuel the Runecarver's Chamber in Torghast."
2010,[DNT] Byron Test Currency,A currency used to test currencies.
2011,Effigy Adornments,"Crafted by the Shikaar, these adornments can enhance Major Hunt effigies."
2012,Death Knight Talent Points (DNT),
2013,Frost Talent Points (DNT),
2014,Unholy Talent Points (DNT),
2015,Blood Talent Points (DNT),
2016,Dragon Racing - Scoreboard - Race Complete Time,
2017,Dragon Racing - Scoreboard - Race Complete Time - Fraction 1,
2018,Dragon Racing - Scoreboard - Race Quest ID,
2019,Dragon Racing - Scoreboard - Race Complete Time - Silver,
2020,Dragon Racing - Scoreboard - Race Complete Time - Gold,
2021,Renown-Dragonscale Expedition,It's Renown
2022,Dragon Racing - Multiplayer Race Placement,
2023,Dragon Isles Blacksmithing Knowledge,"Use Knowledge to learn Blacksmithing Specializations.

Knowledge can be gained through various means such as crafting recipes for the first time and completing quests offered in the Artisan's Market in Valdrakken."
2024,Dragon Isles Alchemy Knowledge,"Use Knowledge to learn Alchemy Specializations.

Knowledge can be gained through various means such as crafting recipes for the first time and completing quests offered in the Artisan's Market in Valdrakken."
2025,Dragon Isles Leatherworking Knowledge,"Use Knowledge to learn Leatherworking Specializations.

Knowledge can be gained through various means such as crafting recipes for the first time and completing quests offered in the Artisan's Market in Valdrakken."
2026,Dragon Isles Tailoring Knowledge,"Use Knowledge to learn Tailoring Specializations.

Knowledge can be gained through various means such as crafting recipes for the first time and completing quests offered in the Artisan's Market in Valdrakken."
2027,Dragon Isles Engineering Knowledge,"Use Knowledge to learn Engineering Specializations.

Knowledge can be gained through various means such as crafting recipes for the first time and completing quests offered in the Artisan's Market in Valdrakken."
2028,Dragon Isles Inscription Knowledge,"Use Knowledge to learn Inscription Specializations.

Knowledge can be gained through various means such as crafting recipes for the first time and completing quests offered in the Artisan's Market in Valdrakken."
2029,Dragon Isles Jewelcrafting Knowledge,"Use Knowledge to learn Jewelcrafting Specializations.

Knowledge can be gained through various means such as crafting recipes for the first time and completing quests offered in the Artisan's Market in Valdrakken."
2030,Dragon Isles Enchanting Knowledge,"Use Knowledge to learn Enchanting Specializations.

Knowledge can be gained through various means such as crafting recipes for the first time and completing quests offered in the Artisan's Market in Valdrakken."
2031,Dragonscale Expedition,Grants Reputation with the Dragonscale Expedition.
2032,Trader's Tender,Trader's Tender is exchanged for goods with the Trading Post.
2033,Dragon Isles Skinning Knowledge,"Use Knowledge to learn Skinning Specializations.

Knowledge can be gained through various means such as studying discoveries found while skinning and completing quests offered by your trainer in Valdrakken."
2034,Dragon Isles Herbalism Knowledge,"Use Knowledge to learn Herbalism Specializations.

Knowledge can be gained through various means such as studying discoveries found while gathering and completing quests offered by your trainer in Valdrakken."
2035,Dragon Isles Mining Knowledge,"Use Knowledge to learn Mining Specializations.

Knowledge can be gained through various means such as studying discoveries found while mining and completing quests offered by your trainer in Valdrakken."
2036,Ancient Waygate Energy,Ancient Waygate Energy
2037,Dragon Racing - Scoreboard - Race Complete Time -Silver Fract 1,
2038,Dragon Racing - Scoreboard - Race Complete Time - Gold Fract 1,
2039,Dragon Racing - Scoreboard - Personal Best - Waking Shores 1,
2040,Dragon Racing - Scoreboard - Personal Best Time,
2041,Dragon Racing - Scoreboard - Personal Best Time - Fraction 1,
2042,Dragon Racing - Personal Best Record - Waking Shores 01 Easy,
2043,Dragon Racing - Personal Best Record - Waking Shores 01 Medium,
2044,Dragon Racing - Personal Best Record - Waking Shores 01 Hard,
2045,Dragon Glyph Embers,Proof of being bathed in the dragonfire of Dragon Glyphs. Can be turned in to Dragonrider trainers for enhanced training.
2046,Dragon Racing - Personal Best Record - Waking Shores 07 Easy,
2047,Dragon Racing - Personal Best Record - Waking Shores 07 Hard,
2048,Dragon Racing - Personal Best Record - Waking Shores 02 Easy,
2049,Dragon Racing - Personal Best Record - Waking Shores 02 Hard,
2050,Dragon Racing - Personal Best Record - Waking Shores 08 Easy,
2051,Dragon Racing - Personal Best Record - Waking Shores 08 Hard,
2052,Dragon Racing - Personal Best Record - Waking Shores 03 Easy,
2053,Dragon Racing - Personal Best Record - Waking Shores 03 Hard,
2054,Dragon Racing - Personal Best Record - Waking Shores 04 Easy,
2055,Dragon Racing - Personal Best Record - Waking Shores 04 Hard,
2056,Dragon Racing - Personal Best Record - Waking Shores 05 Easy,
2057,Dragon Racing - Personal Best Record - Waking Shores 05 Hard,
2058,Dragon Racing - Personal Best Record - Waking Shores 06 Easy,
2059,Dragon Racing - Personal Best Record - Waking Shores 06 Hard,
2060,Dragon Racing - Personal Best Record - Ohn'ahran Plains 01 Easy,
2061,Dragon Racing - Personal Best Record - Ohn'ahran Plains 01 Hard,
2062,Dragon Racing - Personal Best Record - Ohn'ahran Plains 02 Easy,
2063,Dragon Racing - Personal Best Record - Ohn'ahran Plains 02 Hard,
2064,Dragon Racing - Personal Best Record - Ohn'ahran Plains 03 Easy,
2065,Dragon Racing - Personal Best Record - Ohn'ahran Plains 03 Hard,
2066,Dragon Racing - Personal Best Record - Ohn'ahran Plains 04 Easy,
2067,Dragon Racing - Personal Best Record - Ohn'ahran Plains 04 Hard,
2069,Dragon Racing - Personal Best Record - Ohn'ahran Plains D05 Easy,
2070,Dragon Racing - Personal Best Record - Ohn'ahran Plains D06 Easy,
2073,[AC] Major Faction Test Currency,
2074,Dragon Racing - Personal Best Record - Azure Span 01 Easy,
2075,Dragon Racing - Personal Best Record - Azure Span 01 Hard,
2076,Dragon Racing - Personal Best Record - Azure Span 02 Easy,
2077,Dragon Racing - Personal Best Record - Azure Span 02 Hard,
2078,Dragon Racing - Personal Best Record - Azure Span 03 Easy,
2079,Dragon Racing - Personal Best Record - Azure Span 03 Hard,
2080,Dragon Racing - Personal Best Record - Thaldraszus 01 Easy,
2081,Dragon Racing - Personal Best Record - Thaldraszus 01 Hard,
2082,Dragon Racing - Personal Best Record - Waking Shores MP 1,
2083,Dragon Racing - Personal Best Record - Azure Span 04 Easy,
2084,Dragon Racing - Personal Best Record - Azure Span 04 Hard,
2085,Dragon Racing - Personal Best Record - Azure Span 05 Easy,
2086,Dragon Racing - Personal Best Record - Azure Span 05 Hard,
2087,Renown-Iskaara Tuskarr,It's Renown
2088,Renown-Valdrakken,It's Renown
2089,Dragon Racing - Personal Best Record - Azure Span 06 Easy,
2090,Dragon Racing - Personal Best Record - Azure Span 06 Hard,
2091,Dragon Racing - Tracking [DNT],
2092,Dragon Racing - Personal Best Record - Thaldraszus 02 Easy,
2093,Dragon Racing - Personal Best Record - Thaldraszus 02 Hard,
2094,[DNT] AC Major Faction Test Renown,It's Renown
2095,Dragon Racing - Personal Best Record - Thaldraszus MP 1,
2096,Dragon Racing - Personal Best Record - Thaldraszus 03 Easy,
2097,Dragon Racing - Personal Best Record - Thaldraszus 03 Hard,
2098,Dragon Racing - Personal Best Record - Thaldraszus 04 Easy,
