ID,Name_lang,Description_lang
193,Drakkari Sacrificial Knife,"The earliest known trolls belonged to the Zandalar tribe, from which all other trolls are descended. The Zandalari were regarded as an overarching priest caste for all trolls and worked tirelessly to record and preserve troll society and traditions. Of the many tribes that split off from the Zandalari, the two most dominant were the Gurubashi and Amani."
195,"Zin'rokh, Destroyer of Worlds",It is clear that you have recovered a piece of a very powerful troll weapon. Can it be reforged?
197,String of Small Pink Pearls,"The kaldorei are one of the most ancient races of Azeroth. One of the darkest moments in their history occurred when the quel'dorei, or Highborne - the highest caste of elven nobility - unleashed dangerous magic that brought the Burning Legion into the world and resulted in countless deaths."
199,Chest of Tiny Glass Animals,"The kaldorei are one of the most ancient races of Azeroth. One of the darkest moments in their history occurred when the quel'dorei, or Highborne - the highest caste of elven nobility - unleashed dangerous magic that brought the Burning Legion into the world and resulted in countless deaths."
201,Cracked Crystal Vial,"The kaldorei are one of the most ancient races of Azeroth. One of the darkest moments in their history occurred when the quel'dorei, or Highborne - the highest caste of elven nobility - unleashed dangerous magic that brought the Burning Legion into the world and resulted in countless deaths."
203,Scepter of Xavius,"The kaldorei are one of the most ancient races of Azeroth. One of the darkest moments in their history occurred when the quel'dorei, or Highborne - the highest caste of elven nobility - unleashed dangerous magic that brought the Burning Legion into the world and resulted in countless deaths."
205,Kaldorei Wind Chimes,"There is something unusual about these bronze tubes. You detect a hint of magic that still resides within. When placed near each other or even within your pack, the fragments of the tubes seem to move closer to each other."
207,Queen Azshara's Dressing Gown,The rumors of the Highborne's poor fashion sense seem to be true.
209,Feathered Raptor Arm,Fossils are the preserved remains of animals or plants from the ancient past. Typically the living tissues are replaced with minerals that preserve the form of the original organism.
211,Vicious Ancient Fish,Fossils are the preserved remains of animals or plants from the ancient past. Typically the living tissues are replaced with minerals that preserve the form of the original organism.
213,Fossilized Raptor,"There is something unsual about these raptor bones. Whenever you look away, they seem to move slightly on their own."
215,Tiny Bronze Scorpion,"The orcs of Azeroth originally inhabited the world of Draenor, the source of most of these ancient orcish artifacts. At first, orcs were a largely peaceful people, but they turned to outright barbarity under the influence of the Burning Legion. The orcs arrived in Azeroth through the Dark Portal and fought against the Alliance in two wars. Another may be on the horizon."
217,Maul of Stone Guard Mur'og,"The orcs of Azeroth originally inhabited the world of Draenor, the source of most of these ancient orcish artifacts. At first, orcs were a largely peaceful people, but they turned to outright barbarity under the influence of the Burning Legion. The orcs arrived in Azeroth through the Dark Portal and fought against the Alliance in two wars. Another may be on the horizon."
219,Gray Candle Stub,"The orcs of Azeroth originally inhabited the world of Draenor, the source of most of these ancient orcish artifacts. At first, orcs were a largely peaceful people, but they turned to outright barbarity under the influence of the Burning Legion. The orcs arrived in Azeroth through the Dark Portal and fought against the Alliance in two wars. Another may be on the horizon."
221,Rusted Steak Knife,"The orcs of Azeroth originally inhabited the world of Draenor, the source of most of these ancient orcish artifacts. At first, orcs were a largely peaceful people, but they turned to outright barbarity under the influence of the Burning Legion. The orcs arrived in Azeroth through the Dark Portal and fought against the Alliance in two wars. Another may be on the horizon."
223,Scepter of Nekros Skullcrusher,"The orcs of Azeroth originally inhabited the world of Draenor, the source of most of these ancient orcish artifacts. At first, orcs were a largely peaceful people, but they turned to outright barbarity under the influence of the Burning Legion. The orcs arrived in Azeroth through the Dark Portal and fought against the Alliance in two wars. Another may be on the horizon."
225,Fierce Wolf Figurine,"The orcs of Azeroth originally inhabited the world of Draenor, the source of most of these ancient orcish artifacts. At first, orcs were a largely peaceful people, but they turned to outright barbarity under the influence of the Burning Legion. The orcs arrived in Azeroth through the Dark Portal and fought against the Alliance in two wars. Another may be on the horizon."
231,Skull Drinking Cup,"The orcs of Azeroth originally inhabited the world of Draenor, the source of most of these ancient orcish artifacts. At first, orcs were a largely peaceful people, but they turned to outright barbarity under the influence of the Burning Legion. The orcs arrived in Azeroth through the Dark Portal and fought against the Alliance in two wars. Another may be on the horizon."
233,Tile of Glazed Clay,"The orcs of Azeroth originally inhabited the world of Draenor, the source of most of these ancient orcish artifacts. At first, orcs were a largely peaceful people, but they turned to outright barbarity under the influence of the Burning Legion. The orcs arrived in Azeroth through the Dark Portal and fought against the Alliance in two wars. Another may be on the horizon."
235,Fiendish Whip,"The orcs of Azeroth originally inhabited the world of Draenor, the source of most of these ancient orcish artifacts. At first, orcs were a largely peaceful people, but they turned to outright barbarity under the influence of the Burning Legion. The orcs arrived in Azeroth through the Dark Portal and fought against the Alliance in two wars. Another may be on the horizon."
237,Headdress of the First Shaman,"You have found some scraps of a cowl fashioned out of a wolf's head. And yet, for all its simplicity, you suspect that this item is old, important and powerful."
239,Anklet with Golden Bells,"The draenei were originally eredar who fled from the Burning Legion and settled on the world of Draenor, where they came into contact with the orcs. When the blood elves arrived, many draenei fled again, this time coming to Azeroth, where they joined the Alliance. "
241,Carved Harp of Exotic Wood,"The draenei were originally eredar who fled from the Burning Legion and settled on the world of Draenor, where they came into contact with the orcs. When the blood elves arrived, many draenei fled again, this time coming to Azeroth, where they joined the Alliance. "
243,Strange Silver Paperweight,"The draenei were originally eredar who fled from the Burning Legion and settled on the world of Draenor, where they came into contact with the orcs. When the blood elves arrived, many draenei fled again, this time coming to Azeroth, where they joined the Alliance."
245,Scepter of the Nathrezim,"The draenei were originally eredar who fled from the Burning Legion and settled on the world of Draenor, where they came into contact with the orcs. When the blood elves arrived, many draenei fled again, this time coming to Azeroth, where they joined the Alliance."
250,Baroque Sword Scabbard,"The draenei were originally eredar who fled from the Burning Legion and settled on the world of Draenor, where they came into contact with the orcs. When the blood elves arrived, many draenei fled again, this time coming to Azeroth, where they joined the Alliance."
252,Fine Crystal Candelabra,"The draenei were originally eredar who fled from the Burning Legion and settled on the world of Draenor, where they came into contact with the orcs. When the blood elves arrived, many draenei fled again, this time coming to Azeroth, where they joined the Alliance."
254,Dignified Portrait,"The draenei were originally eredar who fled from the Burning Legion and settled on the world of Draenor, where they came into contact with the orcs. When the blood elves arrived, many draenei fled again, this time coming to Azeroth, where they joined the Alliance."
256,Arrival of the Naaru,"The naaru are a near god-like race of energy beings who are strongly aligned with the Light. The naaru first came into contact with the draenei when Prophet Velen prayed for help to escape the corruption of the Burning Legion. The naaru answered that call, helping Velen and his people escape. The name 'draenei' means 'exiled ones.'"
258,The Last Relic of Argus,This is a simple draenei crystal that appears to be thousands of years old. You are fairly certain that it is not of this world.
260,Plated Elekk Goad,"The draenei were originally eredar who fled from the Burning Legion and settled on the world of Draenor, where they came into contact with the orcs. When the blood elves arrived, many draenei fled again, this time coming to Azeroth, where they joined the Alliance. "
262,Intricate Treasure Chest Key,The vrykul are a race of giant warriors native to the Howling Fjord in Northrend. They have a close affinity with the sea and with native proto-drakes. Many vrykul were absorbed into the vast armies of the Lich King.
264,Nifflevar Bearded Axe,"This axe's blade is asymmetrical, with a long cutting edge.  You suspect it might retain its magic if you could reassemble it."
266,Scramseax,The vrykul are a race of giant warriors native to the Howling Fjord in Northrend. They have a close affinity with the sea and with native proto-drakes. Many vrykul were absorbed into the vast armies of the Lich King.
268,Flint Striker,The vrykul are a race of giant warriors native to the Howling Fjord in Northrend. They have a close affinity with the sea and with native proto-drakes. Many vrykul were absorbed into the vast armies of the Lich King.
270,Fanged Cloak Pin,The vrykul are a race of giant warriors native to the Howling Fjord in Northrend. They have a close affinity with the sea and with native proto-drakes. Many vrykul were absorbed into the vast armies of the Lich King.
273,Thorned Necklace,The vrykul are a race of giant warriors native to the Howling Fjord in Northrend. They have a close affinity with the sea and with native proto-drakes. Many vrykul were absorbed into the vast armies of the Lich King.
275,Proto-Drake Skeleton,Fossils are the preserved remains of animals or plants from the ancient past. Typically the living tissues are replaced with minerals that preserve the form of the original organism.
277,Imprint of a Kraken Tentacle,Fossils are the preserved remains of animals or plants from the ancient past. Typically the living tissues are replaced with minerals that preserve the form of the original organism.
279,Spidery Sundial,"The nerubians are descended from an ancient race known as the aqir, roughly half of which migrated far to the north after continual warfare with the trolls. There they founded a gigantic city-state below Northrend, the legendary Azjol-Nerub. The arrival of the Lich King was brutally hard on the wicked nerubian race, with many of the spiderlike creatures converted to the Scourge and others driven deep into hiding."
283,Scepter of Nezar'Azret,"The nerubians are descended from an ancient race known as the aqir, roughly half of which migrated far to the north after continual warfare with the trolls. There they founded a gigantic city-state below Northrend, the legendary Azjol-Nerub. The arrival of the Lich King was brutally hard on the wicked nerubian race, with many of the spiderlike creatures converted to the Scourge and others driven deep into hiding."
285,Infested Ruby Ring,"The nerubians are descended from an ancient race known as the aqir, roughly half of which migrated far to the north after continual warfare with the trolls. There they founded a gigantic city-state below Northrend, the legendary Azjol-Nerub. The arrival of the Lich King was brutally hard on the wicked nerubian race, with many of the spiderlike creatures converted to the Scourge and others driven deep into hiding."
287,Gruesome Heart Box,"The nerubians are descended from an ancient race known as the aqir, roughly half of which migrated far to the north after continual warfare with the trolls. There they founded a gigantic city-state below Northrend, the legendary Azjol-Nerub. The arrival of the Lich King was brutally hard on the wicked nerubian race, with many of the spiderlike creatures converted to the Scourge and others driven deep into hiding."
289,Six-Clawed Cornice,"The nerubians are descended from an ancient race known as the aqir, roughly half of which migrated far to the north after continual warfare with the trolls. There they founded a gigantic city-state below Northrend, the legendary Azjol-Nerub. The arrival of the Lich King was brutally hard on the wicked nerubian race, with many of the spiderlike creatures converted to the Scourge and others driven deep into hiding."
291,Ewer of Jormungar Blood,"The nerubians are descended from an ancient race known as the aqir, roughly half of which migrated far to the north after continual warfare with the trolls. There they founded a gigantic city-state below Northrend, the legendary Azjol-Nerub. The arrival of the Lich King was brutally hard on the wicked nerubian race, with many of the spiderlike creatures converted to the Scourge and others driven deep into hiding."
293,Vizier's Scrawled Streamer,"The nerubians are descended from an ancient race known as the aqir, roughly half of which migrated far to the north after continual warfare with the trolls. There they founded a gigantic city-state below Northrend, the legendary Azjol-Nerub. The arrival of the Lich King was brutally hard on the wicked nerubian race, with many of the spiderlike creatures converted to the Scourge and others driven deep into hiding."
295,Blessing of the Old God,You have discovered a very bad thing. It hurts your mind to even look at fragments of this artifact and you worry that it might drive you insane were you to complete the final object.
297,Puzzle Box of Yogg-Saron,Each of the fragments of this artifact emits a nonsense whisper that blends into a maddening susurrus as you accumulate more objects. You hope that you know what you're doing.
301,Silver Kris of Korl,"The dwarves of Ironforge were originally composed of three clans: the Bronzebeards, the Wildhammers and the Dark Irons. As the result of a civil war, the Bronzebeards were left in control of the city of Ironforge while the Wildhammers eventually retreated to the Hinterlands and Twilight Highlands. The Dark Iron dwarves came to dwell in between the Redridge Mountains and the Burning Steppes, in the shadow of Blackrock Mountain."
303,Warmaul of Burningeye,"The dwarves of Ironforge were originally composed of three clans: the Bronzebeards, the Wildhammers and the Dark Irons. As the result of a civil war, the Bronzebeards were left in control of the city of Ironforge while the Wildhammers eventually retreated to the Hinterlands and Twilight Highlands. The Dark Iron dwarves came to dwell in between the Redridge Mountains and the Burning Steppes, in the shadow of Blackrock Mountain."
305,Spiked Gauntlets of Anvilrage,"The dwarves of Ironforge were originally composed of three clans: the Bronzebeards, the Wildhammers and the Dark Irons. As the result of a civil war, the Bronzebeards were left in control of the city of Ironforge while the Wildhammers eventually retreated to the Hinterlands and Twilight Highlands. The Dark Iron dwarves came to dwell in between the Redridge Mountains and the Burning Steppes, in the shadow of Blackrock Mountain."
307,Word of Empress Zoe,"The dwarves of Ironforge were originally composed of three clans: the Bronzebeards, the Wildhammers and the Dark Irons. As the result of a civil war, the Bronzebeards were left in control of the city of Ironforge while the Wildhammers eventually retreated to the Hinterlands and Twilight Highlands. The Dark Iron dwarves came to dwell in between the Redridge Mountains and the Burning Steppes, in the shadow of Blackrock Mountain."
309,Scepter of Bronzebeard,"The dwarves of Ironforge were originally composed of three clans: the Bronzebeards, the Wildhammers and the Dark Irons. As the result of a civil war, the Bronzebeards were left in control of the city of Ironforge while the Wildhammers eventually retreated to the Hinterlands and Twilight Highlands. The Dark Iron dwarves came to dwell in between the Redridge Mountains and the Burning Steppes, in the shadow of Blackrock Mountain."
313,The Innkeeper's Daughter,This small stone resembles a Hearthstone. It is warm to the touch and makes very faint giggling noises at inopportune moments.
315,Staff of Sorcerer-Thane Thaurissan,The pieces of this staff still crackle with energy. Yet it also appears to have suffered extensive fire damage.
317,Tyrande's Favorite Doll,"This is a simple night elven doll. The hands and feet are of porcelain, painted with flaking purple. The garments are fine but fraying. The doll's long tresses are the most remarkable and could possibly be real night elf hair."
319,Bones of Transformation,"These bones show a curious mixture of humanoid arms and serpentine tail, convincing you that they are probably from a naga. What is more interesting is that the skeleton has been articulated and posed as if it was once displayed in a museum."
323,Carcanet of the Hundred Magi,"The kaldorei are one of the most ancient races of Azeroth. One of the darkest moments in their history occurred when the quel'dorei, or Highborne - the highest caste of elven nobility - unleashed dangerous magic that brought the Burning Legion into the world and resulted in countless deaths."
325,Silver Scroll Case,"The kaldorei are one of the most ancient races of Azeroth. One of the darkest moments in their history occurred when the quel'dorei, or Highborne, the upper class of the elves unleashed dangerous magic that brought the Burning Legion into the world and resulted in the death uncounted."
327,Umbra Crescent,"The kaldorei are one of the most ancient races of Azeroth. One of the darkest moments in their history occurred when the quel'dorei, or Highborne - the highest caste of elven nobility - unleashed dangerous magic that brought the Burning Legion into the world and resulted in countless deaths."
329,Wisp Amulet,"This beautiful amulet is formed of loops and angles of bright gold, framing a large tear-drop emerald.  Within the depths of the emerald you can see a small glowing sphere with a vaguely night elf face.  The sphere seems to move about within the emerald, not trapped exactly as much as flitting about like an insect."
